measurement_id;product_id;factory_id;production_volume;is_viral_reorder;total_water_footprint;total_carbon_footprint;waste_percentage;timestamp
SHN_MSR_000094;SKU_000792;FAC_SHN_0014;9274;VERO;2490069;146084;168100,0%;2024−03−30
SHN_MSR_000095;SKU_000057;FAC_SHN_0014;173;FALSO;74044;55533;161700,0%;2024−07−04
SHN_MSR_000096;SKU_000205;FAC_SHN_0001;179;FALSO;24344;18258;85300,0%;2024−07−10
SHN_MSR_000097;SKU_000914;FAC_SHN_0013;4092;VERO;908424;532942;81700,0%;2023−12−10
SHN_MSR_000098;SKU_000688;FAC_SHN_0009;187;FALSO;316965;18595;161200,0%;2024−02−19
SHN_MSR_000099;SKU_000667;FAC_SHN_0004;5738;VERO;8865210;354608;131500,0%;2024−01−07
SHN_MSR_000100;SKU_000649;FAC_SHN_0007;8652;VERO;1713096;142758;15400,0%;2024−05−11
SHN_MSR_000101;SKU_000087;FAC_SHN_0019;171;FALSO;353970;14159;91300,0%;2024−11−17
SHN_MSR_000102;SKU_000239;FAC_SHN_0005;5654;VERO;6954420;278177;103600,0%;2023−09−11
SHN_MSR_000103;SKU_000189;FAC_SHN_0020;9452;VERO;23110140;924406;110300,0%;2023−10−18
SHN_MSR_000104;SKU_000292;FAC_SHN_0002;140;FALSO;298200;11928;189300,0%;2023−05−25
SHN_MSR_000105;SKU_000496;FAC_SHN_0002;169;FALSO;150072;2101;73300,0%;2024−06−12
SHN_MSR_000106;SKU_000655;FAC_SHN_0012;9821;VERO;1031205;773404;80500,0%;2024−11−09
SHN_MSR_000107;SKU_000247;FAC_SHN_0018;192;FALSO;34848;20444;8100,0%;2024−08−14
SHN_MSR_000108;SKU_000711;FAC_SHN_0003;75;FALSO;491625;19665;18900,0%;2023−12−13
SHN_MSR_000109;SKU_000274;FAC_SHN_0009;97;FALSO;16878;14065;157500,0%;2023−03−03
SHN_MSR_000110;SKU_000523;FAC_SHN_0012;65;FALSO;39000;156;67200,0%;2023−12−07
SHN_MSR_000111;SKU_000376;FAC_SHN_0009;154;FALSO;14784;1232;191600,0%;2024−12−09
SHN_MSR_000112;SKU_000535;FAC_SHN_0009;92;FALSO;141312;11776;56300,0%;2023−10−06
SHN_MSR_000113;SKU_000435;FAC_SHN_0016;5179;VERO;8545350;341814;92200,0%;2023−07−01
SHN_MSR_000114;SKU_000798;FAC_SHN_0016;66;FALSO;343728;28644;191400,0%;2024−03−20
SHN_MSR_000115;SKU_000928;FAC_SHN_0008;168;FALSO;282240;1129;171600,0%;2024−09−11
SHN_MSR_000116;SKU_000028;FAC_SHN_0008;105;FALSO;744975;43705;110400,0%;2023−08−04
SHN_MSR_000117;SKU_000116;FAC_SHN_0012;166;FALSO;12948;7596;180500,0%;2023−04−12
SHN_MSR_000118;SKU_000411;FAC_SHN_0001;175;FALSO;31360;43904;165500,0%;2023−10−30
SHN_MSR_000119;SKU_000248;FAC_SHN_0006;2168;VERO;359888;269916;6500,0%;2024−09−02
SHN_MSR_000120;SKU_000437;FAC_SHN_0002;6893;VERO;48182070;1927283;124800,0%;2024−04−04
SHN_MSR_000121;SKU_000251;FAC_SHN_0001;5483;VERO;6990825;410128;11500,0%;2023−05−09
SHN_MSR_000122;SKU_000281;FAC_SHN_0004;8835;VERO;5587254;4656045;83700,0%;2023−02−23
SHN_MSR_000123;SKU_000349;FAC_SHN_0017;59;FALSO;153105;8982;101300,0%;2024−01−07
SHN_MSR_000124;SKU_000830;FAC_SHN_0004;9966;VERO;847110;635332;116500,0%;2023−08−15
SHN_MSR_000125;SKU_000885;FAC_SHN_0008;138;FALSO;190440;7618;78700,0%;2024−12−12
SHN_MSR_000126;SKU_000881;FAC_SHN_0005;53;FALSO;85860;3434;63300,0%;2023−03−26
SHN_MSR_000127;SKU_000988;FAC_SHN_0005;52;FALSO;402480;16099;128300,0%;2023−01−13
SHN_MSR_000128;SKU_000462;FAC_SHN_0010;105;FALSO;275625;1617;103600,0%;2023−05−16
SHN_MSR_000129;SKU_000938;FAC_SHN_0008;92;FALSO;83168;11644;128600,0%;2024−05−22
SHN_MSR_000130;SKU_000586;FAC_SHN_0003;169;FALSO;127595;24243;147500,0%;2023−04−15
SHN_MSR_000131;SKU_000870;FAC_SHN_0011;66;FALSO;19503;37056;119300,0%;2023−07−02
SHN_MSR_000132;SKU_000658;FAC_SHN_0016;5402;VERO;2690196;2017647;166800,0%;2023−01−31
SHN_MSR_000133;SKU_000749;FAC_SHN_0009;142;FALSO;338670;13547;102200,0%;2024−01−05
SHN_MSR_000134;SKU_000931;FAC_SHN_0004;148;FALSO;1198800;47952;178300,0%;2023−05−06
SHN_MSR_000135;SKU_000749;FAC_SHN_0020;199;FALSO;474615;18985;166400,0%;2023−03−10
SHN_MSR_000136;SKU_000823;FAC_SHN_0015;4970;VERO;876708;73059;165200,0%;2024−11−21
SHN_MSR_000137;SKU_000985;FAC_SHN_0003;148;FALSO;8658;5079;162400,0%;2024−03−16
SHN_MSR_000138;SKU_000180;FAC_SHN_0017;143;FALSO;7293;13857;107900,0%;2024−05−27
SHN_MSR_000139;SKU_000697;FAC_SHN_0007;177;FALSO;72393;54295;15900,0%;2023−10−09
SHN_MSR_000140;SKU_000693;FAC_SHN_0017;5381;VERO;2550594;2125495;94800,0%;2024−08−28
SHN_MSR_000141;SKU_000209;FAC_SHN_0012;81;FALSO;177876;14823;117800,0%;2024−05−07
SHN_MSR_000142;SKU_000097;FAC_SHN_0013;161;FALSO;149730;5989;144500,0%;2023−08−05
SHN_MSR_000143;SKU_000336;FAC_SHN_0014;174;FALSO;26274;19706;197900,0%;2023−01−14
SHN_MSR_000144;SKU_000718;FAC_SHN_0011;5887;VERO;5557328;778026;142500,0%;2023−11−03
SHN_MSR_000145;SKU_000456;FAC_SHN_0018;132;FALSO;3828;7273;162700,0%;2024−12−17
SHN_MSR_000146;SKU_000472;FAC_SHN_0013;123;FALSO;20664;15498;111800,0%;2024−01−25
SHN_MSR_000147;SKU_000745;FAC_SHN_0002;151;FALSO;373725;14949;195800,0%;2023−07−24
SHN_MSR_000148;SKU_000617;FAC_SHN_0010;197;FALSO;73875;4334;99200,0%;2023−05−17
SHN_MSR_000149;SKU_000470;FAC_SHN_0002;66;FALSO;148500;594;118600,0%;2024−04−05
SHN_MSR_000150;SKU_000271;FAC_SHN_0010;6592;VERO;2244576;1316818;164300,0%;2024−10−18
SHN_MSR_000151;SKU_000827;FAC_SHN_0003;163;FALSO;15974;30351;152200,0%;2024−12−26
SHN_MSR_000152;SKU_000116;FAC_SHN_0014;161;FALSO;12558;7367;128900,0%;2024−01−23
SHN_MSR_000153;SKU_000844;FAC_SHN_0019;8252;VERO;457986;268685;10400,0%;2023−12−13
SHN_MSR_000154;SKU_000988;FAC_SHN_0015;3437;VERO;26602380;1064095;192300,0%;2024−05−12
SHN_MSR_000155;SKU_000730;FAC_SHN_0007;123;FALSO;16482;12362;156600,0%;2023−01−04
SHN_MSR_000156;SKU_000053;FAC_SHN_0015;91;FALSO;129675;7608;176400,0%;2024−10−17
SHN_MSR_000157;SKU_000245;FAC_SHN_0014;153;FALSO;8721;5116;11100,0%;2024−10−21
SHN_MSR_000158;SKU_000883;FAC_SHN_0003;112;FALSO;25536;2128;86200,0%;2023−04−26
SHN_MSR_000159;SKU_000851;FAC_SHN_0007;136;FALSO;6800;1292;118300,0%;2023−05−14
SHN_MSR_000160;SKU_000835;FAC_SHN_0008;187;FALSO;373065;21886;177200,0%;2023−02−14
SHN_MSR_000161;SKU_000219;FAC_SHN_0012;9301;VERO;2222939;1667204;146100,0%;2024−03−31
SHN_MSR_000162;SKU_000363;FAC_SHN_0014;131;FALSO;960885;38435;106600,0%;2023−02−28
SHN_MSR_000163;SKU_000828;FAC_SHN_0012;172;FALSO;15910;30229;70800,0%;2024−07−26
SHN_MSR_000164;SKU_000549;FAC_SHN_0008;60;FALSO;4980;9462;102500,0%;2023−09−30
SHN_MSR_000165;SKU_000271;FAC_SHN_0008;3470;VERO;1181535;693167;185900,0%;2024−07−08
SHN_MSR_000166;SKU_000656;FAC_SHN_0005;110;FALSO;9328;13059;116100,0%;2023−02−16
SHN_MSR_000167;SKU_000265;FAC_SHN_0005;138;FALSO;9384;13138;66200,0%;2024−02−14
SHN_MSR_000168;SKU_000560;FAC_SHN_0009;5323;VERO;19003110;760124;90300,0%;2023−03−08
SHN_MSR_000169;SKU_000705;FAC_SHN_0003;163;FALSO;435210;17408;112300,0%;2023−08−11
SHN_MSR_000170;SKU_000994;FAC_SHN_0002;4501;VERO;2948155;560149;185600,0%;2023−11−03
SHN_MSR_000171;SKU_000099;FAC_SHN_0020;138;FALSO;41193;24167;98300,0%;2024−04−30
SHN_MSR_000172;SKU_000752;FAC_SHN_0009;9840;VERO;2243520;186960;91900,0%;2023−05−23
SHN_MSR_000173;SKU_000021;FAC_SHN_0010;3467;VERO;2413032;337824;95800,0%;2023−02−01
SHN_MSR_000174;SKU_000034;FAC_SHN_0017;3476;VERO;801218;1522314;146700,0%;2024−12−28
SHN_MSR_000175;SKU_000933;FAC_SHN_0010;4984;VERO;986832;740124;108400,0%;2023−03−22
SHN_MSR_000176;SKU_000269;FAC_SHN_0010;184;FALSO;1195080;47803;55200,0%;2024−02−27
SHN_MSR_000177;SKU_000086;FAC_SHN_0014;134;FALSO;21105;4010;142100,0%;2023−12−31
SHN_MSR_000178;SKU_000576;FAC_SHN_0017;3327;VERO;26399745;1548785;89100,0%;2023−03−13
SHN_MSR_000179;SKU_000689;FAC_SHN_0013;2964;VERO;471276;353457;116400,0%;2024−01−10
SHN_MSR_000180;SKU_000884;FAC_SHN_0002;133;FALSO;301245;17673;141200,0%;2023−09−11
SHN_MSR_000181;SKU_000074;FAC_SHN_0001;2193;VERO;2701776;378249;184700,0%;2024−09−26
SHN_MSR_000182;SKU_000955;FAC_SHN_0006;169;FALSO;23660;33124;166900,0%;2023−06−12
SHN_MSR_000183;SKU_000014;FAC_SHN_0020;3000;VERO;841500;49368;18100,0%;2023−05−28
SHN_MSR_000184;SKU_000575;FAC_SHN_0005;100;FALSO;12840;1070;118400,0%;2023−12−31
SHN_MSR_000185;SKU_000828;FAC_SHN_0020;78;FALSO;7215;13708;109500,0%;2023−05−12
SHN_MSR_000186;SKU_000560;FAC_SHN_0020;146;FALSO;521220;20849;107700,0%;2023−02−11
SHN_MSR_000187;SKU_000554;FAC_SHN_0020;121;FALSO;358644;29887;173400,0%;2024−06−07
SHN_MSR_000188;SKU_000404;FAC_SHN_0003;140;FALSO;77070;45214;18700,0%;2024−09−08
SHN_MSR_000189;SKU_000392;FAC_SHN_0003;8106;VERO;1240218;930164;66100,0%;2023−08−12
SHN_MSR_000190;SKU_000927;FAC_SHN_0017;147;FALSO;840105;33604;82500,0%;2024−09−17
SHN_MSR_000191;SKU_000074;FAC_SHN_0019;108;FALSO;133056;18628;71700,0%;2023−11−27
SHN_MSR_000192;SKU_000306;FAC_SHN_0016;121;FALSO;337590;13504;74900,0%;2024−10−28
SHN_MSR_000193;SKU_000378;FAC_SHN_0019;6911;VERO;3483144;2612358;19800,0%;2023−09−15
SHN_MSR_000194;SKU_000476;FAC_SHN_0019;2664;VERO;388944;291708;15600,0%;2024−11−06
SHN_MSR_000195;SKU_000708;FAC_SHN_0005;144;FALSO;115776;9648;182800,0%;2023−01−28
SHN_MSR_000196;SKU_000242;FAC_SHN_0004;152;FALSO;93024;7752;54900,0%;2024−05−18
SHN_MSR_000197;SKU_000487;FAC_SHN_0009;124;FALSO;20832;12221;180800,0%;2024−04−16
SHN_MSR_000198;SKU_000773;FAC_SHN_0015;183;FALSO;639585;37522;76600,0%;2023−06−11
SHN_MSR_000199;SKU_000371;FAC_SHN_0005;60;FALSO;8940;6705;112300,0%;2023−09−26
SHN_MSR_000200;SKU_000272;FAC_SHN_0008;54;FALSO;4482;8516;195100,0%;2024−06−05
SHN_MSR_000201;SKU_000585;FAC_SHN_0001;133;FALSO;15960;22344;107600,0%;2023−11−15
SHN_MSR_000202;SKU_000496;FAC_SHN_0010;177;FALSO;157176;22005;125800,0%;2024−10−09
SHN_MSR_000203;SKU_000194;FAC_SHN_0017;6906;VERO;1460619;856896;69800,0%;2024−10−19
SHN_MSR_000204;SKU_000064;FAC_SHN_0018;53;FALSO;3180;2385;165600,0%;2024−10−26
SHN_MSR_000205;SKU_000906;FAC_SHN_0002;64;FALSO;4608;8755;128700,0%;2024−04−17
SHN_MSR_000206;SKU_000815;FAC_SHN_0020;71;FALSO;197096;27593;187900,0%;2024−01−25
SHN_MSR_000207;SKU_000740;FAC_SHN_0020;156;FALSO;49842;29241;79400,0%;2023−04−11
SHN_MSR_000208;SKU_000894;FAC_SHN_0012;151;FALSO;203850;8154;127300,0%;2023−07−13
SHN_MSR_000209;SKU_000852;FAC_SHN_0013;112;FALSO;30520;57988;100100,0%;2024−03−12
SHN_MSR_000210;SKU_000528;FAC_SHN_0003;60;FALSO;15750;924;168100,0%;2023−07−21
SHN_MSR_000211;SKU_000340;FAC_SHN_0006;69;FALSO;15111;8865;89300,0%;2023−05−26
SHN_MSR_000212;SKU_000997;FAC_SHN_0001;53;FALSO;200128;28018;162600,0%;2023−07−24
SHN_MSR_000213;SKU_000600;FAC_SHN_0019;195;FALSO;88725;16858;126600,0%;2024−02−10
SHN_MSR_000214;SKU_000638;FAC_SHN_0018;4332;VERO;7667640;306706;183700,0%;2023−10−22
SHN_MSR_000215;SKU_000640;FAC_SHN_0004;193;FALSO;755016;105702;78900,0%;2023−05−02
SHN_MSR_000216;SKU_000225;FAC_SHN_0013;59;FALSO;35105;667;52200,0%;2024−07−15
SHN_MSR_000217;SKU_000706;FAC_SHN_0007;136;FALSO;16320;9574;106700,0%;2023−08−26
SHN_MSR_000218;SKU_000678;FAC_SHN_0017;9731;VERO;15413904;1284492;5000,0%;2024−06−25
SHN_MSR_000219;SKU_000918;FAC_SHN_0016;193;FALSO;246075;9843;8900,0%;2023−06−11
SHN_MSR_000220;SKU_000282;FAC_SHN_0011;132;FALSO;236016;19668;174500,0%;2023−03−06
SHN_MSR_000221;SKU_000142;FAC_SHN_0008;73;FALSO;7373;553;70200,0%;2024−07−06
SHN_MSR_000222;SKU_000407;FAC_SHN_0010;98;FALSO;24010;18008;152800,0%;2023−07−27
SHN_MSR_000223;SKU_000223;FAC_SHN_0004;149;FALSO;44104;61746;153400,0%;2024−09−12
SHN_MSR_000224;SKU_000615;FAC_SHN_0017;6532;VERO;3866944;541372;124900,0%;2023−05−08
SHN_MSR_000225;SKU_000107;FAC_SHN_0010;125;FALSO;18750;1100;138500,0%;2023−11−20
SHN_MSR_000226;SKU_000284;FAC_SHN_0018;55;FALSO;13530;10148;10300,0%;2024−04−27
SHN_MSR_000227;SKU_000517;FAC_SHN_0009;98;FALSO;11368;8526;77900,0%;2024−04−27
SHN_MSR_000228;SKU_000191;FAC_SHN_0008;162;FALSO;30618;22964;146200,0%;2024−08−04
SHN_MSR_000229;SKU_000233;FAC_SHN_0002;3390;VERO;2939130;172429;166200,0%;2024−11−22
SHN_MSR_000230;SKU_000472;FAC_SHN_0008;4332;VERO;727776;545832;16800,0%;2023−01−30
SHN_MSR_000231;SKU_000250;FAC_SHN_0015;4257;VERO;996138;747104;183900,0%;2024−10−25
SHN_MSR_000232;SKU_000260;FAC_SHN_0016;8135;VERO;852548;1193567;194100,0%;2024−07−08
SHN_MSR_000233;SKU_000723;FAC_SHN_0002;4293;VERO;8628930;345157;126700,0%;2024−10−06
SHN_MSR_000234;SKU_000937;FAC_SHN_0007;196;FALSO;35280;2940;164300,0%;2024−05−29
SHN_MSR_000235;SKU_000516;FAC_SHN_0001;180;FALSO;936900;37476;153500,0%;2023−05−18
SHN_MSR_000236;SKU_000053;FAC_SHN_0017;122;FALSO;17385;10199;84400,0%;2024−12−28
SHN_MSR_000237;SKU_000416;FAC_SHN_0011;181;FALSO;2896;5502;128800,0%;2023−09−17
SHN_MSR_000238;SKU_000388;FAC_SHN_0020;112;FALSO;6272;11917;194700,0%;2023−04−22
SHN_MSR_000239;SKU_000159;FAC_SHN_0018;95;FALSO;3705;2779;173300,0%;2024−09−12
SHN_MSR_000240;SKU_000049;FAC_SHN_0016;115;FALSO;10005;19009;51700,0%;2023−10−22
SHN_MSR_000241;SKU_000165;FAC_SHN_0015;51;FALSO;21828;16371;16600,0%;2024−09−27
SHN_MSR_000242;SKU_000135;FAC_SHN_0007;50;FALSO;3760;5264;106900,0%;2024−02−02
SHN_MSR_000243;SKU_000830;FAC_SHN_0014;4480;VERO;380800;28560;7000,0%;2024−04−14
SHN_MSR_000244;SKU_000875;FAC_SHN_0008;191;FALSO;371304;30942;10900,0%;2023−08−25
SHN_MSR_000245;SKU_000546;FAC_SHN_0010;90;FALSO;9990;7492;194600,0%;2024−10−13
SHN_MSR_000246;SKU_000051;FAC_SHN_0003;193;FALSO;338715;19871;123300,0%;2024−06−10
SHN_MSR_000247;SKU_000659;FAC_SHN_0009;108;FALSO;298080;11923;91100,0%;2023−01−03
SHN_MSR_000248;SKU_000104;FAC_SHN_0017;119;FALSO;23443;44542;63500,0%;2023−11−25
SHN_MSR_000249;SKU_000913;FAC_SHN_0001;179;FALSO;127806;7498;16900,0%;2023−12−11
SHN_MSR_000250;SKU_000573;FAC_SHN_0009;6419;VERO;20027280;801091;69400,0%;2024−07−08
