measurement_id,product_id,factory_id,production_volume,is_viral_reorder,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
SHN_MSR_000039,SKU_000095,FAC_SHN_0015,98,False,1234.8,92.61,12.5,2024-12-04
SHN_MSR_000040,SKU_000354,FAC_SHN_0010,109,False,933.04,130.63,19.79,2023-07-02
SHN_MSR_000041,SKU_000349,FAC_SHN_0013,166,False,4307.7,252.72,8.37,2024-10-17
SHN_MSR_000042,SKU_000943,FAC_SHN_0014,147,False,4704.0,352.8,18.15,2024-06-17
SHN_MSR_000043,SKU_000832,FAC_SHN_0003,78,False,487.5,92.62,17.71,2023-06-28
SHN_MSR_000044,SKU_000399,FAC_SHN_0002,8338,True,92718.56,12980.6,15.34,2024-09-14
SHN_MSR_000045,SKU_000085,FAC_SHN_0012,186,False,32085.0,128.34,7.02,2024-04-15
SHN_MSR_000046,SKU_000359,FAC_SHN_0020,58,False,6438.0,25.75,9.95,2023-06-03
SHN_MSR_000047,SKU_000975,FAC_SHN_0001,128,False,825.6,156.86,14.96,2024-06-13
SHN_MSR_000048,SKU_000171,FAC_SHN_0004,77,False,4998.84,416.57,7.74,2023-08-24
SHN_MSR_000049,SKU_000167,FAC_SHN_0009,149,False,767.35,145.8,9.05,2024-04-11
SHN_MSR_000050,SKU_000252,FAC_SHN_0018,168,False,5224.8,391.86,13.0,2023-02-08
SHN_MSR_000051,SKU_000847,FAC_SHN_0020,64,False,2304.0,9.22,18.95,2023-11-24
SHN_MSR_000052,SKU_000264,FAC_SHN_0020,127,False,12001.5,48.01,8.81,2023-04-10
SHN_MSR_000053,SKU_000801,FAC_SHN_0011,155,False,37432.5,149.73,15.64,2023-11-28
SHN_MSR_000054,SKU_000779,FAC_SHN_0018,104,False,1045.2,61.32,15.29,2023-09-09
SHN_MSR_000055,SKU_000768,FAC_SHN_0005,188,False,1082.88,90.24,10.36,2024-08-23
SHN_MSR_000056,SKU_000075,FAC_SHN_0020,167,False,701.4,52.6,12.27,2023-01-25
SHN_MSR_000057,SKU_000282,FAC_SHN_0002,182,False,3254.16,271.18,17.41,2023-06-27
SHN_MSR_000058,SKU_000109,FAC_SHN_0004,89,False,1573.52,220.29,13.97,2023-12-22
SHN_MSR_000059,SKU_000893,FAC_SHN_0019,153,False,948.6,180.23,7.97,2024-02-08
SHN_MSR_000060,SKU_000334,FAC_SHN_0003,3190,True,69861.0,4098.51,16.29,2023-08-30
SHN_MSR_000061,SKU_000977,FAC_SHN_0006,113,False,827.16,68.93,8.89,2024-10-21
SHN_MSR_000062,SKU_000965,FAC_SHN_0013,63,False,617.4,117.31,14.81,2023-09-02
SHN_MSR_000063,SKU_000910,FAC_SHN_0009,4473,True,56896.56,4741.38,18.86,2024-01-31
SHN_MSR_000064,SKU_000366,FAC_SHN_0020,130,False,1164.8,163.07,7.17,2024-05-24
SHN_MSR_000065,SKU_000219,FAC_SHN_0018,92,False,2198.8,164.91,15.18,2023-07-18
SHN_MSR_000066,SKU_000862,FAC_SHN_0006,5734,True,378444.0,1513.78,16.49,2023-10-28
SHN_MSR_000067,SKU_000708,FAC_SHN_0005,199,False,1599.96,133.33,8.0,2023-01-19
SHN_MSR_000068,SKU_000592,FAC_SHN_0002,167,False,4834.65,283.63,12.52,2024-09-24
SHN_MSR_000069,SKU_000055,FAC_SHN_0008,100,False,1500.0,125.0,15.1,2024-07-17
SHN_MSR_000070,SKU_000406,FAC_SHN_0011,167,False,1603.2,224.45,10.16,2024-03-31
SHN_MSR_000071,SKU_000308,FAC_SHN_0012,74,False,18648.0,74.59,15.94,2024-12-23
SHN_MSR_000072,SKU_000433,FAC_SHN_0019,147,False,2668.05,506.93,6.89,2024-10-01
SHN_MSR_000073,SKU_000074,FAC_SHN_0015,137,False,1687.84,236.3,11.36,2024-03-05
SHN_MSR_000074,SKU_000160,FAC_SHN_0017,176,False,5834.4,342.28,17.82,2023-02-08
SHN_MSR_000075,SKU_000737,FAC_SHN_0007,62,False,1388.8,104.16,12.2,2023-07-17
SHN_MSR_000076,SKU_000322,FAC_SHN_0003,96,False,1267.2,177.41,13.29,2024-09-26
SHN_MSR_000077,SKU_000931,FAC_SHN_0008,78,False,63180.0,252.72,11.67,2024-01-24
SHN_MSR_000078,SKU_000506,FAC_SHN_0013,92,False,1170.24,163.83,18.41,2023-08-19
SHN_MSR_000079,SKU_000291,FAC_SHN_0008,3387,True,49450.2,3708.76,10.5,2023-11-21
SHN_MSR_000080,SKU_000621,FAC_SHN_0002,5050,True,131805.0,7732.56,7.2,2023-11-08
SHN_MSR_000081,SKU_000532,FAC_SHN_0003,143,False,8682.96,723.58,18.4,2023-03-24
SHN_MSR_000082,SKU_000970,FAC_SHN_0015,82,False,1697.4,99.58,14.22,2024-07-21
SHN_MSR_000083,SKU_000052,FAC_SHN_0005,133,False,41496.0,165.98,12.54,2023-09-13
SHN_MSR_000084,SKU_000688,FAC_SHN_0002,3332,True,56477.4,3313.34,18.85,2024-02-25
SHN_MSR_000085,SKU_000237,FAC_SHN_0011,9332,True,432258.24,60516.15,11.78,2023-09-23
SHN_MSR_000086,SKU_000135,FAC_SHN_0008,190,False,1428.8,200.03,12.9,2024-01-13
SHN_MSR_000087,SKU_000827,FAC_SHN_0020,4751,True,46559.8,8846.36,19.72,2024-07-28
SHN_MSR_000088,SKU_000657,FAC_SHN_0011,4081,True,1193692.5,4774.77,13.98,2023-04-04
SHN_MSR_000089,SKU_000273,FAC_SHN_0020,73,False,2573.25,150.96,5.2,2024-03-02
SHN_MSR_000090,SKU_000587,FAC_SHN_0005,2161,True,32415.0,1901.68,13.61,2024-08-06
SHN_MSR_000091,SKU_000560,FAC_SHN_0014,70,False,24990.0,99.96,12.68,2023-12-07
SHN_MSR_000092,SKU_000117,FAC_SHN_0012,91,False,3658.2,304.85,13.7,2023-04-21
SHN_MSR_000093,SKU_000903,FAC_SHN_0009,53,False,508.8,96.67,18.16,2023-03-24
SHN_MSR_000094,SKU_000792,FAC_SHN_0014,9274,True,249006.9,14608.4,16.81,2024-03-30
SHN_MSR_000095,SKU_000057,FAC_SHN_0014,173,False,7404.4,555.33,16.17,2024-07-04
SHN_MSR_000096,SKU_000205,FAC_SHN_0001,179,False,2434.4,182.58,8.53,2024-07-10
SHN_MSR_000097,SKU_000914,FAC_SHN_0013,4092,True,90842.4,5329.42,8.17,2023-12-10
SHN_MSR_000098,SKU_000688,FAC_SHN_0009,187,False,3169.65,185.95,16.12,2024-02-19
SHN_MSR_000099,SKU_000667,FAC_SHN_0004,5738,True,886521.0,3546.08,13.15,2024-01-07
SHN_MSR_000100,SKU_000649,FAC_SHN_0007,8652,True,171309.6,14275.8,15.4,2024-05-11
SHN_MSR_000101,SKU_000087,FAC_SHN_0019,171,False,35397.0,141.59,9.13,2024-11-17
SHN_MSR_000102,SKU_000239,FAC_SHN_0005,5654,True,695442.0,2781.77,10.36,2023-09-11
SHN_MSR_000103,SKU_000189,FAC_SHN_0020,9452,True,2311014.0,9244.06,11.03,2023-10-18
SHN_MSR_000104,SKU_000292,FAC_SHN_0002,140,False,29820.0,119.28,18.93,2023-05-25
SHN_MSR_000105,SKU_000496,FAC_SHN_0002,169,False,1500.72,210.1,7.33,2024-06-12
SHN_MSR_000106,SKU_000655,FAC_SHN_0012,9821,True,103120.5,7734.04,8.05,2024-11-09
SHN_MSR_000107,SKU_000247,FAC_SHN_0018,192,False,3484.8,204.44,8.1,2024-08-14
SHN_MSR_000108,SKU_000711,FAC_SHN_0003,75,False,49162.5,196.65,18.9,2023-12-13
SHN_MSR_000109,SKU_000274,FAC_SHN_0009,97,False,1687.8,140.65,15.75,2023-03-03
SHN_MSR_000110,SKU_000523,FAC_SHN_0012,65,False,3900.0,15.6,6.72,2023-12-07
SHN_MSR_000111,SKU_000376,FAC_SHN_0009,154,False,1478.4,123.2,19.16,2024-12-09
SHN_MSR_000112,SKU_000535,FAC_SHN_0009,92,False,1413.12,117.76,5.63,2023-10-06
SHN_MSR_000113,SKU_000435,FAC_SHN_0016,5179,True,854535.0,3418.14,9.22,2023-07-01
SHN_MSR_000114,SKU_000798,FAC_SHN_0016,66,False,3437.28,286.44,19.14,2024-03-20
SHN_MSR_000115,SKU_000928,FAC_SHN_0008,168,False,28224.0,112.9,17.16,2024-09-11
SHN_MSR_000116,SKU_000028,FAC_SHN_0008,105,False,7449.75,437.05,11.04,2023-08-04
SHN_MSR_000117,SKU_000116,FAC_SHN_0012,166,False,1294.8,75.96,18.05,2023-04-12
SHN_MSR_000118,SKU_000411,FAC_SHN_0001,175,False,3136.0,439.04,16.55,2023-10-30
SHN_MSR_000119,SKU_000248,FAC_SHN_0006,2168,True,35988.8,2699.16,6.5,2024-09-02
SHN_MSR_000120,SKU_000437,FAC_SHN_0002,6893,True,4818207.0,19272.83,12.48,2024-04-04
SHN_MSR_000121,SKU_000251,FAC_SHN_0001,5483,True,69908.25,4101.28,11.5,2023-05-09
SHN_MSR_000122,SKU_000281,FAC_SHN_0004,8835,True,558725.4,46560.45,8.37,2023-02-23
SHN_MSR_000123,SKU_000349,FAC_SHN_0017,59,False,1531.05,89.82,10.13,2024-01-07
SHN_MSR_000124,SKU_000830,FAC_SHN_0004,9966,True,84711.0,6353.32,11.65,2023-08-15
SHN_MSR_000125,SKU_000885,FAC_SHN_0008,138,False,19044.0,76.18,7.87,2024-12-12
SHN_MSR_000126,SKU_000881,FAC_SHN_0005,53,False,8586.0,34.34,6.33,2023-03-26
SHN_MSR_000127,SKU_000988,FAC_SHN_0005,52,False,40248.0,160.99,12.83,2023-01-13
SHN_MSR_000128,SKU_000462,FAC_SHN_0010,105,False,2756.25,161.7,10.36,2023-05-16
SHN_MSR_000129,SKU_000938,FAC_SHN_0008,92,False,831.68,116.44,12.86,2024-05-22
SHN_MSR_000130,SKU_000586,FAC_SHN_0003,169,False,1275.95,242.43,14.75,2023-04-15
SHN_MSR_000131,SKU_000870,FAC_SHN_0011,66,False,1950.3,370.56,11.93,2023-07-02
SHN_MSR_000132,SKU_000658,FAC_SHN_0016,5402,True,269019.6,20176.47,16.68,2023-01-31
SHN_MSR_000133,SKU_000749,FAC_SHN_0009,142,False,33867.0,135.47,10.22,2024-01-05
SHN_MSR_000134,SKU_000931,FAC_SHN_0004,148,False,119880.0,479.52,17.83,2023-05-06
SHN_MSR_000135,SKU_000749,FAC_SHN_0020,199,False,47461.5,189.85,16.64,2023-03-10
SHN_MSR_000136,SKU_000823,FAC_SHN_0015,4970,True,87670.8,7305.9,16.52,2024-11-21
SHN_MSR_000137,SKU_000985,FAC_SHN_0003,148,False,865.8,50.79,16.24,2024-03-16
SHN_MSR_000138,SKU_000180,FAC_SHN_0017,143,False,729.3,138.57,10.79,2024-05-27
SHN_MSR_000139,SKU_000697,FAC_SHN_0007,177,False,7239.3,542.95,15.9,2023-10-09
SHN_MSR_000140,SKU_000693,FAC_SHN_0017,5381,True,255059.4,21254.95,9.48,2024-08-28
SHN_MSR_000141,SKU_000209,FAC_SHN_0012,81,False,1778.76,148.23,11.78,2024-05-07
SHN_MSR_000142,SKU_000097,FAC_SHN_0013,161,False,14973.0,59.89,14.45,2023-08-05
SHN_MSR_000143,SKU_000336,FAC_SHN_0014,174,False,2627.4,197.06,19.79,2023-01-14
SHN_MSR_000144,SKU_000718,FAC_SHN_0011,5887,True,55573.28,7780.26,14.25,2023-11-03
SHN_MSR_000145,SKU_000456,FAC_SHN_0018,132,False,382.8,72.73,16.27,2024-12-17
SHN_MSR_000146,SKU_000472,FAC_SHN_0013,123,False,2066.4,154.98,11.18,2024-01-25
SHN_MSR_000147,SKU_000745,FAC_SHN_0002,151,False,37372.5,149.49,19.58,2023-07-24
SHN_MSR_000148,SKU_000617,FAC_SHN_0010,197,False,7387.5,433.4,9.92,2023-05-17
SHN_MSR_000149,SKU_000470,FAC_SHN_0002,66,False,14850.0,59.4,11.86,2024-04-05
SHN_MSR_000150,SKU_000271,FAC_SHN_0010,6592,True,224457.6,13168.18,16.43,2024-10-18
SHN_MSR_000151,SKU_000827,FAC_SHN_0003,163,False,1597.4,303.51,15.22,2024-12-26
SHN_MSR_000152,SKU_000116,FAC_SHN_0014,161,False,1255.8,73.67,12.89,2024-01-23
SHN_MSR_000153,SKU_000844,FAC_SHN_0019,8252,True,45798.6,2686.85,10.4,2023-12-13
SHN_MSR_000154,SKU_000988,FAC_SHN_0015,3437,True,2660238.0,10640.95,19.23,2024-05-12
SHN_MSR_000155,SKU_000730,FAC_SHN_0007,123,False,1648.2,123.62,15.66,2023-01-04
SHN_MSR_000156,SKU_000053,FAC_SHN_0015,91,False,1296.75,76.08,17.64,2024-10-17
SHN_MSR_000157,SKU_000245,FAC_SHN_0014,153,False,872.1,51.16,11.1,2024-10-21
SHN_MSR_000158,SKU_000883,FAC_SHN_0003,112,False,2553.6,212.8,8.62,2023-04-26
SHN_MSR_000159,SKU_000851,FAC_SHN_0007,136,False,680.0,129.2,11.83,2023-05-14
SHN_MSR_000160,SKU_000835,FAC_SHN_0008,187,False,3730.65,218.86,17.72,2023-02-14
SHN_MSR_000161,SKU_000219,FAC_SHN_0012,9301,True,222293.9,16672.04,14.61,2024-03-31
SHN_MSR_000162,SKU_000363,FAC_SHN_0014,131,False,96088.5,384.35,10.66,2023-02-28
SHN_MSR_000163,SKU_000828,FAC_SHN_0012,172,False,1591.0,302.29,7.08,2024-07-26
SHN_MSR_000164,SKU_000549,FAC_SHN_0008,60,False,498.0,94.62,10.25,2023-09-30
SHN_MSR_000165,SKU_000271,FAC_SHN_0008,3470,True,118153.5,6931.67,18.59,2024-07-08
SHN_MSR_000166,SKU_000656,FAC_SHN_0005,110,False,932.8,130.59,11.61,2023-02-16
SHN_MSR_000167,SKU_000265,FAC_SHN_0005,138,False,938.4,131.38,6.62,2024-02-14
SHN_MSR_000168,SKU_000560,FAC_SHN_0009,5323,True,1900311.0,7601.24,9.03,2023-03-08
SHN_MSR_000169,SKU_000705,FAC_SHN_0003,163,False,43521.0,174.08,11.23,2023-08-11
SHN_MSR_000170,SKU_000994,FAC_SHN_0002,4501,True,29481.55,5601.49,18.56,2023-11-03
SHN_MSR_000171,SKU_000099,FAC_SHN_0020,138,False,4119.3,241.67,9.83,2024-04-30
SHN_MSR_000172,SKU_000752,FAC_SHN_0009,9840,True,224352.0,18696.0,9.19,2023-05-23
SHN_MSR_000173,SKU_000021,FAC_SHN_0010,3467,True,24130.32,3378.24,9.58,2023-02-01
SHN_MSR_000174,SKU_000034,FAC_SHN_0017,3476,True,80121.8,15223.14,14.67,2024-12-28
SHN_MSR_000175,SKU_000933,FAC_SHN_0010,4984,True,98683.2,7401.24,10.84,2023-03-22
SHN_MSR_000176,SKU_000269,FAC_SHN_0010,184,False,119508.0,478.03,5.52,2024-02-27
SHN_MSR_000177,SKU_000086,FAC_SHN_0014,134,False,2110.5,401.0,14.21,2023-12-31
SHN_MSR_000178,SKU_000576,FAC_SHN_0017,3327,True,263997.45,15487.85,8.91,2023-03-13
SHN_MSR_000179,SKU_000689,FAC_SHN_0013,2964,True,47127.6,3534.57,11.64,2024-01-10
SHN_MSR_000180,SKU_000884,FAC_SHN_0002,133,False,3012.45,176.73,14.12,2023-09-11
SHN_MSR_000181,SKU_000074,FAC_SHN_0001,2193,True,27017.76,3782.49,18.47,2024-09-26
SHN_MSR_000182,SKU_000955,FAC_SHN_0006,169,False,2366.0,331.24,16.69,2023-06-12
SHN_MSR_000183,SKU_000014,FAC_SHN_0020,3000,True,84150.0,4936.8,18.1,2023-05-28
SHN_MSR_000184,SKU_000575,FAC_SHN_0005,100,False,1284.0,107.0,11.84,2023-12-31
SHN_MSR_000185,SKU_000828,FAC_SHN_0020,78,False,721.5,137.08,10.95,2023-05-12
SHN_MSR_000186,SKU_000560,FAC_SHN_0020,146,False,52122.0,208.49,10.77,2023-02-11
SHN_MSR_000187,SKU_000554,FAC_SHN_0020,121,False,3586.44,298.87,17.34,2024-06-07
SHN_MSR_000188,SKU_000404,FAC_SHN_0003,140,False,7707.0,452.14,18.7,2024-09-08
SHN_MSR_000189,SKU_000392,FAC_SHN_0003,8106,True,124021.8,9301.64,6.61,2023-08-12
SHN_MSR_000190,SKU_000927,FAC_SHN_0017,147,False,84010.5,336.04,8.25,2024-09-17
SHN_MSR_000191,SKU_000074,FAC_SHN_0019,108,False,1330.56,186.28,7.17,2023-11-27
SHN_MSR_000192,SKU_000306,FAC_SHN_0016,121,False,33759.0,135.04,7.49,2024-10-28
SHN_MSR_000193,SKU_000378,FAC_SHN_0019,6911,True,348314.4,26123.58,19.8,2023-09-15
SHN_MSR_000194,SKU_000476,FAC_SHN_0019,2664,True,38894.4,2917.08,15.6,2024-11-06
SHN_MSR_000195,SKU_000708,FAC_SHN_0005,144,False,1157.76,96.48,18.28,2023-01-28
SHN_MSR_000196,SKU_000242,FAC_SHN_0004,152,False,930.24,77.52,5.49,2024-05-18
SHN_MSR_000197,SKU_000487,FAC_SHN_0009,124,False,2083.2,122.21,18.08,2024-04-16
SHN_MSR_000198,SKU_000773,FAC_SHN_0015,183,False,6395.85,375.22,7.66,2023-06-11
SHN_MSR_000199,SKU_000371,FAC_SHN_0005,60,False,894.0,67.05,11.23,2023-09-26
SHN_MSR_000200,SKU_000272,FAC_SHN_0008,54,False,448.2,85.16,19.51,2024-06-05
SHN_MSR_000201,SKU_000585,FAC_SHN_0001,133,False,1596.0,223.44,10.76,2023-11-15
SHN_MSR_000202,SKU_000496,FAC_SHN_0010,177,False,1571.76,220.05,12.58,2024-10-09
SHN_MSR_000203,SKU_000194,FAC_SHN_0017,6906,True,146061.9,8568.96,6.98,2024-10-19
SHN_MSR_000204,SKU_000064,FAC_SHN_0018,53,False,318.0,23.85,16.56,2024-10-26
SHN_MSR_000205,SKU_000906,FAC_SHN_0002,64,False,460.8,87.55,12.87,2024-04-17
SHN_MSR_000206,SKU_000815,FAC_SHN_0020,71,False,1970.96,275.93,18.79,2024-01-25
SHN_MSR_000207,SKU_000740,FAC_SHN_0020,156,False,4984.2,292.41,7.94,2023-04-11
SHN_MSR_000208,SKU_000894,FAC_SHN_0012,151,False,20385.0,81.54,12.73,2023-07-13
SHN_MSR_000209,SKU_000852,FAC_SHN_0013,112,False,3052.0,579.88,10.01,2024-03-12
SHN_MSR_000210,SKU_000528,FAC_SHN_0003,60,False,1575.0,92.4,16.81,2023-07-21
SHN_MSR_000211,SKU_000340,FAC_SHN_0006,69,False,1511.1,88.65,8.93,2023-05-26
SHN_MSR_000212,SKU_000997,FAC_SHN_0001,53,False,2001.28,280.18,16.26,2023-07-24
SHN_MSR_000213,SKU_000600,FAC_SHN_0019,195,False,887.25,168.58,12.66,2024-02-10
SHN_MSR_000214,SKU_000638,FAC_SHN_0018,4332,True,766764.0,3067.06,18.37,2023-10-22
SHN_MSR_000215,SKU_000640,FAC_SHN_0004,193,False,7550.16,1057.02,7.89,2023-05-02
SHN_MSR_000216,SKU_000225,FAC_SHN_0013,59,False,351.05,66.7,5.22,2024-07-15
SHN_MSR_000217,SKU_000706,FAC_SHN_0007,136,False,1632.0,95.74,10.67,2023-08-26
SHN_MSR_000218,SKU_000678,FAC_SHN_0017,9731,True,154139.04,12844.92,5.0,2024-06-25
SHN_MSR_000219,SKU_000918,FAC_SHN_0016,193,False,24607.5,98.43,8.9,2023-06-11
SHN_MSR_000220,SKU_000282,FAC_SHN_0011,132,False,2360.16,196.68,17.45,2023-03-06
SHN_MSR_000221,SKU_000142,FAC_SHN_0008,73,False,737.3,55.3,7.02,2024-07-06
SHN_MSR_000222,SKU_000407,FAC_SHN_0010,98,False,2401.0,180.08,15.28,2023-07-27
SHN_MSR_000223,SKU_000223,FAC_SHN_0004,149,False,4410.4,617.46,15.34,2024-09-12
SHN_MSR_000224,SKU_000615,FAC_SHN_0017,6532,True,38669.44,5413.72,12.49,2023-05-08
SHN_MSR_000225,SKU_000107,FAC_SHN_0010,125,False,1875.0,110.0,13.85,2023-11-20
SHN_MSR_000226,SKU_000284,FAC_SHN_0018,55,False,1353.0,101.48,10.3,2024-04-27
SHN_MSR_000227,SKU_000517,FAC_SHN_0009,98,False,1136.8,85.26,7.79,2024-04-27
SHN_MSR_000228,SKU_000191,FAC_SHN_0008,162,False,3061.8,229.64,14.62,2024-08-04
SHN_MSR_000229,SKU_000233,FAC_SHN_0002,3390,True,293913.0,17242.9,16.62,2024-11-22
SHN_MSR_000230,SKU_000472,FAC_SHN_0008,4332,True,72777.6,5458.32,16.8,2023-01-30
SHN_MSR_000231,SKU_000250,FAC_SHN_0015,4257,True,99613.8,7471.04,18.39,2024-10-25
SHN_MSR_000232,SKU_000260,FAC_SHN_0016,8135,True,85254.8,11935.67,19.41,2024-07-08
SHN_MSR_000233,SKU_000723,FAC_SHN_0002,4293,True,862893.0,3451.57,12.67,2024-10-06
SHN_MSR_000234,SKU_000937,FAC_SHN_0007,196,False,3528.0,294.0,16.43,2024-05-29
SHN_MSR_000235,SKU_000516,FAC_SHN_0001,180,False,93690.0,374.76,15.35,2023-05-18
SHN_MSR_000236,SKU_000053,FAC_SHN_0017,122,False,1738.5,101.99,8.44,2024-12-28
SHN_MSR_000237,SKU_000416,FAC_SHN_0011,181,False,289.6,55.02,12.88,2023-09-17
SHN_MSR_000238,SKU_000388,FAC_SHN_0020,112,False,627.2,119.17,19.47,2023-04-22
SHN_MSR_000239,SKU_000159,FAC_SHN_0018,95,False,370.5,27.79,17.33,2024-09-12
SHN_MSR_000240,SKU_000049,FAC_SHN_0016,115,False,1000.5,190.09,5.17,2023-10-22
SHN_MSR_000241,SKU_000165,FAC_SHN_0015,51,False,2182.8,163.71,16.6,2024-09-27
SHN_MSR_000242,SKU_000135,FAC_SHN_0007,50,False,376.0,52.64,10.69,2024-02-02
SHN_MSR_000243,SKU_000830,FAC_SHN_0014,4480,True,38080.0,2856.0,7.0,2024-04-14
SHN_MSR_000244,SKU_000875,FAC_SHN_0008,191,False,3713.04,309.42,10.9,2023-08-25
SHN_MSR_000245,SKU_000546,FAC_SHN_0010,90,False,999.0,74.92,19.46,2024-10-13
SHN_MSR_000246,SKU_000051,FAC_SHN_0003,193,False,3387.15,198.71,12.33,2024-06-10
SHN_MSR_000247,SKU_000659,FAC_SHN_0009,108,False,29808.0,119.23,9.11,2023-01-03
SHN_MSR_000248,SKU_000104,FAC_SHN_0017,119,False,2344.3,445.42,6.35,2023-11-25
SHN_MSR_000249,SKU_000913,FAC_SHN_0001,179,False,12780.6,749.8,16.9,2023-12-11
SHN_MSR_000250,SKU_000573,FAC_SHN_0009,6419,True,2002728.0,8010.91,6.94,2024-07-08
SHN_MSR_000251,SKU_000889,FAC_SHN_0017,122,False,1073.6,80.52,10.33,2024-03-26
SHN_MSR_000252,SKU_000839,FAC_SHN_0001,108,False,615.6,46.17,12.31,2024-07-23
SHN_MSR_000253,SKU_000257,FAC_SHN_0003,4309,True,80147.4,6011.06,6.26,2024-12-08
SHN_MSR_000254,SKU_000067,FAC_SHN_0003,4927,True,48087.52,6732.25,16.51,2024-06-14
SHN_MSR_000255,SKU_000239,FAC_SHN_0012,169,False,20787.0,83.15,19.93,2024-07-25
SHN_MSR_000256,SKU_000487,FAC_SHN_0006,173,False,2906.4,170.51,19.15,2024-06-14
SHN_MSR_000257,SKU_000050,FAC_SHN_0004,104,False,1950.0,114.4,5.59,2023-02-02
SHN_MSR_000258,SKU_000531,FAC_SHN_0010,124,False,719.2,136.65,14.53,2023-04-25
SHN_MSR_000259,SKU_000007,FAC_SHN_0012,111,False,2214.45,129.91,12.86,2023-06-12
