measurement_id,product_id,factory_id,production_volume,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
MSR_00051,PROD_0599,F010,3203,2998008.0,5496.35,7.21,2023-06-06
MSR_00052,PROD_0599,F011,5613,5253768.0,9631.91,11.92,2024-05-11
MSR_00053,PROD_0807,F008,9129,2268556.5,61251.03,14.8,2024-07-09
MSR_00054,PROD_0892,F003,581,45579.45,2461.29,11.4,2023-05-25
MSR_00055,PROD_0153,F015,6823,1903617.0,51397.66,2.76,2023-06-18
MSR_00056,PROD_0204,F005,1215,1381455.0,2532.67,8.59,2024-09-23
MSR_00057,PROD_0025,F012,7347,12342960.0,22628.76,11.62,2023-09-24
MSR_00058,PROD_0824,F006,6417,7969914.0,17415.74,11.57,2023-05-09
MSR_00059,PROD_0434,F017,9101,11794896.0,25774.03,3.13,2023-09-24
MSR_00060,PROD_0347,F005,4190,1621530.0,43781.31,3.9,2024-07-05
MSR_00061,PROD_0476,F019,658,994896.0,1823.98,4.33,2024-10-12
MSR_00062,PROD_0796,F006,6669,126844.38,15221.33,7.15,2024-08-31
MSR_00063,PROD_0643,F013,3369,365469.12,4872.92,8.02,2023-11-05
MSR_00064,PROD_0825,F011,5748,2468766.0,66656.68,8.55,2024-04-01
MSR_00065,PROD_0438,F020,2419,5319381.0,9752.2,14.1,2024-07-27
MSR_00066,PROD_0753,F003,9346,307296.48,36875.58,9.27,2023-08-07
MSR_00067,PROD_0701,F018,8763,19164681.0,35135.25,11.94,2023-10-29
MSR_00068,PROD_0583,F020,8323,13658043.0,25039.75,10.56,2024-01-08
MSR_00069,PROD_0811,F006,3280,32865.6,3943.87,2.87,2023-07-09
MSR_00070,PROD_0412,F005,1850,85026.0,10203.12,7.54,2023-01-24
MSR_00071,PROD_0754,F010,2395,1659735.0,3042.85,10.79,2024-07-18
MSR_00072,PROD_0015,F013,6573,263840.22,31660.83,13.78,2024-10-20
MSR_00073,PROD_0671,F012,9294,1283966.1,69334.17,4.09,2024-05-03
MSR_00074,PROD_0897,F004,8751,5408118.0,9914.88,2.56,2024-02-23
MSR_00075,PROD_0200,F001,8787,1231585.92,16421.15,12.48,2024-09-14
MSR_00076,PROD_0970,F016,689,1088275.5,2378.08,8.77,2023-11-12
MSR_00077,PROD_0470,F006,6223,9190748.7,20083.49,4.42,2024-04-27
MSR_00078,PROD_0951,F020,3855,744015.0,20088.4,4.16,2024-07-02
MSR_00079,PROD_0792,F012,5032,135260.16,16231.22,7.68,2024-09-02
MSR_00080,PROD_0177,F010,9232,278344.8,15030.62,10.54,2023-12-05
MSR_00081,PROD_0508,F013,2173,2033928.0,3728.87,14.21,2024-02-03
MSR_00082,PROD_0270,F001,6967,1210585.92,16141.15,3.95,2024-09-23
MSR_00083,PROD_0311,F008,3849,446176.08,5949.01,9.22,2024-10-20
MSR_00084,PROD_0573,F001,7293,326872.26,39224.67,7.86,2023-01-29
MSR_00085,PROD_0907,F009,989,100165.92,1335.55,12.09,2024-03-12
MSR_00086,PROD_0163,F004,9291,2262358.5,61083.68,2.63,2023-12-04
MSR_00087,PROD_0755,F018,9028,235089.12,28210.69,12.39,2024-08-22
MSR_00088,PROD_0580,F016,5326,127025.1,6859.36,2.54,2024-02-09
MSR_00089,PROD_0128,F011,6659,17817486.3,38934.51,14.08,2024-11-30
MSR_00090,PROD_0216,F015,8089,443600.76,53232.09,10.16,2023-12-26
MSR_00091,PROD_0383,F015,5227,891935.28,11892.47,13.25,2024-06-18
MSR_00092,PROD_0558,F009,6523,697961.0,18844.95,7.58,2023-01-18
MSR_00093,PROD_0131,F001,4602,7902554.4,17268.54,13.45,2023-07-17
MSR_00094,PROD_0945,F014,7179,1171612.8,63267.09,2.03,2024-08-02
MSR_00095,PROD_0044,F018,8186,3736909.0,100896.54,3.14,2023-02-11
MSR_00096,PROD_0512,F017,9095,1441557.5,38922.05,5.56,2023-04-24
MSR_00097,PROD_0075,F017,641,117303.0,3167.18,12.69,2023-12-14
MSR_00098,PROD_0873,F011,1472,61470.72,819.61,3.48,2024-03-07
MSR_00099,PROD_0757,F016,9384,547274.88,7297.0,14.4,2023-04-24
MSR_00100,PROD_0196,F010,1050,1332450.0,2911.65,13.0,2024-11-24
MSR_00101,PROD_0238,F009,1568,2197238.4,4801.37,5.19,2023-11-04
MSR_00102,PROD_0443,F002,3159,5083462.8,11108.31,4.78,2024-12-04
MSR_00103,PROD_0665,F005,1615,688959.0,1505.5,8.51,2023-05-01
MSR_00104,PROD_0712,F012,3329,877191.5,23684.17,7.3,2024-06-01
MSR_00105,PROD_0818,F002,6934,452651.52,54318.18,10.98,2023-10-30
MSR_00106,PROD_0047,F018,7469,3125776.5,84395.97,10.98,2024-08-21
MSR_00107,PROD_0639,F005,4507,2352654.0,4313.2,7.77,2024-04-26
MSR_00108,PROD_0285,F008,2764,283918.08,3785.57,12.38,2024-05-07
MSR_00109,PROD_0767,F014,9398,1127760.0,15036.8,5.29,2023-12-19
MSR_00110,PROD_0384,F014,7708,1450337.28,19337.83,3.06,2024-10-24
MSR_00111,PROD_0467,F015,6935,9008565.0,16515.7,12.53,2024-07-25
MSR_00112,PROD_0056,F014,3874,121566.12,14587.93,6.52,2024-07-25
MSR_00113,PROD_0091,F015,9860,5723730.0,12507.41,14.36,2023-01-10
MSR_00114,PROD_0767,F003,3670,440400.0,5872.0,10.7,2023-10-27
MSR_00115,PROD_0600,F007,4567,255523.65,13798.28,9.93,2023-01-23
MSR_00116,PROD_0784,F005,9968,9569280.0,17543.68,9.77,2023-05-03
MSR_00117,PROD_0193,F018,8138,95702.88,11484.35,6.59,2023-02-10
MSR_00118,PROD_0399,F003,4956,9166122.0,20029.67,13.6,2023-02-11
MSR_00119,PROD_0578,F001,9542,1641224.0,44313.05,12.77,2023-03-08
MSR_00120,PROD_0964,F010,1798,4990528.8,10905.23,13.87,2023-08-30
MSR_00121,PROD_0920,F008,3306,126553.68,15186.44,11.95,2024-12-27
MSR_00122,PROD_0219,F008,8019,1081602.72,14421.37,5.6,2023-12-02
MSR_00123,PROD_0588,F016,9839,969633.45,52360.21,4.49,2024-01-31
MSR_00124,PROD_0168,F005,3805,5794254.0,12661.52,7.0,2023-07-23
MSR_00125,PROD_0910,F018,658,63799.68,850.66,8.38,2023-09-17
MSR_00126,PROD_0781,F002,1732,56428.56,6771.43,14.02,2024-01-03
MSR_00127,PROD_0234,F013,5836,6618024.0,14461.61,14.36,2024-06-07
MSR_00128,PROD_0848,F011,8491,2377480.0,64191.96,13.67,2024-10-29
MSR_00129,PROD_0456,F013,2357,203644.8,2715.26,12.68,2024-09-24
MSR_00130,PROD_0350,F010,6132,1557528.0,42053.26,11.26,2023-10-13
MSR_00131,PROD_0327,F012,9530,325926.0,17600.0,12.49,2023-09-17
MSR_00132,PROD_0922,F001,3368,3846592.8,8405.52,13.25,2024-05-09
MSR_00133,PROD_0435,F001,1682,999108.0,1831.7,9.84,2024-09-12
MSR_00134,PROD_0217,F010,3275,5443050.0,9978.93,9.54,2023-02-24
MSR_00135,PROD_0168,F012,5157,7853079.6,17160.43,5.57,2023-01-15
MSR_00136,PROD_0875,F013,9159,2532463.5,68376.51,6.17,2023-10-18
MSR_00137,PROD_0550,F004,1803,1090454.4,2382.84,5.16,2023-09-12
MSR_00138,PROD_0638,F013,9404,2137341.12,28497.88,8.83,2023-10-22
MSR_00139,PROD_0316,F018,7326,181318.5,9791.2,11.75,2024-12-05
MSR_00140,PROD_0073,F011,5480,161934.0,8744.44,12.39,2023-10-04
MSR_00141,PROD_0492,F013,5366,9095370.0,16674.84,5.73,2023-02-21
MSR_00142,PROD_0209,F002,4854,7426620.0,13615.47,6.67,2024-02-06
MSR_00143,PROD_0970,F003,5987,9456466.5,20664.13,14.44,2023-01-26
MSR_00144,PROD_0098,F002,8316,224532.0,26943.84,10.02,2024-06-29
MSR_00145,PROD_0638,F006,9119,2072566.32,27634.22,2.67,2024-09-23
MSR_00146,PROD_0900,F015,4850,7405950.0,13577.58,12.51,2023-12-05
MSR_00147,PROD_0276,F015,3101,7312158.0,13405.62,12.25,2023-05-13
MSR_00148,PROD_0645,F020,5413,1989277.5,53710.49,5.06,2023-08-02
MSR_00149,PROD_0868,F011,734,880800.0,1614.8,9.38,2024-10-23
MSR_00150,PROD_0008,F008,1619,20787.96,2494.56,10.01,2024-03-31
MSR_00151,PROD_0821,F009,932,45295.2,2445.94,10.12,2024-03-17
MSR_00152,PROD_0772,F004,4421,747149.0,20173.02,14.98,2024-12-14
MSR_00153,PROD_0420,F011,1830,244634.4,3261.79,6.54,2023-12-18
MSR_00154,PROD_0595,F003,7293,4200768.0,7701.41,9.04,2023-06-11
MSR_00155,PROD_0122,F011,1230,99445.5,5370.06,12.69,2023-08-13
MSR_00156,PROD_0142,F002,8081,738926.64,9852.36,3.3,2023-05-27
MSR_00157,PROD_0172,F010,7448,201096.0,10859.18,9.99,2023-06-09
MSR_00158,PROD_0432,F015,4646,12305860.2,26890.58,3.84,2024-01-03
MSR_00159,PROD_0538,F002,2261,386902.32,5158.7,2.57,2023-07-31
MSR_00160,PROD_0707,F014,5135,2786764.5,6089.6,4.21,2024-11-06
MSR_00161,PROD_0630,F008,7270,1977440.0,53390.88,10.15,2023-05-25
MSR_00162,PROD_0481,F005,1172,3082125.6,6735.02,10.94,2024-09-09
MSR_00163,PROD_0001,F009,5990,336937.5,18194.62,14.09,2023-04-10
MSR_00164,PROD_0556,F019,5079,3291192.0,7191.86,8.11,2023-08-18
MSR_00165,PROD_0521,F013,8599,1451081.25,78358.39,5.84,2023-11-16
MSR_00166,PROD_0162,F014,2899,2765646.0,5070.35,8.6,2024-07-21
MSR_00167,PROD_0144,F020,2589,324971.28,4332.95,2.44,2023-08-02
MSR_00168,PROD_0567,F008,8910,2517075.0,67961.02,3.09,2024-12-20
MSR_00169,PROD_0485,F015,4061,860932.0,23245.16,8.15,2024-08-13
MSR_00170,PROD_0086,F010,635,23926.8,319.02,13.97,2023-02-03
MSR_00171,PROD_0299,F019,2856,893928.0,24136.06,6.54,2023-06-12
MSR_00172,PROD_0502,F006,3128,123118.08,1641.57,9.86,2024-03-27
MSR_00173,PROD_0095,F002,2971,9652779.0,17696.76,13.7,2023-06-28
MSR_00174,PROD_0675,F006,7498,101223.0,12146.76,5.71,2023-06-08
MSR_00175,PROD_0758,F008,9917,31298052.0,57379.76,10.23,2023-01-31
MSR_00176,PROD_0516,F014,7914,2196135.0,59295.64,6.03,2023-02-25
MSR_00177,PROD_0561,F011,3792,384963.84,5132.85,13.97,2024-04-28
MSR_00178,PROD_0571,F002,9886,26238432.6,57335.83,14.85,2024-09-01
MSR_00179,PROD_0010,F006,1304,38024.64,4562.96,3.45,2023-03-06
MSR_00180,PROD_0181,F013,2734,5433004.8,11872.12,6.64,2024-10-02
MSR_00181,PROD_0175,F005,8998,2578466.88,34379.56,11.68,2024-09-08
MSR_00182,PROD_0328,F020,8164,851097.0,45959.24,13.99,2023-09-08
MSR_00183,PROD_0618,F019,7218,1222368.3,66007.89,9.24,2023-05-09
MSR_00184,PROD_0115,F017,7033,431474.55,23299.63,12.01,2024-06-12
MSR_00185,PROD_0820,F002,3290,9524550.0,17461.68,6.99,2024-08-05
MSR_00186,PROD_0292,F005,6894,13505346.0,24759.8,7.87,2023-05-15
MSR_00187,PROD_0263,F013,2628,29801.52,3576.18,11.19,2024-06-02
MSR_00188,PROD_0082,F008,943,976005.0,1789.34,9.04,2023-04-05
MSR_00189,PROD_0858,F007,6703,754489.68,10059.86,9.67,2024-04-23
MSR_00190,PROD_0768,F012,1030,251320.0,6785.64,10.11,2023-04-03
MSR_00191,PROD_0778,F020,6077,10254937.5,22408.94,14.28,2023-08-29
MSR_00192,PROD_0012,F020,5193,146754.18,17610.5,12.34,2024-02-16
MSR_00193,PROD_0710,F009,8520,2598600.0,70162.2,3.45,2024-04-04
MSR_00194,PROD_0996,F015,2474,4321830.6,9444.0,12.6,2024-09-26
MSR_00195,PROD_0768,F001,846,206424.0,5573.45,12.56,2024-01-19
MSR_00196,PROD_0638,F020,2490,565927.2,7545.7,3.59,2024-05-30
MSR_00197,PROD_0304,F011,3274,6168216.0,11308.4,9.79,2024-05-26
MSR_00198,PROD_0894,F013,7737,744608.88,9928.12,7.86,2024-10-29
MSR_00199,PROD_0057,F017,6896,710288.0,19177.78,7.13,2023-08-26
MSR_00200,PROD_0030,F009,8184,716918.4,38713.59,4.98,2023-08-05
MSR_00201,PROD_0517,F017,9103,4232895.0,114288.16,5.76,2023-01-07
MSR_00202,PROD_0588,F016,9148,901535.4,48682.91,9.69,2024-06-16
MSR_00203,PROD_0831,F017,4870,254944.5,13767.0,2.79,2023-05-18
MSR_00204,PROD_0645,F016,8307,3052822.5,82426.21,4.45,2023-02-07
MSR_00205,PROD_0269,F009,1145,1728148.5,3776.32,12.27,2024-12-12
MSR_00206,PROD_0806,F011,5857,720411.0,19451.1,14.4,2023-01-19
MSR_00207,PROD_0891,F018,8255,5416105.5,11835.19,12.77,2023-11-07
MSR_00208,PROD_0657,F006,4977,176185.8,21142.3,6.44,2024-07-09
MSR_00209,PROD_0901,F013,3496,179554.56,2394.06,5.51,2024-06-16
MSR_00210,PROD_0838,F014,8439,22762514.7,49740.31,10.27,2023-08-02
MSR_00211,PROD_0851,F008,5474,183926.4,9932.03,6.07,2023-10-09
MSR_00212,PROD_0737,F017,1037,637755.0,1169.22,2.05,2023-07-14
MSR_00213,PROD_0599,F003,6645,6219720.0,11402.82,7.77,2023-08-10
MSR_00214,PROD_0678,F013,2591,56431.98,6771.84,10.23,2023-01-11
MSR_00215,PROD_0563,F007,1648,142634.4,7702.26,11.84,2023-08-07
MSR_00216,PROD_0687,F008,7674,273961.8,14793.94,6.16,2024-01-10
MSR_00217,PROD_0991,F007,6126,641024.64,8547.0,11.78,2023-02-04
MSR_00218,PROD_0789,F002,8981,2523661.0,68138.85,13.27,2023-12-14
MSR_00219,PROD_0102,F011,5888,1575040.0,42526.08,7.7,2024-08-30
MSR_00220,PROD_0089,F014,1333,29592.6,3551.11,4.19,2023-07-31
MSR_00221,PROD_0123,F009,9679,1254398.4,16725.31,6.02,2023-04-16
MSR_00222,PROD_0806,F008,3151,387573.0,10464.47,8.65,2023-06-26
MSR_00223,PROD_0867,F009,5058,382384.8,20648.78,11.7,2023-04-05
MSR_00224,PROD_0804,F016,8391,638387.28,8511.83,8.03,2023-01-25
MSR_00225,PROD_0224,F001,1638,410319.0,11078.61,7.64,2023-11-28
MSR_00226,PROD_0462,F003,748,42187.2,2278.11,5.31,2024-05-10
MSR_00227,PROD_0541,F015,588,594468.0,1089.86,3.05,2023-10-15
MSR_00228,PROD_0391,F003,9413,13673323.8,29878.74,10.58,2023-03-08
MSR_00229,PROD_0971,F004,2946,8776134.0,16089.58,2.19,2024-01-14
MSR_00230,PROD_0509,F014,6630,14042340.0,25744.29,10.72,2023-10-18
MSR_00231,PROD_0495,F002,3278,5467704.0,10024.12,9.48,2024-04-10
MSR_00232,PROD_0050,F002,4207,475180.65,25659.76,8.28,2024-07-26
MSR_00233,PROD_0132,F012,9238,18291240.0,33533.94,13.19,2024-05-30
MSR_00234,PROD_0131,F006,9036,15516619.2,33906.69,11.61,2023-11-18
MSR_00235,PROD_0725,F019,1632,110747.52,13289.7,11.01,2023-07-09
MSR_00236,PROD_0687,F010,4518,161292.6,8709.8,11.07,2023-05-14
MSR_00237,PROD_0951,F006,5002,965386.0,26065.42,8.76,2023-03-15
MSR_00238,PROD_0396,F013,1824,1940371.2,4240.07,7.11,2023-06-24
MSR_00239,PROD_0622,F006,7737,3810472.5,102882.76,4.93,2023-08-16
MSR_00240,PROD_0534,F020,1013,347965.5,9395.07,8.12,2024-05-31
MSR_00241,PROD_0496,F001,8923,239850.24,28782.03,8.71,2024-04-04
MSR_00242,PROD_0178,F001,2389,85143.96,10217.28,8.95,2023-07-21
MSR_00243,PROD_0458,F003,6612,1371990.0,37043.73,12.61,2023-11-26
MSR_00244,PROD_0222,F011,9487,377962.08,5039.49,9.29,2023-09-16
MSR_00245,PROD_0124,F006,8812,666187.2,8882.5,10.12,2023-11-25
MSR_00246,PROD_0902,F005,2697,2953215.0,5414.23,8.87,2024-10-09
MSR_00247,PROD_0432,F010,8337,22082211.9,48253.72,13.02,2024-07-25
MSR_00248,PROD_0376,F014,7633,632012.4,34128.67,4.44,2023-03-11
MSR_00249,PROD_0896,F001,9431,1560830.5,42142.42,4.54,2024-06-07
MSR_00250,PROD_0694,F005,2850,58140.0,6976.8,11.29,2024-03-29
MSR_00251,PROD_0023,F006,6034,221568.48,2954.25,7.78,2024-04-03
MSR_00252,PROD_0259,F010,9430,585603.0,31622.56,4.74,2023-06-02
MSR_00253,PROD_0581,F019,9115,85316.4,10237.97,13.74,2024-05-01
MSR_00254,PROD_0563,F002,8774,759389.7,41007.04,7.24,2023-05-27
MSR_00255,PROD_0665,F019,2197,937240.2,2048.04,2.76,2024-01-03
MSR_00256,PROD_0785,F001,3453,1710961.5,46195.96,2.89,2023-12-10
MSR_00257,PROD_0072,F013,7103,1743786.5,47082.24,11.48,2024-06-02
MSR_00258,PROD_0957,F014,6506,452817.6,24452.15,10.84,2023-03-09
MSR_00259,PROD_0122,F011,9459,764760.15,41297.05,9.54,2023-05-23
MSR_00260,PROD_0335,F006,1095,37646.1,4517.53,12.49,2023-08-19
MSR_00261,PROD_0867,F002,3512,265507.2,14337.39,12.56,2024-11-27
MSR_00262,PROD_0183,F015,9400,1174530.0,63424.62,2.41,2024-01-09
MSR_00263,PROD_0676,F017,2636,4490953.2,9813.56,7.27,2023-09-15
MSR_00264,PROD_0537,F006,5406,448698.0,12114.85,9.89,2024-01-11
MSR_00265,PROD_0076,F008,6473,324685.68,4329.14,11.79,2024-04-11
MSR_00266,PROD_0759,F013,1011,1343619.0,2463.3,2.84,2023-10-30
MSR_00267,PROD_0384,F014,5066,953218.56,12709.58,3.64,2023-12-07
MSR_00268,PROD_0960,F007,9707,97264.14,11671.7,12.58,2024-01-06
MSR_00269,PROD_0834,F020,2381,7585866.0,16576.52,9.57,2023-04-15
MSR_00270,PROD_0559,F003,2947,376980.24,5026.4,5.36,2024-10-16
MSR_00271,PROD_0748,F011,7627,1754210.0,47363.67,6.33,2024-08-13
MSR_00272,PROD_0364,F012,9751,971199.6,52444.78,9.69,2023-05-20
MSR_00273,PROD_0405,F017,4972,415410.6,22432.17,3.0,2024-07-25
MSR_00274,PROD_0107,F017,4794,759849.0,20515.92,8.64,2023-07-29
MSR_00275,PROD_0126,F011,9994,1569058.0,42364.57,8.39,2024-12-02
MSR_00276,PROD_0103,F002,5113,7385728.5,16139.18,9.44,2024-08-12
MSR_00277,PROD_0251,F001,5283,1376221.5,37157.98,3.55,2023-08-18
MSR_00278,PROD_0935,F020,3117,688857.0,18599.14,10.91,2024-10-01
MSR_00279,PROD_0637,F019,2396,3829766.4,8368.75,8.97,2023-11-20
MSR_00280,PROD_0815,F011,7971,2431155.0,65641.18,3.46,2023-06-07
MSR_00281,PROD_0539,F018,9849,22633002.0,41493.84,5.14,2023-05-05
MSR_00282,PROD_0542,F013,9100,10783500.0,19769.75,3.73,2023-07-06
MSR_00283,PROD_0781,F010,9836,320456.88,38454.83,4.58,2024-05-03
MSR_00284,PROD_0328,F018,6256,652188.0,35218.15,10.45,2023-09-12
MSR_00285,PROD_0715,F010,642,138030.0,3726.81,4.02,2024-11-05
MSR_00286,PROD_0503,F020,4620,1075536.0,14340.48,4.71,2024-11-29
MSR_00287,PROD_0593,F003,6638,1204797.0,32529.52,11.83,2024-01-08
MSR_00288,PROD_0626,F016,2832,70941.6,3830.85,10.88,2023-12-23
MSR_00289,PROD_0826,F002,8477,1771693.0,47835.71,8.16,2024-06-16
MSR_00290,PROD_0699,F014,2867,702415.0,18965.2,12.11,2023-05-17
MSR_00291,PROD_0541,F017,6593,6665523.0,12220.13,13.65,2023-12-12
MSR_00292,PROD_0261,F012,3773,3993343.2,8726.19,14.57,2023-01-22
MSR_00293,PROD_0454,F008,6542,234334.44,28120.13,6.07,2024-09-01
MSR_00294,PROD_0402,F015,9472,3296256.0,88998.91,3.45,2024-07-09
MSR_00295,PROD_0350,F008,5113,1298702.0,35064.95,13.73,2024-08-31
MSR_00296,PROD_0231,F019,1662,53848.8,6461.86,3.19,2024-03-16
MSR_00297,PROD_0292,F020,9771,19141389.0,35092.55,7.4,2024-08-13
MSR_00298,PROD_0752,F012,9119,765996.0,41363.78,14.11,2024-10-02
MSR_00299,PROD_0778,F016,7263,12256312.5,26782.31,3.09,2024-11-12
MSR_00300,PROD_0785,F008,7480,3706340.0,100071.18,11.33,2023-01-27
MSR_00301,PROD_0543,F017,9028,16710828.0,30636.52,13.43,2023-12-07
MSR_00302,PROD_0674,F004,1128,598968.0,1098.11,10.56,2024-03-23
MSR_00303,PROD_0738,F014,2784,589317.12,7857.56,14.58,2024-11-29
MSR_00304,PROD_0420,F008,6737,900602.16,12008.03,9.16,2023-04-25
MSR_00305,PROD_0158,F005,5261,741169.68,9882.26,12.4,2024-09-27
MSR_00306,PROD_0540,F005,3307,114686.76,13762.41,13.76,2023-04-24
MSR_00307,PROD_0787,F002,8610,4158630.0,112283.01,4.72,2024-09-30
MSR_00308,PROD_0409,F017,5643,6993369.9,15281.81,13.18,2024-07-19
MSR_00309,PROD_0374,F014,7524,594095.04,7921.27,4.81,2024-05-22
MSR_00310,PROD_0116,F006,1664,89856.0,1198.08,13.78,2024-11-16
MSR_00311,PROD_0365,F013,3831,48270.6,5792.47,6.29,2024-03-26
MSR_00312,PROD_0321,F014,8730,2256705.0,60931.04,5.92,2024-02-18
MSR_00313,PROD_0860,F006,4795,260080.8,3467.74,6.89,2023-03-22
MSR_00314,PROD_0115,F007,8195,502763.25,27149.22,11.39,2024-03-02
MSR_00315,PROD_0851,F011,1666,55977.6,3022.79,3.16,2024-08-20
MSR_00316,PROD_0117,F016,3179,4008401.1,8759.1,12.26,2024-02-14
MSR_00317,PROD_0765,F001,3214,322524.9,17416.34,3.62,2024-12-04
MSR_00318,PROD_0682,F007,726,1306800.0,2395.8,5.85,2024-03-26
MSR_00319,PROD_0701,F017,9263,20258181.0,37140.0,7.65,2023-02-09
MSR_00320,PROD_0012,F009,6638,187589.88,22510.79,12.75,2023-11-04
MSR_00321,PROD_0577,F006,9105,89046.9,10685.63,7.08,2024-09-25
MSR_00322,PROD_0170,F009,9250,15678750.0,28744.37,8.18,2024-11-27
MSR_00323,PROD_0619,F017,5383,7819345.8,17086.72,5.05,2024-01-22
MSR_00324,PROD_0126,F005,3400,533800.0,14412.6,9.32,2023-10-29
MSR_00325,PROD_0474,F009,6721,9758892.0,17891.3,9.0,2023-04-18
MSR_00326,PROD_0072,F018,577,141653.5,3824.64,14.44,2024-11-04
MSR_00327,PROD_0168,F001,7815,11900682.0,26005.19,4.42,2023-01-07
MSR_00328,PROD_0523,F007,2634,50098.68,6011.84,2.18,2024-08-01
MSR_00329,PROD_0322,F015,3099,886314.0,23930.48,13.9,2024-06-30
MSR_00330,PROD_0242,F018,970,45105.0,2435.67,5.43,2024-06-20
MSR_00331,PROD_0183,F004,9921,1239628.95,66939.96,12.45,2024-09-29
MSR_00332,PROD_0482,F003,7404,10795032.0,23589.14,3.7,2023-07-21
MSR_00333,PROD_0961,F011,1370,387984.0,5173.12,9.94,2023-09-06
MSR_00334,PROD_0730,F020,8152,5160216.0,9460.4,11.06,2023-01-03
