shipment_id,product_id,origin_factory_id,destination_id,transport_id,distance_km,shipped_quantity,total_weight_tons,transport_co2_footprint,transport_nox_footprint,transport_sox_footprint
SHP_INDITEX_000045,PROD_0088,F002,DST_INDITEX_001,T_ROAD_D,6553.69,4477,1.7192,1183.02,45.07,11.27
SHP_INDITEX_000046,PROD_0359,F005,DST_INDITEX_001,T_ROAD_D,9064.28,4682,0.707,672.87,25.63,6.41
SHP_INDITEX_000047,PROD_0172,F007,DST_INDITEX_002,T_ROAD_D,7705.99,1672,0.301,243.52,9.28,2.32
SHP_INDITEX_000048,PROD_0842,F009,DST_INDITEX_002,T_SEA,8266.78,4683,2.4633,305.45,366.54,305.45
SHP_INDITEX_000049,PROD_0622,F018,DST_INDITEX_002,T_ROAD_D,6546.14,1194,1.1761,808.38,30.8,7.7
SHP_INDITEX_000050,PROD_0785,F001,DST_INDITEX_003,T_ROAD_D,7834.3,2588,2.5647,2109.73,80.37,20.09
SHP_INDITEX_000051,PROD_0392,F002,DST_INDITEX_001,T_RAIL,6553.69,1536,0.7619,109.85,9.99,4.99
SHP_INDITEX_000052,PROD_0757,F015,DST_INDITEX_001,T_SEA,10718.54,4503,1.0942,175.93,211.11,175.93
SHP_INDITEX_000053,PROD_0895,F020,DST_INDITEX_003,T_ROAD_D,7353.51,3420,2.7326,2109.88,80.38,20.09
SHP_INDITEX_000054,PROD_0905,F005,DST_INDITEX_003,T_SEA,7660.59,2980,1.1086,127.38,152.86,127.38
SHP_INDITEX_000055,PROD_0830,F010,DST_INDITEX_001,T_SEA,6588.14,3513,1.1206,110.74,132.89,110.74
SHP_INDITEX_000056,PROD_0572,F017,DST_INDITEX_003,T_ROAD_D,6816.23,2893,1.1861,848.92,32.34,8.08
SHP_INDITEX_000057,PROD_0730,F011,DST_INDITEX_003,T_SEA,8488.53,4778,1.0082,128.37,154.04,128.37
SHP_INDITEX_000058,PROD_0360,F020,DST_INDITEX_002,T_AIR,8258.55,2528,1.0744,11091.23,44.36,8.87
SHP_INDITEX_000059,PROD_0825,F017,DST_INDITEX_001,T_ROAD_D,8226.66,3547,3.0469,2631.89,100.26,25.07
SHP_INDITEX_000060,PROD_0911,F007,DST_INDITEX_001,T_ROAD_D,8273.78,1020,0.4213,365.97,13.94,3.49
SHP_INDITEX_000061,PROD_0430,F010,DST_INDITEX_002,T_RAIL,6087.32,2368,1.1603,155.39,14.13,7.06
SHP_INDITEX_000062,PROD_0537,F008,DST_INDITEX_003,T_ROAD_D,6631.0,2650,0.4399,306.28,11.67,2.92
SHP_INDITEX_000063,PROD_0501,F012,DST_INDITEX_002,T_SEA,6204.97,2616,1.9071,177.5,213.0,177.5
SHP_INDITEX_000064,PROD_0955,F013,DST_INDITEX_002,T_RAIL,5995.64,2330,1.3234,174.57,15.87,7.93
SHP_INDITEX_000065,PROD_0933,F016,DST_INDITEX_001,T_RAIL,10228.02,3873,1.8939,426.16,38.74,19.37
SHP_INDITEX_000066,PROD_0190,F016,DST_INDITEX_001,T_AIR,10228.02,4452,2.8048,35858.93,143.44,28.69
SHP_INDITEX_000067,PROD_0399,F003,DST_INDITEX_003,T_ROAD_D,6062.93,825,0.5651,359.76,13.71,3.43
SHP_INDITEX_000068,PROD_0278,F010,DST_INDITEX_001,T_ROAD_D,6588.14,1657,1.8824,1302.13,49.6,12.4
SHP_INDITEX_000069,PROD_0675,F019,DST_INDITEX_001,T_AIR,9305.97,4030,0.9068,10547.74,42.19,8.44
SHP_INDITEX_000070,PROD_0692,F006,DST_INDITEX_003,T_AIR,8876.14,3307,1.7229,19116.4,76.47,15.29
SHP_INDITEX_000071,PROD_0634,F016,DST_INDITEX_001,T_SEA,10228.02,1960,0.8546,131.11,157.33,131.11
SHP_INDITEX_000072,PROD_0191,F004,DST_INDITEX_001,T_ROAD_D,7916.7,3776,2.6054,2165.78,82.51,20.63
SHP_INDITEX_000073,PROD_0086,F001,DST_INDITEX_002,T_SEA,8748.98,1861,0.2922,38.34,46.01,38.34
SHP_INDITEX_000074,PROD_0064,F003,DST_INDITEX_002,T_AIR,6976.9,2107,1.0071,8783.45,35.13,7.03
SHP_INDITEX_000075,PROD_0657,F003,DST_INDITEX_001,T_RAIL,7426.17,1758,1.0372,169.46,15.41,7.7
SHP_INDITEX_000076,PROD_0651,F018,DST_INDITEX_002,T_AIR,6546.14,518,0.3869,3166.25,12.67,2.53
SHP_INDITEX_000077,PROD_0254,F013,DST_INDITEX_003,T_SEA,5084.99,1093,0.7301,55.69,66.83,55.69
SHP_INDITEX_000078,PROD_0765,F016,DST_INDITEX_003,T_RAIL,8904.14,1371,0.9172,179.67,16.33,8.17
SHP_INDITEX_000079,PROD_0199,F003,DST_INDITEX_003,T_RAIL,6062.93,4159,3.6849,491.5,44.68,22.34
SHP_INDITEX_000080,PROD_0736,F019,DST_INDITEX_002,T_ROAD_D,8899.31,2534,0.5727,535.13,20.39,5.1
SHP_INDITEX_000081,PROD_0239,F019,DST_INDITEX_002,T_ROAD_D,8899.31,1290,0.6618,618.38,23.56,5.89
SHP_INDITEX_000082,PROD_0258,F019,DST_INDITEX_001,T_SEA,9305.97,2369,0.4904,68.45,82.14,68.45
SHP_INDITEX_000083,PROD_0767,F013,DST_INDITEX_003,T_ROAD_D,5084.99,4442,2.221,1185.85,45.18,11.29
SHP_INDITEX_000084,PROD_0332,F018,DST_INDITEX_001,T_SEA,7069.36,2791,3.3213,352.19,422.63,352.19
SHP_INDITEX_000085,PROD_0119,F019,DST_INDITEX_001,T_SEA,9305.97,2486,0.5047,70.44,84.53,70.44
SHP_INDITEX_000086,PROD_0797,F003,DST_INDITEX_001,T_ROAD_D,7426.17,1514,0.2907,226.66,8.63,2.16
SHP_INDITEX_000087,PROD_0393,F018,DST_INDITEX_003,T_ROAD_D,5655.16,2355,1.4036,833.43,31.75,7.94
SHP_INDITEX_000088,PROD_0066,F015,DST_INDITEX_002,T_SEA,10359.56,745,0.8798,136.72,164.07,136.72
SHP_INDITEX_000089,PROD_0173,F004,DST_INDITEX_002,T_SEA,7459.52,2318,1.261,141.1,169.32,141.1
SHP_INDITEX_000090,PROD_0342,F010,DST_INDITEX_003,T_RAIL,5185.16,3182,0.6587,75.14,6.83,3.42
SHP_INDITEX_000091,PROD_0517,F008,DST_INDITEX_002,T_SEA,7541.24,2098,1.9511,220.71,264.85,220.71
SHP_INDITEX_000092,PROD_0077,F010,DST_INDITEX_001,T_SEA,6588.14,1834,1.3076,129.22,155.07,129.22
SHP_INDITEX_000093,PROD_0263,F003,DST_INDITEX_001,T_ROAD_D,7426.17,3711,0.7014,546.9,20.83,5.21
SHP_INDITEX_000094,PROD_0571,F015,DST_INDITEX_002,T_RAIL,10359.56,589,0.579,131.96,12.0,6.0
SHP_INDITEX_000095,PROD_0644,F004,DST_INDITEX_003,T_ROAD_D,6546.69,330,0.161,110.7,4.22,1.05
SHP_INDITEX_000096,PROD_0541,F011,DST_INDITEX_003,T_ROAD_D,8488.53,999,0.3367,300.07,11.43,2.86
SHP_INDITEX_000097,PROD_0905,F003,DST_INDITEX_003,T_ROAD_D,6062.93,2064,0.7678,488.79,18.62,4.66
SHP_INDITEX_000098,PROD_0760,F016,DST_INDITEX_001,T_ROAD_D,10228.02,2767,1.0902,1170.81,44.6,11.15
SHP_INDITEX_000099,PROD_0509,F008,DST_INDITEX_003,T_SEA,6631.0,3616,2.5529,253.92,304.71,253.92
SHP_INDITEX_000100,PROD_0597,F010,DST_INDITEX_002,T_SEA,6087.32,4460,1.0927,99.77,119.73,99.77
SHP_INDITEX_000101,PROD_0060,F018,DST_INDITEX_003,T_SEA,5655.16,4367,1.4891,126.32,151.58,126.32
SHP_INDITEX_000102,PROD_0190,F015,DST_INDITEX_003,T_ROAD_D,9449.94,681,0.429,425.7,16.22,4.05
SHP_INDITEX_000103,PROD_0678,F010,DST_INDITEX_001,T_ROAD_D,6588.14,1316,0.4777,330.46,12.59,3.15
SHP_INDITEX_000104,PROD_0387,F012,DST_INDITEX_003,T_AIR,5289.96,4246,1.9319,12774.79,51.1,10.22
SHP_INDITEX_000105,PROD_0319,F006,DST_INDITEX_003,T_SEA,8876.14,4763,2.0957,279.03,334.83,279.03
SHP_INDITEX_000106,PROD_0806,F014,DST_INDITEX_001,T_RAIL,10600.26,3056,0.7518,175.32,15.94,7.97
SHP_INDITEX_000107,PROD_0154,F008,DST_INDITEX_002,T_RAIL,7541.24,2090,1.5842,262.83,23.89,11.95
SHP_INDITEX_000108,PROD_0915,F003,DST_INDITEX_003,T_SEA,6062.93,1599,0.606,55.11,66.14,55.11
SHP_INDITEX_000109,PROD_0309,F007,DST_INDITEX_002,T_SEA,7705.99,2880,1.3162,152.13,182.56,152.13
SHP_INDITEX_000110,PROD_0718,F009,DST_INDITEX_002,T_SEA,8266.78,964,0.5042,62.52,75.02,62.52
SHP_INDITEX_000111,PROD_0467,F015,DST_INDITEX_001,T_SEA,10718.54,3157,1.367,219.78,263.74,219.78
SHP_INDITEX_000112,PROD_0491,F014,DST_INDITEX_002,T_SEA,10240.15,2850,2.0235,310.81,372.98,310.81
SHP_INDITEX_000113,PROD_0296,F003,DST_INDITEX_002,T_SEA,6976.9,3621,2.3971,250.87,301.04,250.87
SHP_INDITEX_000114,PROD_0607,F009,DST_INDITEX_002,T_AIR,8266.78,4026,0.7327,7571.67,30.29,6.06
SHP_INDITEX_000115,PROD_0981,F012,DST_INDITEX_003,T_ROAD_D,5289.96,1209,0.434,241.08,9.18,2.3
SHP_INDITEX_000116,PROD_0533,F010,DST_INDITEX_001,T_SEA,6588.14,1565,0.964,95.27,114.32,95.27
SHP_INDITEX_000117,PROD_0751,F002,DST_INDITEX_001,T_SEA,6553.69,163,0.1834,18.03,21.63,18.03
SHP_INDITEX_000118,PROD_0601,F009,DST_INDITEX_001,T_SEA,8670.07,1639,1.1752,152.83,183.4,152.83
SHP_INDITEX_000119,PROD_0017,F004,DST_INDITEX_003,T_ROAD_D,6546.69,1241,0.4294,295.16,11.24,2.81
SHP_INDITEX_000120,PROD_0278,F010,DST_INDITEX_003,T_ROAD_D,5185.16,3627,4.1203,2243.25,85.46,21.36
SHP_INDITEX_000121,PROD_0013,F001,DST_INDITEX_003,T_AIR,7834.3,2877,1.3004,12734.69,50.94,10.19
SHP_INDITEX_000122,PROD_0672,F016,DST_INDITEX_002,T_ROAD_D,9819.05,3141,1.5485,1596.52,60.82,15.2
SHP_INDITEX_000123,PROD_0748,F020,DST_INDITEX_002,T_SEA,8258.55,2861,1.3161,163.03,195.64,163.03
SHP_INDITEX_000124,PROD_0935,F013,DST_INDITEX_001,T_SEA,6468.86,4451,1.9673,190.9,229.08,190.9
SHP_INDITEX_000125,PROD_0318,F012,DST_INDITEX_002,T_AIR,6204.97,185,0.0747,579.7,2.32,0.46
SHP_INDITEX_000126,PROD_0048,F009,DST_INDITEX_001,T_SEA,8670.07,942,0.1432,18.62,22.35,18.62
SHP_INDITEX_000127,PROD_0986,F019,DST_INDITEX_001,T_SEA,9305.97,3638,1.4006,195.51,234.62,195.51
SHP_INDITEX_000128,PROD_0865,F008,DST_INDITEX_003,T_SEA,6631.0,2509,1.9144,190.41,228.5,190.41
SHP_INDITEX_000129,PROD_0257,F009,DST_INDITEX_003,T_ROAD_D,7352.44,1407,0.5839,450.78,17.17,4.29
SHP_INDITEX_000130,PROD_0606,F015,DST_INDITEX_003,T_RAIL,9449.94,1227,1.1092,230.6,20.96,10.48
SHP_INDITEX_000131,PROD_0836,F001,DST_INDITEX_001,T_ROAD_D,9183.91,1248,0.7076,682.36,25.99,6.5
SHP_INDITEX_000132,PROD_0469,F005,DST_INDITEX_003,T_ROAD_D,7660.59,4712,2.3466,1887.5,71.9,17.98
SHP_INDITEX_000133,PROD_0308,F014,DST_INDITEX_002,T_RAIL,10240.15,2460,1.0283,231.65,21.06,10.53
SHP_INDITEX_000134,PROD_0432,F002,DST_INDITEX_001,T_SEA,6553.69,1585,1.5549,152.85,183.42,152.85
SHP_INDITEX_000135,PROD_0812,F004,DST_INDITEX_003,T_AIR,6546.69,3319,3.485,28518.61,114.07,22.81
SHP_INDITEX_000136,PROD_0803,F002,DST_INDITEX_003,T_ROAD_D,5203.87,199,0.0486,26.53,1.01,0.25
SHP_INDITEX_000137,PROD_0991,F014,DST_INDITEX_003,T_ROAD_D,9330.42,3588,1.5644,1532.6,58.38,14.6
SHP_INDITEX_000138,PROD_0318,F013,DST_INDITEX_003,T_SEA,5084.99,1042,0.421,32.11,38.53,32.11
SHP_INDITEX_000139,PROD_0382,F006,DST_INDITEX_002,T_ROAD_D,9791.19,2014,0.8096,832.36,31.71,7.93
SHP_INDITEX_000140,PROD_0273,F016,DST_INDITEX_003,T_ROAD_D,8904.14,109,0.0426,39.85,1.52,0.38
SHP_INDITEX_000141,PROD_0462,F016,DST_INDITEX_002,T_ROAD_D,9819.05,4357,1.6382,1689.02,64.34,16.09
SHP_INDITEX_000142,PROD_0355,F010,DST_INDITEX_003,T_ROAD_D,5185.16,3304,1.7115,931.8,35.5,8.87
SHP_INDITEX_000143,PROD_0854,F005,DST_INDITEX_002,T_AIR,8559.69,4564,0.8945,9571.27,38.29,7.66
SHP_INDITEX_000144,PROD_0435,F005,DST_INDITEX_002,T_ROAD_D,8559.69,3441,0.6813,612.35,23.33,5.83
SHP_INDITEX_000145,PROD_0043,F001,DST_INDITEX_001,T_SEA,9183.91,3732,1.3249,182.51,219.01,182.51
SHP_INDITEX_000146,PROD_0372,F020,DST_INDITEX_002,T_SEA,8258.55,1754,0.3613,44.76,53.71,44.76
SHP_INDITEX_000147,PROD_0853,F003,DST_INDITEX_001,T_ROAD_D,7426.17,3458,1.2241,954.51,36.36,9.09
SHP_INDITEX_000148,PROD_0277,F017,DST_INDITEX_003,T_AIR,6816.23,1797,1.7521,14928.18,59.71,11.94
SHP_INDITEX_000149,PROD_0751,F005,DST_INDITEX_001,T_AIR,9064.28,594,0.6682,7571.51,30.29,6.06
SHP_INDITEX_000150,PROD_0621,F008,DST_INDITEX_002,T_SEA,7541.24,4022,1.2307,139.22,167.06,139.22
SHP_INDITEX_000151,PROD_0739,F005,DST_INDITEX_001,T_AIR,9064.28,4642,5.4265,61484.12,245.94,49.19
SHP_INDITEX_000152,PROD_0575,F004,DST_INDITEX_003,T_AIR,6546.69,1663,0.9928,8124.53,32.5,6.5
SHP_INDITEX_000153,PROD_0487,F012,DST_INDITEX_002,T_AIR,6204.97,1200,1.1832,9177.15,36.71,7.34
SHP_INDITEX_000154,PROD_0963,F014,DST_INDITEX_003,T_ROAD_D,9330.42,4620,0.7854,769.45,29.31,7.33
SHP_INDITEX_000155,PROD_0803,F007,DST_INDITEX_002,T_RAIL,7705.99,399,0.0974,16.5,1.5,0.75
SHP_INDITEX_000156,PROD_0999,F005,DST_INDITEX_001,T_AIR,9064.28,3366,1.7941,20327.53,81.31,16.26
SHP_INDITEX_000157,PROD_0239,F003,DST_INDITEX_001,T_SEA,7426.17,1591,0.8162,90.92,109.1,90.92
SHP_INDITEX_000158,PROD_0648,F005,DST_INDITEX_003,T_AIR,7660.59,3266,1.7832,17075.8,68.3,13.66
SHP_INDITEX_000159,PROD_0735,F007,DST_INDITEX_003,T_SEA,6851.01,2709,0.4687,48.16,57.79,48.16
SHP_INDITEX_000160,PROD_0168,F006,DST_INDITEX_001,T_ROAD_D,10211.08,3254,1.8353,1967.69,74.96,18.74
SHP_INDITEX_000161,PROD_0983,F002,DST_INDITEX_001,T_ROAD_D,6553.69,1450,0.3001,206.54,7.87,1.97
SHP_INDITEX_000162,PROD_0156,F001,DST_INDITEX_002,T_ROAD_D,8748.98,3195,0.4824,443.19,16.88,4.22
SHP_INDITEX_000163,PROD_0627,F009,DST_INDITEX_002,T_SEA,8266.78,2113,1.8869,233.98,280.78,233.98
SHP_INDITEX_000164,PROD_0698,F017,DST_INDITEX_002,T_SEA,7710.28,1902,1.4303,165.42,198.5,165.42
SHP_INDITEX_000165,PROD_0331,F006,DST_INDITEX_001,T_SEA,10211.08,4864,0.9144,140.06,168.07,140.06
SHP_INDITEX_000166,PROD_0948,F003,DST_INDITEX_002,T_ROAD_D,6976.9,2790,3.0104,2205.35,84.01,21.0
SHP_INDITEX_000167,PROD_0413,F012,DST_INDITEX_003,T_AIR,5289.96,2352,1.35,8927.12,35.71,7.14
SHP_INDITEX_000168,PROD_0485,F013,DST_INDITEX_003,T_SEA,5084.99,2708,1.1482,87.58,105.09,87.58
SHP_INDITEX_000169,PROD_0008,F006,DST_INDITEX_003,T_ROAD_D,8876.14,4165,0.8913,830.7,31.65,7.91
SHP_INDITEX_000170,PROD_0030,F020,DST_INDITEX_002,T_ROAD_D,8258.55,1245,0.7271,630.49,24.02,6.0
SHP_INDITEX_000171,PROD_0013,F020,DST_INDITEX_001,T_AIR,8747.68,4778,2.1597,23614.97,94.46,18.89
SHP_INDITEX_000172,PROD_0152,F012,DST_INDITEX_003,T_AIR,5289.96,4633,5.3233,35200.17,140.8,28.16
SHP_INDITEX_000173,PROD_0882,F002,DST_INDITEX_001,T_SEA,6553.69,992,0.1538,15.12,18.14,15.12
SHP_INDITEX_000174,PROD_0978,F004,DST_INDITEX_002,T_RAIL,7459.52,843,0.381,62.53,5.68,2.84
SHP_INDITEX_000175,PROD_0000,F014,DST_INDITEX_003,T_SEA,9330.42,3428,1.3712,191.91,230.29,191.91
SHP_INDITEX_000176,PROD_0862,F020,DST_INDITEX_002,T_ROAD_D,8258.55,1870,1.0378,899.97,34.28,8.57
SHP_INDITEX_000177,PROD_0365,F014,DST_INDITEX_002,T_ROAD_D,10240.15,1424,0.299,321.53,12.25,3.06
SHP_INDITEX_000178,PROD_0911,F007,DST_INDITEX_001,T_ROAD_D,8273.78,4664,1.9262,1673.41,63.75,15.94
SHP_INDITEX_000179,PROD_0494,F001,DST_INDITEX_002,T_SEA,8748.98,4298,2.0373,267.36,320.83,267.36
SHP_INDITEX_000180,PROD_0356,F019,DST_INDITEX_001,T_SEA,9305.97,3836,1.3925,194.37,233.25,194.37
SHP_INDITEX_000181,PROD_0939,F018,DST_INDITEX_003,T_SEA,5655.16,989,0.5301,44.97,53.96,44.97
SHP_INDITEX_000182,PROD_0288,F008,DST_INDITEX_003,T_ROAD_D,6631.0,2369,0.5496,382.67,14.58,3.64
SHP_INDITEX_000183,PROD_0749,F020,DST_INDITEX_003,T_SEA,7353.51,452,0.4375,48.26,57.91,48.26
SHP_INDITEX_000184,PROD_0239,F008,DST_INDITEX_003,T_SEA,6631.0,4998,2.564,255.03,306.03,255.03
SHP_INDITEX_000185,PROD_0836,F003,DST_INDITEX_002,T_SEA,6976.9,4477,2.5385,265.66,318.79,265.66
SHP_INDITEX_000186,PROD_0240,F012,DST_INDITEX_001,T_AIR,6629.92,4418,1.6082,13327.4,53.31,10.66
SHP_INDITEX_000187,PROD_0397,F020,DST_INDITEX_001,T_SEA,8747.68,1431,0.8357,109.66,131.59,109.66
SHP_INDITEX_000188,PROD_0883,F008,DST_INDITEX_001,T_ROAD_D,7915.99,2634,0.6453,536.38,20.43,5.11
SHP_INDITEX_000189,PROD_0615,F008,DST_INDITEX_002,T_SEA,7541.24,2546,0.802,90.72,108.86,90.72
SHP_INDITEX_000190,PROD_0183,F020,DST_INDITEX_002,T_SEA,8258.55,132,0.11,13.62,16.35,13.62
SHP_INDITEX_000191,PROD_0548,F020,DST_INDITEX_002,T_ROAD_D,8258.55,4094,2.7225,2360.82,89.94,22.48
SHP_INDITEX_000192,PROD_0031,F008,DST_INDITEX_003,T_AIR,6631.0,3646,0.8787,7283.21,29.13,5.83
SHP_INDITEX_000193,PROD_0826,F015,DST_INDITEX_002,T_SEA,10359.56,1906,0.7967,123.8,148.56,123.8
SHP_INDITEX_000194,PROD_0574,F013,DST_INDITEX_001,T_ROAD_D,6468.86,2225,0.7142,485.12,18.48,4.62
SHP_INDITEX_000195,PROD_0376,F011,DST_INDITEX_001,T_ROAD_D,9880.81,3488,1.9254,1997.55,76.1,19.02
SHP_INDITEX_000196,PROD_0654,F011,DST_INDITEX_003,T_RAIL,8488.53,3879,2.1024,392.62,35.69,17.85
SHP_INDITEX_000197,PROD_0511,F014,DST_INDITEX_003,T_ROAD_D,9330.42,242,0.0426,41.73,1.59,0.4
SHP_INDITEX_000198,PROD_0057,F017,DST_INDITEX_002,T_RAIL,7710.28,3478,0.7165,121.53,11.05,5.52
SHP_INDITEX_000199,PROD_0030,F009,DST_INDITEX_002,T_RAIL,8266.78,1624,0.9484,172.49,15.68,7.84
SHP_INDITEX_000200,PROD_0294,F012,DST_INDITEX_001,T_SEA,6629.92,1161,0.447,44.45,53.34,44.45
SHP_INDITEX_000201,PROD_0672,F009,DST_INDITEX_001,T_SEA,8670.07,2455,1.2103,157.4,188.88,157.4
SHP_INDITEX_000202,PROD_0457,F008,DST_INDITEX_001,T_SEA,7915.99,3790,2.2209,263.71,316.46,263.71
SHP_INDITEX_000203,PROD_0745,F005,DST_INDITEX_001,T_AIR,9064.28,2548,1.1517,13049.12,52.2,10.44
SHP_INDITEX_000204,PROD_0606,F017,DST_INDITEX_001,T_SEA,8226.66,4880,4.4115,544.38,653.26,544.38
SHP_INDITEX_000205,PROD_0680,F012,DST_INDITEX_001,T_SEA,6629.92,1784,0.7582,75.4,90.48,75.4
SHP_INDITEX_000206,PROD_0135,F009,DST_INDITEX_002,T_ROAD_D,8266.78,1459,0.4961,430.59,16.4,4.1
SHP_INDITEX_000207,PROD_0721,F010,DST_INDITEX_002,T_AIR,6087.32,1789,0.4043,3076.49,12.31,2.46
SHP_INDITEX_000208,PROD_0062,F019,DST_INDITEX_002,T_RAIL,8899.31,3782,1.9742,386.52,35.14,17.57
