shipment_id,product_id,origin_factory_id,destination_id,transport_id,distance_km,shipped_quantity,total_weight_tons,transport_co2_footprint,transport_nox_footprint,transport_sox_footprint
SHP_UNIQLO_000038,FR_PRD_00515,FAC_FR_007,DST_UNIQLO_003,T_SEA,7567.25,3601,0.5474,62.13,74.56,62.13
SHP_UNIQLO_000039,FR_PRD_00362,FAC_FR_015,DST_UNIQLO_003,T_SEA,7313.45,2706,1.2556,137.74,165.29,137.74
SHP_UNIQLO_000040,FR_PRD_00138,FAC_FR_017,DST_UNIQLO_001,T_SEA,6333.62,1176,0.4974,47.26,56.71,47.26
SHP_UNIQLO_000041,FR_PRD_00010,FAC_FR_008,DST_UNIQLO_003,T_AIR,8739.38,840,0.173,1890.33,7.56,1.51
SHP_UNIQLO_000042,FR_PRD_00901,FAC_FR_004,DST_UNIQLO_003,T_ROAD_D,6804.98,3997,1.5149,1082.4,41.23,10.31
SHP_UNIQLO_000043,FR_PRD_00695,FAC_FR_009,DST_UNIQLO_002,T_SEA,3574.13,3172,0.5361,28.74,34.49,28.74
SHP_UNIQLO_000044,FR_PRD_00019,FAC_FR_002,DST_UNIQLO_003,T_SEA,7591.05,3434,1.1023,125.52,150.62,125.52
SHP_UNIQLO_000045,FR_PRD_00982,FAC_FR_007,DST_UNIQLO_002,T_SEA,1642.03,1787,0.5861,14.44,17.32,14.44
SHP_UNIQLO_000046,FR_PRD_00248,FAC_FR_001,DST_UNIQLO_003,T_SEA,7144.62,4175,0.7014,75.17,90.2,75.17
SHP_UNIQLO_000047,FR_PRD_00184,FAC_FR_007,DST_UNIQLO_002,T_ROAD_D,1642.03,4242,1.3193,227.46,8.67,2.17
SHP_UNIQLO_000048,FR_PRD_00450,FAC_FR_018,DST_UNIQLO_003,T_RAIL,8437.36,3930,0.5227,97.02,8.82,4.41
SHP_UNIQLO_000049,FR_PRD_00704,FAC_FR_015,DST_UNIQLO_003,T_SEA,7313.45,179,0.0274,3.0,3.61,3.0
SHP_UNIQLO_000050,FR_PRD_00234,FAC_FR_002,DST_UNIQLO_001,T_SEA,4164.74,940,0.3083,19.26,23.11,19.26
SHP_UNIQLO_000051,FR_PRD_00400,FAC_FR_013,DST_UNIQLO_002,T_SEA,3556.82,531,0.1986,10.6,12.71,10.6
SHP_UNIQLO_000052,FR_PRD_00545,FAC_FR_015,DST_UNIQLO_001,T_SEA,4388.9,981,0.4287,28.22,33.87,28.22
SHP_UNIQLO_000053,FR_PRD_00454,FAC_FR_014,DST_UNIQLO_002,T_SEA,3244.64,3464,0.3845,18.71,22.46,18.71
SHP_UNIQLO_000054,FR_PRD_00379,FAC_FR_002,DST_UNIQLO_003,T_ROAD_D,7591.05,4140,1.3579,1082.34,41.23,10.31
SHP_UNIQLO_000055,FR_PRD_00971,FAC_FR_017,DST_UNIQLO_001,T_ROAD_D,6333.62,268,0.0643,42.77,1.63,0.41
SHP_UNIQLO_000056,FR_PRD_00186,FAC_FR_007,DST_UNIQLO_003,T_SEA,7567.25,908,0.2688,30.51,36.61,30.51
SHP_UNIQLO_000057,FR_PRD_00771,FAC_FR_005,DST_UNIQLO_003,T_ROAD_D,6723.7,3759,1.3983,987.22,37.61,9.4
SHP_UNIQLO_000058,FR_PRD_00015,FAC_FR_001,DST_UNIQLO_002,T_SEA,2105.23,2405,0.2862,9.04,10.85,9.04
SHP_UNIQLO_000059,FR_PRD_00831,FAC_FR_017,DST_UNIQLO_001,T_SEA,6333.62,1307,0.2653,25.21,30.25,25.21
SHP_UNIQLO_000060,FR_PRD_00836,FAC_FR_008,DST_UNIQLO_001,T_ROAD_D,4374.63,388,0.0667,30.65,1.17,0.29
SHP_UNIQLO_000061,FR_PRD_00988,FAC_FR_016,DST_UNIQLO_001,T_SEA,3502.52,4806,1.8263,95.95,115.14,95.95
SHP_UNIQLO_000062,FR_PRD_00000,FAC_FR_011,DST_UNIQLO_003,T_SEA,7279.16,3121,0.7085,77.36,92.83,77.36
SHP_UNIQLO_000063,FR_PRD_00078,FAC_FR_013,DST_UNIQLO_003,T_SEA,7193.83,3220,0.5184,55.94,67.13,55.94
SHP_UNIQLO_000064,FR_PRD_00962,FAC_FR_007,DST_UNIQLO_001,T_ROAD_D,2483.48,4164,0.9327,243.23,9.27,2.32
SHP_UNIQLO_000065,FR_PRD_00540,FAC_FR_001,DST_UNIQLO_003,T_SEA,7144.62,273,0.0571,6.11,7.34,6.11
SHP_UNIQLO_000066,FR_PRD_00918,FAC_FR_003,DST_UNIQLO_003,T_SEA,6100.3,923,0.1901,17.4,20.88,17.4
SHP_UNIQLO_000067,FR_PRD_00791,FAC_FR_016,DST_UNIQLO_003,T_SEA,8152.05,1560,0.6037,73.82,88.59,73.82
SHP_UNIQLO_000068,FR_PRD_00643,FAC_FR_010,DST_UNIQLO_003,T_SEA,8114.17,3578,0.5474,66.63,79.96,66.63
SHP_UNIQLO_000069,FR_PRD_00147,FAC_FR_009,DST_UNIQLO_003,T_RAIL,6028.29,2704,0.8815,116.91,10.63,5.31
SHP_UNIQLO_000070,FR_PRD_00981,FAC_FR_019,DST_UNIQLO_001,T_ROAD_D,3416.6,3516,0.8052,288.85,11.0,2.75
SHP_UNIQLO_000071,FR_PRD_00732,FAC_FR_004,DST_UNIQLO_003,T_ROAD_D,6804.98,4019,1.4187,1013.7,38.62,9.65
SHP_UNIQLO_000072,FR_PRD_00445,FAC_FR_013,DST_UNIQLO_003,T_SEA,7193.83,3310,0.6024,65.01,78.01,65.01
SHP_UNIQLO_000073,FR_PRD_00846,FAC_FR_005,DST_UNIQLO_002,T_ROAD_D,2647.53,1966,0.5544,154.12,5.87,1.47
SHP_UNIQLO_000074,FR_PRD_00704,FAC_FR_007,DST_UNIQLO_002,T_RAIL,1642.03,3920,0.5998,21.67,1.97,0.98
SHP_UNIQLO_000075,FR_PRD_00316,FAC_FR_020,DST_UNIQLO_001,T_ROAD_D,4847.7,2784,0.7127,362.77,13.82,3.45
SHP_UNIQLO_000076,FR_PRD_00868,FAC_FR_004,DST_UNIQLO_003,T_RAIL,6804.98,3421,0.6329,94.75,8.61,4.31
SHP_UNIQLO_000077,FR_PRD_00305,FAC_FR_014,DST_UNIQLO_001,T_SEA,4421.87,3000,1.152,76.41,91.69,76.41
SHP_UNIQLO_000078,FR_PRD_00129,FAC_FR_015,DST_UNIQLO_002,T_AIR,2811.46,5000,1.295,4551.05,18.2,3.64
SHP_UNIQLO_000079,FR_PRD_00925,FAC_FR_011,DST_UNIQLO_001,T_ROAD_D,5683.68,217,0.051,30.43,1.16,0.29
SHP_UNIQLO_000080,FR_PRD_00056,FAC_FR_008,DST_UNIQLO_003,T_SEA,8739.38,3863,0.4018,52.67,63.2,52.67
SHP_UNIQLO_000081,FR_PRD_00233,FAC_FR_003,DST_UNIQLO_001,T_RAIL,5027.2,3329,1.1019,121.87,11.08,5.54
SHP_UNIQLO_000082,FR_PRD_00490,FAC_FR_017,DST_UNIQLO_003,T_SEA,6108.48,3015,0.6181,56.63,67.96,56.63
SHP_UNIQLO_000083,FR_PRD_00840,FAC_FR_004,DST_UNIQLO_001,T_AIR,6755.9,4328,0.9046,7638.83,30.56,6.11
SHP_UNIQLO_000084,FR_PRD_00199,FAC_FR_007,DST_UNIQLO_003,T_SEA,7567.25,1857,0.5794,65.77,78.92,65.77
SHP_UNIQLO_000085,FR_PRD_00491,FAC_FR_003,DST_UNIQLO_003,T_ROAD_D,6100.3,1263,0.4345,278.29,10.6,2.65
SHP_UNIQLO_000086,FR_PRD_00059,FAC_FR_004,DST_UNIQLO_001,T_SEA,6755.9,175,0.0824,8.35,10.02,8.35
SHP_UNIQLO_000087,FR_PRD_00060,FAC_FR_016,DST_UNIQLO_002,T_AIR,1825.66,159,0.044,100.51,0.4,0.08
SHP_UNIQLO_000088,FR_PRD_00533,FAC_FR_006,DST_UNIQLO_002,T_RAIL,3878.29,2279,0.5378,45.89,4.17,2.09
SHP_UNIQLO_000089,FR_PRD_00000,FAC_FR_009,DST_UNIQLO_001,T_ROAD_D,4810.81,2585,0.5868,296.41,11.29,2.82
SHP_UNIQLO_000090,FR_PRD_00492,FAC_FR_020,DST_UNIQLO_001,T_RAIL,4847.7,3616,0.734,78.29,7.12,3.56
SHP_UNIQLO_000091,FR_PRD_00267,FAC_FR_011,DST_UNIQLO_003,T_SEA,7279.16,2352,0.421,45.97,55.16,45.97
SHP_UNIQLO_000092,FR_PRD_00850,FAC_FR_014,DST_UNIQLO_001,T_SEA,4421.87,2373,0.8234,54.62,65.54,54.62
SHP_UNIQLO_000093,FR_PRD_00006,FAC_FR_019,DST_UNIQLO_001,T_SEA,3416.6,980,0.2754,14.11,16.94,14.11
SHP_UNIQLO_000094,FR_PRD_00019,FAC_FR_020,DST_UNIQLO_001,T_ROAD_D,4847.7,4772,1.5318,779.71,29.7,7.43
SHP_UNIQLO_000095,FR_PRD_00244,FAC_FR_002,DST_UNIQLO_001,T_ROAD_D,4164.74,3788,0.9811,429.03,16.34,4.09
SHP_UNIQLO_000096,FR_PRD_00734,FAC_FR_017,DST_UNIQLO_003,T_ROAD_D,6108.48,2798,1.0576,678.36,25.84,6.46
SHP_UNIQLO_000097,FR_PRD_00417,FAC_FR_017,DST_UNIQLO_002,T_SEA,4810.44,1824,0.7077,51.07,61.28,51.07
SHP_UNIQLO_000098,FR_PRD_00571,FAC_FR_013,DST_UNIQLO_001,T_AIR,5190.52,1517,0.3884,2519.69,10.08,2.02
SHP_UNIQLO_000099,FR_PRD_00647,FAC_FR_006,DST_UNIQLO_001,T_ROAD_D,5403.58,1540,0.2941,166.89,6.36,1.59
SHP_UNIQLO_000100,FR_PRD_00670,FAC_FR_009,DST_UNIQLO_001,T_SEA,4810.81,3922,0.9099,65.66,78.79,65.66
SHP_UNIQLO_000101,FR_PRD_00261,FAC_FR_002,DST_UNIQLO_003,T_SEA,7591.05,3469,1.2315,140.23,168.27,140.23
SHP_UNIQLO_000102,FR_PRD_00753,FAC_FR_014,DST_UNIQLO_002,T_SEA,3244.64,2762,1.0219,49.74,59.68,49.74
SHP_UNIQLO_000103,FR_PRD_00509,FAC_FR_020,DST_UNIQLO_001,T_RAIL,4847.7,4979,1.9617,209.22,19.02,9.51
SHP_UNIQLO_000104,FR_PRD_00675,FAC_FR_013,DST_UNIQLO_003,T_SEA,7193.83,3474,0.6809,73.47,88.17,73.47
SHP_UNIQLO_000105,FR_PRD_00820,FAC_FR_017,DST_UNIQLO_001,T_SEA,6333.62,2489,0.8786,83.47,100.17,83.47
SHP_UNIQLO_000106,FR_PRD_00707,FAC_FR_015,DST_UNIQLO_003,T_SEA,7313.45,3357,0.6647,72.92,87.5,72.92
SHP_UNIQLO_000107,FR_PRD_00614,FAC_FR_001,DST_UNIQLO_001,T_SEA,3226.55,3830,0.6051,29.29,35.15,29.29
SHP_UNIQLO_000108,FR_PRD_00344,FAC_FR_016,DST_UNIQLO_001,T_SEA,3502.52,1270,0.4991,26.22,31.47,26.22
SHP_UNIQLO_000109,FR_PRD_00788,FAC_FR_007,DST_UNIQLO_001,T_SEA,2483.48,2114,0.8414,31.34,37.61,31.34
SHP_UNIQLO_000110,FR_PRD_00402,FAC_FR_017,DST_UNIQLO_001,T_SEA,6333.62,4638,0.8441,80.19,96.23,80.19
SHP_UNIQLO_000111,FR_PRD_00317,FAC_FR_013,DST_UNIQLO_001,T_SEA,5190.52,1908,0.5381,41.89,50.27,41.89
SHP_UNIQLO_000112,FR_PRD_00800,FAC_FR_005,DST_UNIQLO_002,T_SEA,2647.53,2725,0.5722,22.73,27.27,22.73
SHP_UNIQLO_000113,FR_PRD_00898,FAC_FR_011,DST_UNIQLO_003,T_SEA,7279.16,4929,0.5471,59.74,71.69,59.74
SHP_UNIQLO_000114,FR_PRD_00067,FAC_FR_003,DST_UNIQLO_001,T_SEA,5027.2,3437,0.8696,65.57,78.69,65.57
SHP_UNIQLO_000115,FR_PRD_00864,FAC_FR_007,DST_UNIQLO_002,T_SEA,1642.03,1263,0.4433,10.92,13.1,10.92
SHP_UNIQLO_000116,FR_PRD_00251,FAC_FR_020,DST_UNIQLO_002,T_SEA,3283.84,1876,0.5872,28.92,34.71,28.92
SHP_UNIQLO_000117,FR_PRD_00479,FAC_FR_008,DST_UNIQLO_001,T_SEA,4374.63,2566,1.0675,70.05,84.06,70.05
SHP_UNIQLO_000118,FR_PRD_00283,FAC_FR_005,DST_UNIQLO_003,T_ROAD_D,6723.7,4925,0.7388,521.55,19.87,4.97
SHP_UNIQLO_000119,FR_PRD_00440,FAC_FR_012,DST_UNIQLO_003,T_ROAD_D,9841.79,257,0.093,96.14,3.66,0.92
SHP_UNIQLO_000120,FR_PRD_00509,FAC_FR_009,DST_UNIQLO_003,T_SEA,6028.29,4642,1.8289,165.38,198.46,165.38
SHP_UNIQLO_000121,FR_PRD_00360,FAC_FR_015,DST_UNIQLO_003,T_AIR,7313.45,863,0.3314,3029.52,12.12,2.42
SHP_UNIQLO_000122,FR_PRD_00163,FAC_FR_006,DST_UNIQLO_001,T_ROAD_D,5403.58,4716,1.6647,944.54,35.98,9.0
SHP_UNIQLO_000123,FR_PRD_00624,FAC_FR_003,DST_UNIQLO_003,T_SEA,6100.3,3104,0.8195,74.98,89.98,74.98
SHP_UNIQLO_000124,FR_PRD_00813,FAC_FR_019,DST_UNIQLO_001,T_SEA,3416.6,1383,0.4273,21.9,26.28,21.9
SHP_UNIQLO_000125,FR_PRD_00196,FAC_FR_016,DST_UNIQLO_001,T_RAIL,3502.52,1381,0.2389,18.41,1.67,0.84
SHP_UNIQLO_000126,FR_PRD_00026,FAC_FR_016,DST_UNIQLO_003,T_ROAD_D,8152.05,2483,1.0627,909.65,34.65,8.66
SHP_UNIQLO_000127,FR_PRD_00809,FAC_FR_008,DST_UNIQLO_001,T_SEA,4374.63,1132,0.2185,14.34,17.2,14.34
SHP_UNIQLO_000128,FR_PRD_00386,FAC_FR_013,DST_UNIQLO_001,T_ROAD_D,5190.52,2087,0.5009,272.98,10.4,2.6
SHP_UNIQLO_000129,FR_PRD_00779,FAC_FR_004,DST_UNIQLO_003,T_SEA,6804.98,4318,0.4534,46.28,55.54,46.28
SHP_UNIQLO_000130,FR_PRD_00764,FAC_FR_015,DST_UNIQLO_001,T_SEA,4388.9,4920,0.8216,54.09,64.91,54.09
SHP_UNIQLO_000131,FR_PRD_00501,FAC_FR_013,DST_UNIQLO_002,T_SEA,3556.82,1439,0.3626,19.35,23.22,19.35
SHP_UNIQLO_000132,FR_PRD_00525,FAC_FR_014,DST_UNIQLO_001,T_ROAD_D,4421.87,3046,0.7067,328.11,12.5,3.12
SHP_UNIQLO_000133,FR_PRD_00527,FAC_FR_009,DST_UNIQLO_003,T_RAIL,6028.29,1484,0.5595,74.2,6.75,3.37
SHP_UNIQLO_000134,FR_PRD_00403,FAC_FR_016,DST_UNIQLO_002,T_ROAD_D,1825.66,2455,0.6432,123.3,4.7,1.17
SHP_UNIQLO_000135,FR_PRD_00662,FAC_FR_006,DST_UNIQLO_002,T_SEA,3878.29,3799,1.3334,77.57,93.09,77.57
SHP_UNIQLO_000136,FR_PRD_00234,FAC_FR_014,DST_UNIQLO_002,T_SEA,3244.64,2276,0.7465,36.33,43.6,36.33
SHP_UNIQLO_000137,FR_PRD_00832,FAC_FR_001,DST_UNIQLO_003,T_SEA,7144.62,1943,0.4955,53.1,63.72,53.1
SHP_UNIQLO_000138,FR_PRD_00744,FAC_FR_018,DST_UNIQLO_001,T_SEA,2218.85,863,0.3297,10.97,13.17,10.97
SHP_UNIQLO_000139,FR_PRD_00211,FAC_FR_015,DST_UNIQLO_003,T_RAIL,7313.45,3966,1.1422,183.78,16.71,8.35
SHP_UNIQLO_000140,FR_PRD_00609,FAC_FR_011,DST_UNIQLO_002,T_ROAD_D,4008.47,4830,0.6665,280.54,10.69,2.67
SHP_UNIQLO_000141,FR_PRD_00916,FAC_FR_012,DST_UNIQLO_001,T_SEA,3009.36,4218,0.9364,42.27,50.72,42.27
SHP_UNIQLO_000142,FR_PRD_00475,FAC_FR_002,DST_UNIQLO_001,T_SEA,4164.74,4525,1.2037,75.19,90.23,75.19
SHP_UNIQLO_000143,FR_PRD_00604,FAC_FR_007,DST_UNIQLO_002,T_SEA,1642.03,2090,0.6061,14.93,17.91,14.93
SHP_UNIQLO_000144,FR_PRD_00128,FAC_FR_007,DST_UNIQLO_002,T_SEA,1642.03,3570,1.096,26.99,32.39,26.99
SHP_UNIQLO_000145,FR_PRD_00046,FAC_FR_020,DST_UNIQLO_002,T_RAIL,3283.84,916,0.2427,17.54,1.59,0.8
SHP_UNIQLO_000146,FR_PRD_00729,FAC_FR_006,DST_UNIQLO_001,T_ROAD_D,5403.58,3839,1.2822,727.5,27.71,6.93
SHP_UNIQLO_000147,FR_PRD_00151,FAC_FR_009,DST_UNIQLO_003,T_SEA,6028.29,2967,0.5637,50.97,61.17,50.97
SHP_UNIQLO_000148,FR_PRD_00444,FAC_FR_002,DST_UNIQLO_003,T_SEA,7591.05,550,0.2145,24.42,29.31,24.42
SHP_UNIQLO_000149,FR_PRD_00270,FAC_FR_014,DST_UNIQLO_001,T_SEA,4421.87,3100,0.6634,44.0,52.8,44.0
SHP_UNIQLO_000150,FR_PRD_00292,FAC_FR_016,DST_UNIQLO_001,T_SEA,3502.52,679,0.1412,7.42,8.9,7.42
SHP_UNIQLO_000151,FR_PRD_00169,FAC_FR_008,DST_UNIQLO_002,T_SEA,2610.31,4481,0.9455,37.02,44.42,37.02
SHP_UNIQLO_000152,FR_PRD_00873,FAC_FR_013,DST_UNIQLO_002,T_RAIL,3556.82,1638,0.5192,40.63,3.69,1.85
SHP_UNIQLO_000153,FR_PRD_00288,FAC_FR_007,DST_UNIQLO_003,T_ROAD_D,7567.25,3543,0.7405,588.36,22.41,5.6
SHP_UNIQLO_000154,FR_PRD_00505,FAC_FR_013,DST_UNIQLO_003,T_SEA,7193.83,973,0.1557,16.8,20.16,16.8
SHP_UNIQLO_000155,FR_PRD_00559,FAC_FR_010,DST_UNIQLO_003,T_RAIL,8114.17,2331,0.5967,106.52,9.68,4.84
SHP_UNIQLO_000156,FR_PRD_00445,FAC_FR_006,DST_UNIQLO_001,T_SEA,5403.58,2177,0.3962,32.11,38.54,32.11
SHP_UNIQLO_000157,FR_PRD_00033,FAC_FR_003,DST_UNIQLO_002,T_SEA,3701.83,700,0.0987,5.48,6.58,5.48
SHP_UNIQLO_000158,FR_PRD_00414,FAC_FR_017,DST_UNIQLO_002,T_SEA,4810.44,1635,0.2338,16.87,20.24,16.87
SHP_UNIQLO_000159,FR_PRD_00192,FAC_FR_019,DST_UNIQLO_001,T_SEA,3416.6,4123,1.1173,57.26,68.71,57.26
SHP_UNIQLO_000160,FR_PRD_00197,FAC_FR_007,DST_UNIQLO_001,T_AIR,2483.48,611,0.1155,358.49,1.43,0.29
SHP_UNIQLO_000161,FR_PRD_00556,FAC_FR_015,DST_UNIQLO_002,T_SEA,2811.46,4415,0.989,41.71,50.05,41.71
SHP_UNIQLO_000162,FR_PRD_00094,FAC_FR_007,DST_UNIQLO_003,T_SEA,7567.25,1246,0.4635,52.61,63.14,52.61
SHP_UNIQLO_000163,FR_PRD_00886,FAC_FR_004,DST_UNIQLO_002,T_SEA,5099.36,1661,0.6079,46.5,55.8,46.5
SHP_UNIQLO_000164,FR_PRD_00855,FAC_FR_007,DST_UNIQLO_001,T_SEA,2483.48,2846,0.757,28.2,33.84,28.2
SHP_UNIQLO_000165,FR_PRD_00499,FAC_FR_019,DST_UNIQLO_003,T_SEA,7406.7,723,0.2003,22.25,26.7,22.25
SHP_UNIQLO_000166,FR_PRD_00012,FAC_FR_008,DST_UNIQLO_002,T_SEA,2610.31,4636,1.5392,60.26,72.32,60.26
SHP_UNIQLO_000167,FR_PRD_00354,FAC_FR_019,DST_UNIQLO_002,T_SEA,2036.02,3373,0.9647,29.46,35.35,29.46
SHP_UNIQLO_000168,FR_PRD_00835,FAC_FR_015,DST_UNIQLO_001,T_ROAD_D,4388.9,1469,0.4319,199.03,7.58,1.9
SHP_UNIQLO_000169,FR_PRD_00704,FAC_FR_009,DST_UNIQLO_002,T_SEA,3574.13,2153,0.3294,17.66,21.19,17.66
SHP_UNIQLO_000170,FR_PRD_00396,FAC_FR_009,DST_UNIQLO_003,T_RAIL,6028.29,4371,0.9135,121.16,11.01,5.51
SHP_UNIQLO_000171,FR_PRD_00674,FAC_FR_003,DST_UNIQLO_003,T_SEA,6100.3,2127,0.3914,35.81,42.97,35.81
SHP_UNIQLO_000172,FR_PRD_00206,FAC_FR_005,DST_UNIQLO_001,T_SEA,3845.09,2259,0.4586,26.45,31.74,26.45
SHP_UNIQLO_000173,FR_PRD_00546,FAC_FR_007,DST_UNIQLO_002,T_SEA,1642.03,4547,1.3459,33.15,39.78,33.15
SHP_UNIQLO_000174,FR_PRD_00474,FAC_FR_009,DST_UNIQLO_002,T_RAIL,3574.13,3419,0.5299,41.67,3.79,1.89
SHP_UNIQLO_000175,FR_PRD_00900,FAC_FR_002,DST_UNIQLO_002,T_SEA,2546.55,1076,0.3626,13.85,16.62,13.85
SHP_UNIQLO_000176,FR_PRD_00820,FAC_FR_006,DST_UNIQLO_002,T_SEA,3878.29,306,0.108,6.28,7.54,6.28
SHP_UNIQLO_000177,FR_PRD_00505,FAC_FR_017,DST_UNIQLO_002,T_SEA,4810.44,304,0.0486,3.51,4.21,3.51
SHP_UNIQLO_000178,FR_PRD_00715,FAC_FR_003,DST_UNIQLO_003,T_SEA,6100.3,1961,0.5197,47.55,57.06,47.55
SHP_UNIQLO_000179,FR_PRD_00124,FAC_FR_009,DST_UNIQLO_001,T_SEA,4810.81,2115,0.4315,31.14,37.36,31.14
