measurement_id,product_id,factory_id,production_volume,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
TED_MSR_00033,TED_PRD_0386,FAC_TED_012,10939,182298.44,25853.23,2.72,2023-06-22
TED_MSR_00034,TED_PRD_0584,FAC_TED_015,7036,10993046.4,19630.44,3.88,2024-06-19
TED_MSR_00035,TED_PRD_0081,FAC_TED_003,571,11494.23,1630.09,3.7,2024-02-15
TED_MSR_00036,TED_PRD_0999,FAC_TED_018,525,22821.75,1724.31,10.64,2023-01-01
TED_MSR_00037,TED_PRD_0034,FAC_TED_009,14638,445214.77,63139.55,4.82,2023-03-30
TED_MSR_00038,TED_PRD_0618,FAC_TED_012,10414,260870.7,32000.14,5.47,2024-10-30
TED_MSR_00039,TED_PRD_0358,FAC_TED_015,3492,81189.0,9959.18,9.07,2024-09-09
TED_MSR_00040,TED_PRD_0476,FAC_TED_014,636,91075.2,2618.41,5.45,2024-11-02
TED_MSR_00041,TED_PRD_0746,FAC_TED_011,4469,118249.74,8934.42,7.89,2024-05-28
TED_MSR_00042,TED_PRD_0780,FAC_TED_018,975,289770.0,8330.89,3.13,2024-07-09
TED_MSR_00043,TED_PRD_0254,FAC_TED_015,11899,932881.6,26820.35,11.82,2023-05-14
TED_MSR_00044,TED_PRD_0416,FAC_TED_008,5854,640661.76,48405.56,8.45,2023-09-03
TED_MSR_00045,TED_PRD_0409,FAC_TED_018,1406,47979.75,5885.52,6.93,2024-03-30
TED_MSR_00046,TED_PRD_0914,FAC_TED_013,1354,2010690.0,4423.52,5.17,2023-03-30
TED_MSR_00047,TED_PRD_0253,FAC_TED_014,1293,35376.48,2672.89,6.59,2024-08-24
TED_MSR_00048,TED_PRD_0609,FAC_TED_013,4170,418668.0,12036.71,11.24,2023-07-22
TED_MSR_00049,TED_PRD_0590,FAC_TED_020,4110,169044.3,12772.24,3.65,2024-05-19
TED_MSR_00050,TED_PRD_0308,FAC_TED_005,340,156672.0,4504.32,6.36,2023-09-03
TED_MSR_00051,TED_PRD_0468,FAC_TED_001,528,3762.0,461.47,6.37,2023-08-22
TED_MSR_00052,TED_PRD_0794,FAC_TED_015,6348,2607758.4,74973.05,11.65,2024-07-21
TED_MSR_00053,TED_PRD_0734,FAC_TED_007,9189,923770.17,69795.97,3.85,2024-11-15
TED_MSR_00054,TED_PRD_0672,FAC_TED_008,14139,242625.24,34408.67,8.19,2023-04-09
TED_MSR_00055,TED_PRD_0621,FAC_TED_018,1026,229824.0,410.4,8.94,2024-12-19
TED_MSR_00056,TED_PRD_0887,FAC_TED_016,8627,127636.46,18101.17,9.94,2024-04-03
TED_MSR_00057,TED_PRD_0280,FAC_TED_008,6866,120463.97,17083.98,3.08,2024-11-29
TED_MSR_00058,TED_PRD_0230,FAC_TED_020,3043,1141125.0,2510.48,4.99,2023-09-06
TED_MSR_00059,TED_PRD_0356,FAC_TED_003,427,499590.0,1099.1,10.76,2024-03-26
TED_MSR_00060,TED_PRD_0714,FAC_TED_013,941,1040746.0,1858.48,5.6,2023-04-17
TED_MSR_00061,TED_PRD_0481,FAC_TED_019,5864,103851.44,14728.02,8.79,2023-04-21
TED_MSR_00062,TED_PRD_0215,FAC_TED_017,952,149940.0,329.87,2.23,2024-01-23
TED_MSR_00063,TED_PRD_0956,FAC_TED_018,547,170445.2,4900.3,8.2,2023-04-17
TED_MSR_00064,TED_PRD_0605,FAC_TED_008,9214,44595.76,6324.49,11.64,2023-06-06
TED_MSR_00065,TED_PRD_0693,FAC_TED_014,357,11502.54,869.08,7.66,2023-07-03
TED_MSR_00066,TED_PRD_0521,FAC_TED_020,3771,64088.14,9088.86,5.29,2023-07-31
TED_MSR_00067,TED_PRD_0447,FAC_TED_012,4902,38603.25,4735.33,7.81,2024-05-22
TED_MSR_00068,TED_PRD_0519,FAC_TED_015,8768,8329600.0,18325.12,2.32,2024-07-02
TED_MSR_00069,TED_PRD_0313,FAC_TED_019,3275,87442.5,10726.28,5.47,2023-07-31
TED_MSR_00070,TED_PRD_0439,FAC_TED_020,12468,474095.7,58155.74,8.11,2024-09-20
TED_MSR_00071,TED_PRD_0617,FAC_TED_003,1045,114950.0,3304.81,5.66,2024-01-28
TED_MSR_00072,TED_PRD_0856,FAC_TED_019,4552,3594259.2,6418.32,5.66,2024-08-15
TED_MSR_00073,TED_PRD_0452,FAC_TED_014,378,1642.41,232.92,6.99,2024-02-18
TED_MSR_00074,TED_PRD_0856,FAC_TED_012,14482,11434987.2,20419.62,11.06,2023-04-20
TED_MSR_00075,TED_PRD_0632,FAC_TED_008,10409,153636.84,11608.12,7.11,2024-03-23
TED_MSR_00076,TED_PRD_0468,FAC_TED_017,741,5279.62,647.63,9.81,2023-07-20
TED_MSR_00077,TED_PRD_0318,FAC_TED_001,1403,796202.5,1751.65,3.02,2024-06-08
TED_MSR_00078,TED_PRD_0174,FAC_TED_009,4472,18447.0,2262.83,7.68,2023-07-12
TED_MSR_00079,TED_PRD_0044,FAC_TED_004,429,252252.0,450.45,2.74,2023-01-08
TED_MSR_00080,TED_PRD_0357,FAC_TED_019,12948,284856.0,40397.76,9.78,2024-10-09
TED_MSR_00081,TED_PRD_0284,FAC_TED_020,10538,5167835.2,148575.26,9.08,2024-11-07
TED_MSR_00082,TED_PRD_0955,FAC_TED_014,845,23575.5,2891.93,9.6,2023-05-20
TED_MSR_00083,TED_PRD_0545,FAC_TED_013,14431,1255497.0,154007.63,3.73,2024-06-15
TED_MSR_00084,TED_PRD_0969,FAC_TED_012,8116,26042620.8,46504.68,9.0,2023-07-25
TED_MSR_00085,TED_PRD_0949,FAC_TED_015,7776,1343692.8,38631.17,11.74,2023-05-23
TED_MSR_00086,TED_PRD_0888,FAC_TED_014,10615,10759364.0,19213.15,8.94,2024-08-09
TED_MSR_00087,TED_PRD_0205,FAC_TED_019,5392,173892.0,21330.75,4.36,2024-08-13
TED_MSR_00088,TED_PRD_0241,FAC_TED_005,1254,498465.0,1096.62,4.19,2024-03-19
TED_MSR_00089,TED_PRD_0612,FAC_TED_018,686,313364.8,9009.24,10.85,2024-12-20
TED_MSR_00090,TED_PRD_0158,FAC_TED_011,14578,20205108.0,36080.55,2.86,2023-06-16
TED_MSR_00091,TED_PRD_0278,FAC_TED_003,1443,126406.8,3634.2,11.28,2024-09-07
TED_MSR_00092,TED_PRD_0887,FAC_TED_008,11443,169299.19,24009.7,8.64,2023-04-18
TED_MSR_00093,TED_PRD_0956,FAC_TED_005,1479,460856.4,13249.62,7.18,2023-12-07
TED_MSR_00094,TED_PRD_0425,FAC_TED_003,1074,1192140.0,2622.71,10.58,2023-08-16
TED_MSR_00095,TED_PRD_0209,FAC_TED_008,7272,718619.04,54295.66,4.97,2024-03-31
TED_MSR_00096,TED_PRD_0389,FAC_TED_015,3009,79603.1,11289.17,9.58,2024-03-14
TED_MSR_00097,TED_PRD_0925,FAC_TED_008,10466,351657.6,10110.16,10.57,2023-02-22
TED_MSR_00098,TED_PRD_0693,FAC_TED_018,1003,32316.66,2441.7,6.24,2023-01-04
TED_MSR_00099,TED_PRD_0507,FAC_TED_010,13592,359644.32,27173.13,8.8,2023-10-22
TED_MSR_00100,TED_PRD_0339,FAC_TED_003,835,22419.75,2750.16,9.03,2023-08-20
TED_MSR_00101,TED_PRD_0294,FAC_TED_014,424,7135.92,539.16,9.64,2023-10-08
TED_MSR_00102,TED_PRD_0221,FAC_TED_006,11889,381874.68,54156.77,2.3,2023-03-09
TED_MSR_00103,TED_PRD_0881,FAC_TED_006,13592,577388.16,43624.88,11.53,2023-09-15
TED_MSR_00104,TED_PRD_0721,FAC_TED_004,697,11347.16,1609.23,4.82,2023-05-26
TED_MSR_00105,TED_PRD_0874,FAC_TED_008,11802,328449.66,46580.13,8.76,2024-06-01
TED_MSR_00106,TED_PRD_0665,FAC_TED_013,1182,904230.0,1989.31,8.79,2023-08-04
TED_MSR_00107,TED_PRD_0371,FAC_TED_009,11250,297000.0,36432.0,9.46,2023-05-05
TED_MSR_00108,TED_PRD_0223,FAC_TED_012,4574,98798.4,7464.77,11.16,2023-02-02
TED_MSR_00109,TED_PRD_0832,FAC_TED_014,477,8550.22,1048.83,5.31,2024-07-02
TED_MSR_00110,TED_PRD_0950,FAC_TED_001,1021,819352.5,1802.58,6.2,2024-03-25
TED_MSR_00111,TED_PRD_0755,FAC_TED_013,1403,250856.4,7212.12,10.14,2023-12-05
TED_MSR_00112,TED_PRD_0367,FAC_TED_010,11921,201941.74,28639.01,2.88,2024-06-11
TED_MSR_00113,TED_PRD_0148,FAC_TED_006,11040,2190336.0,62972.16,2.89,2023-08-29
TED_MSR_00114,TED_PRD_0670,FAC_TED_014,5973,446631.08,54786.75,8.19,2024-02-12
TED_MSR_00115,TED_PRD_0486,FAC_TED_010,8573,204466.05,25081.17,11.52,2023-03-24
TED_MSR_00116,TED_PRD_0620,FAC_TED_007,8189,289276.42,35484.57,6.92,2023-05-03
TED_MSR_00117,TED_PRD_0085,FAC_TED_013,11841,657175.5,80613.53,3.93,2023-02-13
TED_MSR_00118,TED_PRD_0856,FAC_TED_009,9958,7862836.8,14040.78,8.7,2023-12-01
TED_MSR_00119,TED_PRD_0141,FAC_TED_015,3559,48313.42,5926.45,7.28,2023-09-21
TED_MSR_00120,TED_PRD_0761,FAC_TED_014,12748,13099844.8,23392.58,7.57,2024-05-20
TED_MSR_00121,TED_PRD_0360,FAC_TED_010,4245,3494484.0,6240.15,7.97,2024-08-27
TED_MSR_00122,TED_PRD_0015,FAC_TED_019,6746,176677.74,13348.98,4.78,2023-09-02
TED_MSR_00123,TED_PRD_0227,FAC_TED_015,13557,41958915.0,92309.61,2.9,2024-06-02
TED_MSR_00124,TED_PRD_0175,FAC_TED_019,5286,94355.1,11574.23,3.77,2023-11-28
TED_MSR_00125,TED_PRD_0872,FAC_TED_008,6796,954158.4,27432.05,3.59,2023-08-04
TED_MSR_00126,TED_PRD_0775,FAC_TED_002,1483,31239.4,4430.31,6.7,2023-07-01
TED_MSR_00127,TED_PRD_0209,FAC_TED_009,9715,960036.3,72536.08,5.81,2023-11-05
TED_MSR_00128,TED_PRD_0491,FAC_TED_007,13614,528087.06,39899.91,3.66,2023-02-02
TED_MSR_00129,TED_PRD_0036,FAC_TED_005,390,10740.6,811.51,6.62,2023-02-01
TED_MSR_00130,TED_PRD_0957,FAC_TED_017,1112,11436.92,1621.96,7.33,2024-06-01
TED_MSR_00131,TED_PRD_0731,FAC_TED_012,12005,2333772.0,67095.95,6.28,2023-02-19
TED_MSR_00132,TED_PRD_0082,FAC_TED_013,4011,3144624.0,5615.4,7.9,2024-03-27
TED_MSR_00133,TED_PRD_0751,FAC_TED_007,5086,1751618.4,3127.89,9.77,2023-11-18
TED_MSR_00134,TED_PRD_0999,FAC_TED_002,350,15214.5,1149.54,3.77,2024-03-15
TED_MSR_00135,TED_PRD_0810,FAC_TED_016,5849,1261044.4,36255.03,11.22,2023-08-25
TED_MSR_00136,TED_PRD_0098,FAC_TED_018,1103,113167.8,8550.46,5.6,2024-06-11
TED_MSR_00137,TED_PRD_0101,FAC_TED_015,5687,6321669.2,11288.7,11.48,2024-11-29
TED_MSR_00138,TED_PRD_0216,FAC_TED_007,8346,397269.6,11421.5,3.38,2023-08-04
TED_MSR_00139,TED_PRD_0826,FAC_TED_010,8274,147442.68,20910.05,7.51,2024-07-17
TED_MSR_00140,TED_PRD_0805,FAC_TED_015,8102,187966.4,5404.03,6.56,2024-06-23
TED_MSR_00141,TED_PRD_0918,FAC_TED_005,940,24322.5,2983.56,3.13,2024-12-12
TED_MSR_00142,TED_PRD_0081,FAC_TED_004,1358,27336.54,3876.82,6.44,2023-10-11
TED_MSR_00143,TED_PRD_0860,FAC_TED_015,10074,15231888.0,27199.8,6.11,2023-10-22
TED_MSR_00144,TED_PRD_0031,FAC_TED_002,530,89040.0,2559.9,11.84,2023-09-10
TED_MSR_00145,TED_PRD_0086,FAC_TED_013,964,27849.96,2104.22,7.13,2023-10-11
TED_MSR_00146,TED_PRD_0961,FAC_TED_020,5976,194160.24,14669.88,6.72,2023-02-02
TED_MSR_00147,TED_PRD_0284,FAC_TED_019,7513,3684375.2,105925.79,6.69,2024-01-04
TED_MSR_00148,TED_PRD_0755,FAC_TED_018,793,141788.4,4076.42,9.41,2024-08-09
TED_MSR_00149,TED_PRD_0612,FAC_TED_013,474,216523.2,6225.04,11.46,2024-02-29
TED_MSR_00150,TED_PRD_0280,FAC_TED_007,6347,111358.12,15792.61,6.02,2024-11-09
TED_MSR_00151,TED_PRD_0352,FAC_TED_006,8443,992896.8,28545.78,4.11,2024-05-29
TED_MSR_00152,TED_PRD_0169,FAC_TED_015,8502,2699385.0,5938.65,8.0,2023-12-05
TED_MSR_00153,TED_PRD_0305,FAC_TED_018,649,9494.87,1346.55,10.31,2024-09-19
TED_MSR_00154,TED_PRD_0110,FAC_TED_004,1177,280596.8,8067.16,5.32,2024-12-13
TED_MSR_00155,TED_PRD_0166,FAC_TED_017,503,10563.0,1295.73,7.6,2024-03-02
TED_MSR_00156,TED_PRD_0047,FAC_TED_004,1157,9284.92,1138.95,10.05,2024-02-01
TED_MSR_00157,TED_PRD_0650,FAC_TED_016,3149,405591.2,11660.75,10.13,2023-06-25
TED_MSR_00158,TED_PRD_0766,FAC_TED_018,503,13671.54,1032.96,3.12,2024-12-31
TED_MSR_00159,TED_PRD_0244,FAC_TED_009,10426,684101.99,97018.1,5.23,2023-05-21
TED_MSR_00160,TED_PRD_0080,FAC_TED_002,911,394007.5,866.82,7.27,2023-05-29
TED_MSR_00161,TED_PRD_0038,FAC_TED_015,14276,1216315.2,149201.33,10.28,2024-05-21
TED_MSR_00162,TED_PRD_0562,FAC_TED_020,3652,1104730.0,2430.41,9.07,2024-08-13
TED_MSR_00163,TED_PRD_0625,FAC_TED_019,7051,1074572.4,30893.96,5.69,2024-03-29
TED_MSR_00164,TED_PRD_0527,FAC_TED_002,647,94203.2,168.22,11.42,2023-05-01
TED_MSR_00165,TED_PRD_0124,FAC_TED_018,610,30988.0,890.9,10.81,2024-04-27
TED_MSR_00166,TED_PRD_0077,FAC_TED_006,4884,927960.0,26678.85,3.33,2024-10-27
TED_MSR_00167,TED_PRD_0421,FAC_TED_004,595,40108.95,3030.45,10.6,2024-09-06
TED_MSR_00168,TED_PRD_0787,FAC_TED_003,589,364473.2,650.84,4.1,2024-01-11
TED_MSR_00169,TED_PRD_0355,FAC_TED_017,1397,53058.06,4008.83,3.91,2023-03-16
TED_MSR_00170,TED_PRD_0551,FAC_TED_013,653,20275.65,2487.15,5.89,2024-01-04
TED_MSR_00171,TED_PRD_0640,FAC_TED_013,809,16200.22,1987.23,3.71,2024-07-02
TED_MSR_00172,TED_PRD_0783,FAC_TED_001,1267,33588.17,4763.41,3.43,2023-09-04
TED_MSR_00173,TED_PRD_0042,FAC_TED_018,491,1540512.5,3389.13,8.11,2024-01-13
TED_MSR_00174,TED_PRD_0344,FAC_TED_014,14666,296839.84,42097.29,2.97,2024-07-09
TED_MSR_00175,TED_PRD_0173,FAC_TED_013,3700,60846.5,8629.14,3.54,2023-07-31
TED_MSR_00176,TED_PRD_0262,FAC_TED_016,10719,8896770.0,19572.89,7.69,2024-07-17
TED_MSR_00177,TED_PRD_0732,FAC_TED_011,6513,4923828.0,8792.55,9.89,2023-08-28
TED_MSR_00178,TED_PRD_0198,FAC_TED_020,4162,1083784.8,1935.33,2.01,2024-07-11
TED_MSR_00179,TED_PRD_0488,FAC_TED_016,10200,241230.0,34210.8,6.24,2023-06-24
TED_MSR_00180,TED_PRD_0364,FAC_TED_014,897,9014.85,1105.82,6.82,2023-03-29
TED_MSR_00181,TED_PRD_0214,FAC_TED_005,313,9155.25,1123.04,2.96,2024-01-26
TED_MSR_00182,TED_PRD_0790,FAC_TED_016,3759,73187.73,10379.35,6.41,2023-11-24
TED_MSR_00183,TED_PRD_0593,FAC_TED_012,11855,157375.12,19304.68,4.86,2023-03-14
TED_MSR_00184,TED_PRD_0764,FAC_TED_003,930,288300.0,634.26,5.15,2023-11-14
TED_MSR_00185,TED_PRD_0565,FAC_TED_014,3251,146295.0,11053.4,8.97,2023-12-23
TED_MSR_00186,TED_PRD_0390,FAC_TED_013,3061,70035.68,9932.33,5.23,2024-06-15
TED_MSR_00187,TED_PRD_0811,FAC_TED_009,11141,47182.13,6691.28,5.64,2024-10-28
TED_MSR_00188,TED_PRD_0566,FAC_TED_011,7451,15563648.8,27792.23,7.3,2023-08-05
TED_MSR_00189,TED_PRD_0395,FAC_TED_014,8120,763280.0,21944.3,10.05,2023-04-20
TED_MSR_00190,TED_PRD_0827,FAC_TED_012,6577,117925.61,16724.0,9.93,2023-05-15
TED_MSR_00191,TED_PRD_0450,FAC_TED_003,1200,468000.0,1029.6,9.76,2023-09-20
TED_MSR_00192,TED_PRD_0244,FAC_TED_015,6891,452152.96,64123.51,6.7,2023-08-31
TED_MSR_00193,TED_PRD_0197,FAC_TED_020,4418,54341.4,6665.88,2.32,2024-04-14
TED_MSR_00194,TED_PRD_0845,FAC_TED_002,925,409312.5,900.49,3.03,2024-04-22
TED_MSR_00195,TED_PRD_0438,FAC_TED_003,1058,7739.27,1097.57,7.38,2023-04-25
TED_MSR_00196,TED_PRD_0401,FAC_TED_008,11163,34694604.0,61954.65,11.86,2024-08-12
TED_MSR_00197,TED_PRD_0458,FAC_TED_013,982,41538.6,5095.4,10.71,2023-10-17
TED_MSR_00198,TED_PRD_0756,FAC_TED_005,456,14774.4,1812.33,2.35,2024-09-08
TED_MSR_00199,TED_PRD_0389,FAC_TED_011,7466,197513.03,28010.94,8.32,2024-09-22
TED_MSR_00200,TED_PRD_0157,FAC_TED_006,13304,1372972.8,39472.97,10.13,2023-02-23
TED_MSR_00201,TED_PRD_0125,FAC_TED_002,922,26885.52,2031.35,11.1,2023-06-18
TED_MSR_00202,TED_PRD_0718,FAC_TED_002,1149,620919.6,1108.79,11.42,2024-10-10
TED_MSR_00203,TED_PRD_0895,FAC_TED_003,804,10214.82,1448.65,10.18,2023-07-17
TED_MSR_00204,TED_PRD_0476,FAC_TED_005,713,102101.6,2935.42,11.33,2024-04-15
TED_MSR_00205,TED_PRD_0093,FAC_TED_006,12175,9749740.0,17410.25,11.34,2023-12-23
TED_MSR_00206,TED_PRD_0224,FAC_TED_016,5701,50453.85,6189.01,5.56,2024-07-19
TED_MSR_00207,TED_PRD_0389,FAC_TED_010,11351,300290.7,42586.68,9.35,2024-03-04
TED_MSR_00208,TED_PRD_0869,FAC_TED_017,1239,36612.45,4491.13,10.72,2024-04-22
TED_MSR_00209,TED_PRD_0011,FAC_TED_018,1025,129560.0,3724.85,3.07,2023-12-04
TED_MSR_00210,TED_PRD_0366,FAC_TED_018,1498,36401.4,2750.33,10.34,2024-03-09
TED_MSR_00211,TED_PRD_0485,FAC_TED_007,9662,1480218.4,42556.28,2.02,2024-10-03
TED_MSR_00212,TED_PRD_0979,FAC_TED_013,1433,29398.0,4169.17,11.71,2024-03-14
TED_MSR_00213,TED_PRD_0513,FAC_TED_001,1420,671944.0,1199.9,9.51,2023-09-18
TED_MSR_00214,TED_PRD_0272,FAC_TED_016,7438,406226.37,57610.29,10.02,2023-09-27
TED_MSR_00215,TED_PRD_0156,FAC_TED_013,9545,5852994.0,10451.78,2.37,2024-03-09
TED_MSR_00216,TED_PRD_0499,FAC_TED_002,760,117040.0,3364.9,2.99,2023-02-02
TED_MSR_00217,TED_PRD_0436,FAC_TED_015,9273,7114245.6,12704.01,7.9,2023-07-02
TED_MSR_00218,TED_PRD_0891,FAC_TED_018,909,295425.0,649.94,10.44,2023-07-06
TED_MSR_00219,TED_PRD_0326,FAC_TED_016,10947,309362.22,23374.03,2.96,2024-03-06
TED_MSR_00220,TED_PRD_0705,FAC_TED_010,5463,131002.74,18578.57,7.28,2024-02-12
TED_MSR_00221,TED_PRD_0912,FAC_TED_018,407,932192.8,1664.63,7.39,2024-09-09
TED_MSR_00222,TED_PRD_0452,FAC_TED_013,422,1833.59,260.04,10.62,2023-02-14
TED_MSR_00223,TED_PRD_0263,FAC_TED_010,6785,6250342.0,11161.32,3.21,2024-01-31
TED_MSR_00224,TED_PRD_0681,FAC_TED_001,1265,278300.0,612.26,6.77,2024-02-04
TED_MSR_00225,TED_PRD_0764,FAC_TED_001,1265,392150.0,862.73,3.93,2024-01-02
TED_MSR_00226,TED_PRD_0742,FAC_TED_004,1078,1943095.0,4274.81,9.49,2024-09-27
TED_MSR_00227,TED_PRD_0817,FAC_TED_011,5685,800448.0,23012.88,7.91,2023-11-03
TED_MSR_00228,TED_PRD_0976,FAC_TED_015,8100,81526.5,11561.94,8.13,2023-02-10
TED_MSR_00229,TED_PRD_0930,FAC_TED_018,520,6435.0,789.36,2.13,2024-12-21
TED_MSR_00230,TED_PRD_0857,FAC_TED_016,6137,156493.5,19196.54,2.1,2024-07-07
TED_MSR_00231,TED_PRD_0437,FAC_TED_014,433,12145.65,1489.87,5.91,2023-05-30
TED_MSR_00232,TED_PRD_0034,FAC_TED_010,13408,407804.32,57834.07,9.43,2024-06-29
TED_MSR_00233,TED_PRD_0318,FAC_TED_018,1009,572607.5,1259.74,3.23,2024-12-14
TED_MSR_00234,TED_PRD_0319,FAC_TED_008,8392,722802.96,54611.78,8.91,2024-05-30
TED_MSR_00235,TED_PRD_0397,FAC_TED_014,1282,1022395.0,2249.27,2.0,2024-03-14
TED_MSR_00236,TED_PRD_0972,FAC_TED_006,4731,898890.0,1977.56,7.7,2023-11-04
TED_MSR_00237,TED_PRD_0211,FAC_TED_003,992,2624832.0,4687.2,3.83,2023-04-12
TED_MSR_00238,TED_PRD_0537,FAC_TED_003,962,544107.2,971.62,11.27,2023-11-17
TED_MSR_00239,TED_PRD_0916,FAC_TED_010,12156,196927.2,14878.94,8.45,2023-08-22
TED_MSR_00240,TED_PRD_0726,FAC_TED_001,1070,818550.0,1800.81,2.66,2024-03-27
TED_MSR_00241,TED_PRD_0787,FAC_TED_004,432,267321.6,477.36,6.6,2023-02-21
TED_MSR_00242,TED_PRD_0593,FAC_TED_006,5051,67052.02,8225.05,8.92,2024-04-18
TED_MSR_00243,TED_PRD_0204,FAC_TED_006,4765,1134070.0,32604.51,7.44,2024-09-02
TED_MSR_00244,TED_PRD_0584,FAC_TED_012,8692,13580380.8,24250.68,3.91,2024-03-15
TED_MSR_00245,TED_PRD_0965,FAC_TED_012,7049,4458492.5,9808.68,3.47,2023-06-17
TED_MSR_00246,TED_PRD_0440,FAC_TED_018,1293,93794.22,7086.67,10.64,2024-05-27
TED_MSR_00247,TED_PRD_0512,FAC_TED_019,3100,8957760.0,15996.0,4.76,2023-10-27
TED_MSR_00248,TED_PRD_0383,FAC_TED_013,301,143155.6,4115.72,9.65,2024-07-19
TED_MSR_00249,TED_PRD_0378,FAC_TED_019,3473,63034.95,7732.29,5.21,2024-04-27
TED_MSR_00250,TED_PRD_0349,FAC_TED_017,1355,145798.0,4191.69,10.07,2023-11-23
TED_MSR_00251,TED_PRD_0989,FAC_TED_003,691,1694677.5,3728.29,6.58,2023-12-15
TED_MSR_00252,TED_PRD_0709,FAC_TED_014,1388,26337.3,3230.71,4.79,2024-06-15
TED_MSR_00253,TED_PRD_0609,FAC_TED_009,14935,1499474.0,43109.88,4.7,2023-09-30
TED_MSR_00254,TED_PRD_0752,FAC_TED_007,12186,12249367.2,21873.87,6.59,2023-04-07
TED_MSR_00255,TED_PRD_0392,FAC_TED_015,11972,5195848.0,9278.3,9.7,2023-03-25
TED_MSR_00256,TED_PRD_0756,FAC_TED_004,780,25272.0,3100.03,11.68,2023-01-05
TED_MSR_00257,TED_PRD_0877,FAC_TED_014,1082,22007.88,1662.82,6.35,2023-03-26
TED_MSR_00258,TED_PRD_0552,FAC_TED_011,14618,344253.9,42228.48,3.36,2024-10-26
TED_MSR_00259,TED_PRD_0992,FAC_TED_019,7867,11544822.5,25398.61,3.93,2023-03-15
TED_MSR_00260,TED_PRD_0434,FAC_TED_013,10861,39381986.0,70324.97,3.74,2024-03-04
TED_MSR_00261,TED_PRD_0193,FAC_TED_015,4162,2726110.0,5997.44,11.21,2023-08-25
