shipment_id,product_id,origin_factory_id,destination_id,transport_id,distance_km,shipped_quantity,total_weight_tons,transport_co2_footprint,transport_nox_footprint,transport_sox_footprint
SHP_TEDDY_000019,TED_PRD_0186,FAC_TED_012,DST_TEDDY_002,T_SEA,7133.13,1025,0.2747,29.39,35.27,29.39
SHP_TEDDY_000020,TED_PRD_0402,FAC_TED_003,DST_TEDDY_002,T_ROAD_D,5827.64,1448,1.196,731.86,27.88,6.97
SHP_TEDDY_000021,TED_PRD_0778,FAC_TED_008,DST_TEDDY_001,T_SEA,5089.97,2367,0.3716,28.37,34.05,28.37
SHP_TEDDY_000022,TED_PRD_0179,FAC_TED_018,DST_TEDDY_002,T_SEA,5655.92,1211,0.6358,53.94,64.73,53.94
SHP_TEDDY_000023,TED_PRD_0921,FAC_TED_002,DST_TEDDY_003,T_SEA,7181.96,2495,0.6113,65.85,79.02,65.85
SHP_TEDDY_000024,TED_PRD_0235,FAC_TED_005,DST_TEDDY_001,T_ROAD_D,8131.28,219,0.0799,68.25,2.6,0.65
SHP_TEDDY_000025,TED_PRD_0028,FAC_TED_016,DST_TEDDY_002,T_SEA,4637.85,288,0.076,5.29,6.35,5.29
SHP_TEDDY_000026,TED_PRD_0588,FAC_TED_008,DST_TEDDY_001,T_ROAD_D,5089.97,2977,1.298,693.7,26.43,6.61
SHP_TEDDY_000027,TED_PRD_0886,FAC_TED_002,DST_TEDDY_002,T_ROAD_D,6544.81,4208,1.6117,1107.54,42.19,10.55
SHP_TEDDY_000028,TED_PRD_0564,FAC_TED_019,DST_TEDDY_001,T_ROAD_D,6345.52,613,0.3414,227.5,8.67,2.17
SHP_TEDDY_000029,TED_PRD_0027,FAC_TED_010,DST_TEDDY_002,T_ROAD_D,6360.62,354,0.109,72.82,2.77,0.69
SHP_TEDDY_000030,TED_PRD_0384,FAC_TED_018,DST_TEDDY_002,T_RAIL,5655.92,1000,0.296,36.83,3.35,1.67
SHP_TEDDY_000031,TED_PRD_0050,FAC_TED_019,DST_TEDDY_003,T_SEA,6478.1,1845,0.1033,10.04,12.05,10.04
SHP_TEDDY_000032,TED_PRD_0832,FAC_TED_013,DST_TEDDY_001,T_SEA,9366.87,3114,0.7442,104.57,125.48,104.57
SHP_TEDDY_000033,TED_PRD_0755,FAC_TED_003,DST_TEDDY_001,T_ROAD_D,6286.86,2234,0.9986,659.19,25.11,6.28
SHP_TEDDY_000034,TED_PRD_0110,FAC_TED_003,DST_TEDDY_002,T_ROAD_D,5827.64,1610,0.9596,587.16,22.37,5.59
SHP_TEDDY_000035,TED_PRD_0112,FAC_TED_003,DST_TEDDY_002,T_RAIL,5827.64,812,0.1429,18.32,1.67,0.83
SHP_TEDDY_000036,TED_PRD_0114,FAC_TED_015,DST_TEDDY_001,T_ROAD_D,7180.21,396,0.0737,55.53,2.12,0.53
SHP_TEDDY_000037,TED_PRD_0067,FAC_TED_003,DST_TEDDY_003,T_SEA,6279.87,2961,0.6277,59.13,70.96,59.13
SHP_TEDDY_000038,TED_PRD_0760,FAC_TED_018,DST_TEDDY_002,T_SEA,5655.92,3904,0.8784,74.52,89.43,74.52
SHP_TEDDY_000039,TED_PRD_0044,FAC_TED_006,DST_TEDDY_003,T_ROAD_D,7284.47,2847,0.5979,457.29,17.42,4.36
SHP_TEDDY_000040,TED_PRD_0069,FAC_TED_005,DST_TEDDY_003,T_ROAD_D,8266.07,1637,0.2701,234.43,8.93,2.23
SHP_TEDDY_000041,TED_PRD_0626,FAC_TED_011,DST_TEDDY_003,T_SEA,7798.64,4330,1.9139,223.88,268.66,223.88
SHP_TEDDY_000042,TED_PRD_0415,FAC_TED_011,DST_TEDDY_001,T_SEA,7733.35,1682,0.8763,101.65,121.98,101.65
SHP_TEDDY_000043,TED_PRD_0915,FAC_TED_002,DST_TEDDY_003,T_RAIL,7181.96,2672,0.2592,40.95,3.72,1.86
SHP_TEDDY_000044,TED_PRD_0478,FAC_TED_018,DST_TEDDY_003,T_ROAD_D,6504.11,1725,0.4899,334.57,12.75,3.19
SHP_TEDDY_000045,TED_PRD_0323,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,4497,1.5874,151.46,181.75,151.46
SHP_TEDDY_000046,TED_PRD_0468,FAC_TED_010,DST_TEDDY_001,T_ROAD_D,7054.0,441,0.0419,31.03,1.18,0.3
SHP_TEDDY_000047,TED_PRD_0099,FAC_TED_005,DST_TEDDY_002,T_SEA,7145.8,1582,0.5901,63.25,75.9,63.25
SHP_TEDDY_000048,TED_PRD_0175,FAC_TED_013,DST_TEDDY_001,T_ROAD_D,9366.87,3353,0.798,784.86,29.9,7.47
SHP_TEDDY_000049,TED_PRD_0443,FAC_TED_012,DST_TEDDY_002,T_SEA,7133.13,1577,1.6322,174.64,209.57,174.64
SHP_TEDDY_000050,TED_PRD_0321,FAC_TED_020,DST_TEDDY_002,T_ROAD_D,5267.72,2654,2.4284,1343.18,51.17,12.79
SHP_TEDDY_000051,TED_PRD_0246,FAC_TED_015,DST_TEDDY_001,T_ROAD_D,7180.21,1488,0.5506,415.08,15.81,3.95
SHP_TEDDY_000052,TED_PRD_0381,FAC_TED_013,DST_TEDDY_001,T_SEA,9366.87,4130,1.619,227.47,272.96,227.47
SHP_TEDDY_000053,TED_PRD_0818,FAC_TED_009,DST_TEDDY_002,T_SEA,7559.0,2237,1.8903,214.33,257.19,214.33
SHP_TEDDY_000054,TED_PRD_0320,FAC_TED_015,DST_TEDDY_002,T_SEA,6190.85,4638,2.1891,203.29,243.95,203.29
SHP_TEDDY_000055,TED_PRD_0765,FAC_TED_014,DST_TEDDY_001,T_ROAD_D,6577.42,1910,0.2731,188.63,7.19,1.8
SHP_TEDDY_000056,TED_PRD_0287,FAC_TED_001,DST_TEDDY_001,T_ROAD_D,5941.23,2528,0.1643,102.51,3.91,0.98
SHP_TEDDY_000057,TED_PRD_0805,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,3666,0.2126,20.29,24.34,20.29
SHP_TEDDY_000058,TED_PRD_0354,FAC_TED_012,DST_TEDDY_002,T_RAIL,7133.13,3692,1.5396,241.6,21.96,10.98
SHP_TEDDY_000059,TED_PRD_0186,FAC_TED_003,DST_TEDDY_003,T_ROAD_D,6279.87,3860,1.0345,682.12,25.99,6.5
SHP_TEDDY_000060,TED_PRD_0664,FAC_TED_016,DST_TEDDY_003,T_SEA,5572.41,4168,1.5255,127.51,153.01,127.51
SHP_TEDDY_000061,TED_PRD_0837,FAC_TED_004,DST_TEDDY_003,T_ROAD_D,8273.26,1418,0.3304,287.01,10.93,2.73
SHP_TEDDY_000062,TED_PRD_0093,FAC_TED_019,DST_TEDDY_003,T_ROAD_D,6478.1,1037,0.2966,201.74,7.69,1.92
SHP_TEDDY_000063,TED_PRD_0505,FAC_TED_016,DST_TEDDY_001,T_ROAD_D,5477.67,181,0.0348,19.99,0.76,0.19
SHP_TEDDY_000064,TED_PRD_0168,FAC_TED_001,DST_TEDDY_001,T_ROAD_D,5941.23,4317,0.7857,490.14,18.67,4.67
SHP_TEDDY_000065,TED_PRD_0860,FAC_TED_013,DST_TEDDY_003,T_SEA,9464.84,4802,2.5931,368.15,441.78,368.15
SHP_TEDDY_000066,TED_PRD_0878,FAC_TED_006,DST_TEDDY_003,T_ROAD_D,7284.47,4274,1.0899,833.61,31.76,7.94
SHP_TEDDY_000067,TED_PRD_0836,FAC_TED_020,DST_TEDDY_001,T_ROAD_D,6133.53,272,0.0231,14.89,0.57,0.14
SHP_TEDDY_000068,TED_PRD_0529,FAC_TED_002,DST_TEDDY_003,T_ROAD_D,7181.96,2472,0.8776,661.77,25.21,6.3
SHP_TEDDY_000069,TED_PRD_0185,FAC_TED_018,DST_TEDDY_001,T_SEA,6431.64,1858,1.6629,160.43,192.51,160.43
SHP_TEDDY_000070,TED_PRD_0996,FAC_TED_009,DST_TEDDY_003,T_ROAD_D,8592.76,121,0.0248,22.38,0.85,0.21
SHP_TEDDY_000071,TED_PRD_0875,FAC_TED_012,DST_TEDDY_003,T_SEA,8039.48,4812,0.3753,45.26,54.32,45.26
SHP_TEDDY_000072,TED_PRD_0413,FAC_TED_006,DST_TEDDY_003,T_ROAD_D,7284.47,3568,1.0097,772.32,29.42,7.36
SHP_TEDDY_000073,TED_PRD_0515,FAC_TED_009,DST_TEDDY_002,T_ROAD_D,7559.0,2513,0.6659,528.56,20.14,5.03
SHP_TEDDY_000074,TED_PRD_0869,FAC_TED_012,DST_TEDDY_001,T_ROAD_D,7958.09,2728,1.0748,898.13,34.21,8.55
SHP_TEDDY_000075,TED_PRD_0796,FAC_TED_005,DST_TEDDY_001,T_ROAD_D,8131.28,4027,1.5142,1292.76,49.25,12.31
SHP_TEDDY_000076,TED_PRD_0816,FAC_TED_006,DST_TEDDY_003,T_ROAD_D,7284.47,1667,1.2336,943.53,35.94,8.99
SHP_TEDDY_000077,TED_PRD_0180,FAC_TED_016,DST_TEDDY_002,T_ROAD_D,4637.85,4078,3.2624,1588.7,60.52,15.13
SHP_TEDDY_000078,TED_PRD_0052,FAC_TED_011,DST_TEDDY_003,T_ROAD_D,7798.64,1151,1.4215,1163.99,44.34,11.09
SHP_TEDDY_000079,TED_PRD_0765,FAC_TED_009,DST_TEDDY_003,T_SEA,8592.76,3900,0.5577,71.88,86.26,71.88
SHP_TEDDY_000080,TED_PRD_0790,FAC_TED_018,DST_TEDDY_001,T_ROAD_D,6431.64,2205,0.7806,527.14,20.08,5.02
SHP_TEDDY_000081,TED_PRD_0497,FAC_TED_017,DST_TEDDY_002,T_ROAD_D,7753.84,2880,0.7632,621.36,23.67,5.92
SHP_TEDDY_000082,TED_PRD_0127,FAC_TED_010,DST_TEDDY_001,T_ROAD_D,7054.0,2650,0.3286,243.38,9.27,2.32
SHP_TEDDY_000083,TED_PRD_0603,FAC_TED_015,DST_TEDDY_003,T_SEA,7318.35,1692,0.2183,23.96,28.75,23.96
SHP_TEDDY_000084,TED_PRD_0696,FAC_TED_015,DST_TEDDY_002,T_ROAD_D,6190.85,814,0.1099,71.43,2.72,0.68
SHP_TEDDY_000085,TED_PRD_0303,FAC_TED_002,DST_TEDDY_003,T_SEA,7181.96,3316,1.2302,132.53,159.04,132.53
SHP_TEDDY_000086,TED_PRD_0825,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,1162,0.5589,53.33,63.99,53.33
SHP_TEDDY_000087,TED_PRD_0311,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,2119,0.8412,80.26,96.31,80.26
SHP_TEDDY_000088,TED_PRD_0240,FAC_TED_002,DST_TEDDY_002,T_RAIL,6544.81,603,0.1815,26.13,2.38,1.19
SHP_TEDDY_000089,TED_PRD_0361,FAC_TED_005,DST_TEDDY_002,T_SEA,7145.8,4514,2.3157,248.21,297.85,248.21
SHP_TEDDY_000090,TED_PRD_0977,FAC_TED_014,DST_TEDDY_002,T_SEA,5789.17,3305,0.9452,82.08,98.5,82.08
SHP_TEDDY_000091,TED_PRD_0530,FAC_TED_020,DST_TEDDY_002,T_ROAD_D,5267.72,4555,1.1205,619.78,23.61,5.9
SHP_TEDDY_000092,TED_PRD_0264,FAC_TED_018,DST_TEDDY_002,T_SEA,5655.92,3730,1.5256,129.43,155.31,129.43
SHP_TEDDY_000093,TED_PRD_0355,FAC_TED_019,DST_TEDDY_003,T_ROAD_D,6478.1,1288,0.5435,369.71,14.08,3.52
SHP_TEDDY_000094,TED_PRD_0655,FAC_TED_003,DST_TEDDY_002,T_ROAD_D,5827.64,3122,1.1489,703.01,26.78,6.7
SHP_TEDDY_000095,TED_PRD_0808,FAC_TED_015,DST_TEDDY_002,T_SEA,6190.85,4191,2.5062,232.73,279.28,232.73
SHP_TEDDY_000096,TED_PRD_0360,FAC_TED_017,DST_TEDDY_001,T_SEA,8758.71,179,0.0526,6.91,8.3,6.91
SHP_TEDDY_000097,TED_PRD_0086,FAC_TED_020,DST_TEDDY_002,T_ROAD_D,5267.72,4940,1.5857,877.09,33.41,8.35
SHP_TEDDY_000098,TED_PRD_0589,FAC_TED_013,DST_TEDDY_001,T_ROAD_D,9366.87,2870,1.0791,1061.34,40.43,10.11
SHP_TEDDY_000099,TED_PRD_0238,FAC_TED_012,DST_TEDDY_001,T_SEA,7958.09,3123,1.4553,173.72,208.47,173.72
SHP_TEDDY_000100,TED_PRD_0936,FAC_TED_014,DST_TEDDY_002,T_RAIL,5789.17,2197,0.725,92.34,8.39,4.2
SHP_TEDDY_000101,TED_PRD_0627,FAC_TED_011,DST_TEDDY_001,T_SEA,7733.35,3806,1.4653,169.98,203.97,169.98
SHP_TEDDY_000102,TED_PRD_0750,FAC_TED_007,DST_TEDDY_002,T_SEA,4702.84,1904,0.4703,33.18,39.81,33.18
SHP_TEDDY_000103,TED_PRD_0352,FAC_TED_008,DST_TEDDY_003,T_SEA,5159.12,2256,0.6633,51.33,61.59,51.33
SHP_TEDDY_000104,TED_PRD_0288,FAC_TED_007,DST_TEDDY_002,T_SEA,4702.84,1403,0.5402,38.1,45.72,38.1
SHP_TEDDY_000105,TED_PRD_0415,FAC_TED_009,DST_TEDDY_002,T_ROAD_D,7559.0,4310,2.2455,1782.25,67.9,16.97
SHP_TEDDY_000106,TED_PRD_0263,FAC_TED_013,DST_TEDDY_002,T_ROAD_D,8477.42,2203,0.7248,645.15,24.58,6.14
SHP_TEDDY_000107,TED_PRD_0303,FAC_TED_008,DST_TEDDY_002,T_ROAD_D,4350.9,728,0.2701,123.39,4.7,1.18
SHP_TEDDY_000108,TED_PRD_0223,FAC_TED_009,DST_TEDDY_003,T_ROAD_D,8592.76,3316,0.7958,718.04,27.35,6.84
SHP_TEDDY_000109,TED_PRD_0048,FAC_TED_020,DST_TEDDY_002,T_SEA,5267.72,3523,0.8631,68.2,81.84,68.2
SHP_TEDDY_000110,TED_PRD_0667,FAC_TED_012,DST_TEDDY_002,T_SEA,7133.13,3789,0.4964,53.11,63.73,53.11
SHP_TEDDY_000111,TED_PRD_0733,FAC_TED_002,DST_TEDDY_002,T_SEA,6544.81,1419,0.7819,76.76,92.11,76.76
SHP_TEDDY_000112,TED_PRD_0062,FAC_TED_015,DST_TEDDY_003,T_SEA,7318.35,3279,0.8329,91.43,109.71,91.43
SHP_TEDDY_000113,TED_PRD_0432,FAC_TED_003,DST_TEDDY_002,T_ROAD_D,5827.64,2014,0.6626,405.45,15.45,3.86
SHP_TEDDY_000114,TED_PRD_0342,FAC_TED_014,DST_TEDDY_002,T_RAIL,5789.17,1637,0.2243,28.56,2.6,1.3
SHP_TEDDY_000115,TED_PRD_0605,FAC_TED_013,DST_TEDDY_003,T_SEA,9464.84,1429,0.1258,17.85,21.42,17.85
SHP_TEDDY_000116,TED_PRD_0050,FAC_TED_017,DST_TEDDY_001,T_ROAD_D,8758.71,3055,0.1711,157.34,5.99,1.5
SHP_TEDDY_000117,TED_PRD_0338,FAC_TED_015,DST_TEDDY_001,T_ROAD_D,7180.21,4796,5.8847,4436.6,169.01,42.25
SHP_TEDDY_000118,TED_PRD_0774,FAC_TED_020,DST_TEDDY_002,T_ROAD_D,5267.72,4240,3.8923,2152.88,82.01,20.5
SHP_TEDDY_000119,TED_PRD_0414,FAC_TED_003,DST_TEDDY_001,T_ROAD_D,6286.86,3605,0.6958,459.29,17.5,4.37
SHP_TEDDY_000120,TED_PRD_0028,FAC_TED_014,DST_TEDDY_002,T_ROAD_D,5789.17,4563,1.2046,732.25,27.9,6.97
SHP_TEDDY_000121,TED_PRD_0831,FAC_TED_019,DST_TEDDY_003,T_RAIL,6478.1,4242,0.8272,117.89,10.72,5.36
SHP_TEDDY_000122,TED_PRD_0372,FAC_TED_014,DST_TEDDY_001,T_SEA,6577.42,4235,0.2626,25.91,31.09,25.91
SHP_TEDDY_000123,TED_PRD_0261,FAC_TED_018,DST_TEDDY_003,T_RAIL,6504.11,457,0.1727,24.72,2.25,1.12
SHP_TEDDY_000124,TED_PRD_0885,FAC_TED_019,DST_TEDDY_002,T_ROAD_D,5376.46,4032,0.6411,361.91,13.79,3.45
SHP_TEDDY_000125,TED_PRD_0696,FAC_TED_014,DST_TEDDY_003,T_SEA,6652.82,321,0.0433,4.32,5.19,4.32
SHP_TEDDY_000126,TED_PRD_0209,FAC_TED_002,DST_TEDDY_001,T_SEA,7156.14,1205,1.3231,142.02,170.43,142.02
SHP_TEDDY_000127,TED_PRD_0164,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,140,0.0305,2.91,3.49,2.91
SHP_TEDDY_000128,TED_PRD_0941,FAC_TED_008,DST_TEDDY_003,T_ROAD_D,5159.12,1900,0.7011,379.79,14.47,3.62
SHP_TEDDY_000129,TED_PRD_0097,FAC_TED_014,DST_TEDDY_001,T_ROAD_D,6577.42,1720,0.2202,152.05,5.79,1.45
SHP_TEDDY_000130,TED_PRD_0316,FAC_TED_008,DST_TEDDY_003,T_ROAD_D,5159.12,2378,0.2449,132.68,5.05,1.26
SHP_TEDDY_000131,TED_PRD_0376,FAC_TED_001,DST_TEDDY_002,T_SEA,5037.91,2141,1.8926,143.02,171.63,143.02
SHP_TEDDY_000132,TED_PRD_0198,FAC_TED_002,DST_TEDDY_003,T_ROAD_D,7181.96,3352,0.3117,235.08,8.96,2.24
SHP_TEDDY_000133,TED_PRD_0668,FAC_TED_015,DST_TEDDY_002,T_SEA,6190.85,1760,0.271,25.17,30.2,25.17
SHP_TEDDY_000134,TED_PRD_0696,FAC_TED_008,DST_TEDDY_003,T_ROAD_D,5159.12,3744,0.5054,273.8,10.43,2.61
SHP_TEDDY_000135,TED_PRD_0656,FAC_TED_002,DST_TEDDY_001,T_ROAD_D,7156.14,2851,2.3606,1773.76,67.57,16.89
SHP_TEDDY_000136,TED_PRD_0721,FAC_TED_020,DST_TEDDY_002,T_SEA,5267.72,4599,1.3613,107.56,129.08,107.56
SHP_TEDDY_000137,TED_PRD_0867,FAC_TED_012,DST_TEDDY_003,T_SEA,8039.48,1937,0.4649,56.06,67.27,56.06
SHP_TEDDY_000138,TED_PRD_0380,FAC_TED_005,DST_TEDDY_002,T_SEA,7145.8,3025,1.0618,113.81,136.57,113.81
SHP_TEDDY_000139,TED_PRD_0995,FAC_TED_003,DST_TEDDY_002,T_SEA,5827.64,3354,1.1135,97.34,116.81,97.34
SHP_TEDDY_000140,TED_PRD_0191,FAC_TED_010,DST_TEDDY_002,T_SEA,6360.62,1475,1.7685,168.73,202.48,168.73
SHP_TEDDY_000141,TED_PRD_0938,FAC_TED_019,DST_TEDDY_003,T_SEA,6478.1,341,0.2397,23.29,27.95,23.29
SHP_TEDDY_000142,TED_PRD_0440,FAC_TED_018,DST_TEDDY_003,T_SEA,6504.11,486,0.3917,38.22,45.86,38.22
SHP_TEDDY_000143,TED_PRD_0234,FAC_TED_019,DST_TEDDY_001,T_ROAD_D,6345.52,1939,0.5449,363.03,13.83,3.46
SHP_TEDDY_000144,TED_PRD_0670,FAC_TED_015,DST_TEDDY_001,T_SEA,7180.21,1489,1.4845,159.89,191.87,159.89
SHP_TEDDY_000145,TED_PRD_0900,FAC_TED_018,DST_TEDDY_002,T_ROAD_D,5655.92,267,0.0254,15.06,0.57,0.14
SHP_TEDDY_000146,TED_PRD_0450,FAC_TED_003,DST_TEDDY_001,T_ROAD_D,6286.86,4220,0.6583,434.57,16.56,4.14
SHP_TEDDY_000147,TED_PRD_0879,FAC_TED_005,DST_TEDDY_001,T_ROAD_D,8131.28,1798,1.9544,1668.66,63.57,15.89
SHP_TEDDY_000148,TED_PRD_0353,FAC_TED_019,DST_TEDDY_002,T_SEA,5376.46,1210,0.1198,9.66,11.59,9.66
SHP_TEDDY_000149,TED_PRD_0211,FAC_TED_014,DST_TEDDY_003,T_SEA,6652.82,3610,3.4114,340.44,408.52,340.44
SHP_TEDDY_000150,TED_PRD_0533,FAC_TED_020,DST_TEDDY_001,T_SEA,6133.53,519,0.2107,19.39,23.26,19.39
SHP_TEDDY_000151,TED_PRD_0464,FAC_TED_010,DST_TEDDY_003,T_SEA,7101.53,2357,0.8532,90.89,109.07,90.89
SHP_TEDDY_000152,TED_PRD_0126,FAC_TED_002,DST_TEDDY_002,T_ROAD_D,6544.81,2635,0.7958,546.86,20.83,5.21
SHP_TEDDY_000153,TED_PRD_0089,FAC_TED_011,DST_TEDDY_002,T_ROAD_D,6966.13,595,0.0738,53.97,2.06,0.51
SHP_TEDDY_000154,TED_PRD_0417,FAC_TED_008,DST_TEDDY_003,T_ROAD_D,5159.12,2690,1.3611,737.34,28.09,7.02
SHP_TEDDY_000155,TED_PRD_0485,FAC_TED_006,DST_TEDDY_001,T_ROAD_D,7149.15,1851,0.7089,532.17,20.27,5.07
SHP_TEDDY_000156,TED_PRD_0603,FAC_TED_008,DST_TEDDY_003,T_SEA,5159.12,1855,0.2393,18.52,22.22,18.52
SHP_TEDDY_000157,TED_PRD_0146,FAC_TED_019,DST_TEDDY_001,T_SEA,6345.52,583,0.0641,6.1,7.32,6.1
SHP_TEDDY_000158,TED_PRD_0239,FAC_TED_007,DST_TEDDY_001,T_SEA,5561.87,3887,1.7725,147.87,177.45,147.87
SHP_TEDDY_000159,TED_PRD_0449,FAC_TED_014,DST_TEDDY_003,T_ROAD_D,6652.82,3640,1.3796,963.69,36.71,9.18
SHP_TEDDY_000160,TED_PRD_0182,FAC_TED_007,DST_TEDDY_002,T_ROAD_D,4702.84,2933,0.8418,415.67,15.83,3.96
SHP_TEDDY_000161,TED_PRD_0229,FAC_TED_013,DST_TEDDY_002,T_ROAD_D,8477.42,4221,0.4137,368.21,14.03,3.51
SHP_TEDDY_000162,TED_PRD_0718,FAC_TED_009,DST_TEDDY_002,T_ROAD_D,7559.0,4513,0.871,691.32,26.34,6.58
SHP_TEDDY_000163,TED_PRD_0545,FAC_TED_004,DST_TEDDY_001,T_ROAD_D,8163.79,2751,3.1912,2735.46,104.21,26.05
SHP_TEDDY_000164,TED_PRD_0346,FAC_TED_006,DST_TEDDY_003,T_SEA,7284.47,4787,0.6702,73.23,87.87,73.23
SHP_TEDDY_000165,TED_PRD_0063,FAC_TED_004,DST_TEDDY_003,T_ROAD_D,8273.26,1826,0.7541,655.11,24.96,6.24
SHP_TEDDY_000166,TED_PRD_0733,FAC_TED_001,DST_TEDDY_003,T_RAIL,6053.14,4837,2.6652,354.92,32.27,16.13
SHP_TEDDY_000167,TED_PRD_0864,FAC_TED_018,DST_TEDDY_001,T_SEA,6431.64,4869,5.6286,543.01,651.62,543.01
SHP_TEDDY_000168,TED_PRD_0687,FAC_TED_001,DST_TEDDY_003,T_SEA,6053.14,3144,2.5309,229.8,275.76,229.8
SHP_TEDDY_000169,TED_PRD_0565,FAC_TED_008,DST_TEDDY_002,T_ROAD_D,4350.9,4085,2.0425,933.1,35.55,8.89
SHP_TEDDY_000170,TED_PRD_0005,FAC_TED_012,DST_TEDDY_001,T_SEA,7958.09,347,0.1225,14.62,17.55,14.62
SHP_TEDDY_000171,TED_PRD_0881,FAC_TED_018,DST_TEDDY_003,T_RAIL,6504.11,1456,0.6872,98.34,8.94,4.47
SHP_TEDDY_000172,TED_PRD_0561,FAC_TED_019,DST_TEDDY_002,T_ROAD_D,5376.46,578,0.063,35.57,1.35,0.34
SHP_TEDDY_000173,TED_PRD_0059,FAC_TED_006,DST_TEDDY_001,T_ROAD_D,7149.15,1792,1.6236,1218.74,46.43,11.61
SHP_TEDDY_000174,TED_PRD_0535,FAC_TED_019,DST_TEDDY_002,T_ROAD_D,5376.46,1163,0.2768,156.26,5.95,1.49
SHP_TEDDY_000175,TED_PRD_0576,FAC_TED_010,DST_TEDDY_001,T_SEA,7054.0,933,0.0914,9.67,11.61,9.67
SHP_TEDDY_000176,TED_PRD_0255,FAC_TED_010,DST_TEDDY_001,T_RAIL,7054.0,4898,1.9886,308.6,28.05,14.03
SHP_TEDDY_000177,TED_PRD_0365,FAC_TED_015,DST_TEDDY_003,T_ROAD_D,7318.35,3572,0.9216,708.16,26.98,6.74
SHP_TEDDY_000178,TED_PRD_0958,FAC_TED_012,DST_TEDDY_003,T_ROAD_D,8039.48,912,0.228,192.47,7.33,1.83
SHP_TEDDY_000179,TED_PRD_0074,FAC_TED_018,DST_TEDDY_002,T_SEA,5655.92,2531,0.367,31.14,37.36,31.14
SHP_TEDDY_000180,TED_PRD_0420,FAC_TED_012,DST_TEDDY_001,T_SEA,7958.09,4265,0.4265,50.91,61.09,50.91
SHP_TEDDY_000181,TED_PRD_0921,FAC_TED_009,DST_TEDDY_001,T_SEA,8481.56,4783,1.1718,149.08,178.9,149.08
SHP_TEDDY_000182,TED_PRD_0675,FAC_TED_015,DST_TEDDY_001,T_ROAD_D,7180.21,3768,1.0701,806.78,30.73,7.68
