measurement_id,product_id,factory_id,production_volume,shipping_mode,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
SPC_MSR_00118,SPC_PRD_0129,FAC_SPC_003,7135,Truck_Rail,897297.6,26171.18,9.53,2023-10-05
SPC_MSR_00119,SPC_PRD_0280,FAC_SPC_001,14763,Truck_Rail,295850.52,34515.89,10.07,2024-02-24
SPC_MSR_00120,SPC_PRD_0729,FAC_SPC_020,6216,Ocean_Freight,695197.44,20276.59,9.21,2024-04-01
SPC_MSR_00121,SPC_PRD_0738,FAC_SPC_016,3946,Ocean_Freight,572485.68,16697.5,6.27,2023-08-10
SPC_MSR_00122,SPC_PRD_0940,FAC_SPC_013,7484,Ocean_Freight,236644.08,27608.48,8.87,2023-07-19
SPC_MSR_00123,SPC_PRD_0326,FAC_SPC_019,12228,Ocean_Freight,805580.64,23496.1,10.81,2023-03-06
SPC_MSR_00124,SPC_PRD_0519,FAC_SPC_013,6417,Ocean_Freight,8053335.0,19972.27,13.66,2024-02-12
SPC_MSR_00125,SPC_PRD_0154,FAC_SPC_001,42321,Truck_Rail,23276550.0,57725.84,5.57,2024-12-13
SPC_MSR_00126,SPC_PRD_0071,FAC_SPC_016,12559,Ocean_Freight,8307778.5,221540.76,8.35,2024-12-14
SPC_MSR_00127,SPC_PRD_0512,FAC_SPC_020,1581,Ocean_Freight,398412.0,10624.32,9.2,2024-03-05
SPC_MSR_00128,SPC_PRD_0280,FAC_SPC_017,3682,Ocean_Freight,73787.28,8608.52,8.1,2024-08-06
SPC_MSR_00129,SPC_PRD_0319,FAC_SPC_004,3104,Truck_Rail,5059520.0,12547.61,3.52,2023-11-19
SPC_MSR_00130,SPC_PRD_0433,FAC_SPC_002,1883,Truck_Rail,655001.55,17466.71,6.57,2023-11-15
SPC_MSR_00131,SPC_PRD_0004,FAC_SPC_009,3985,Ocean_Freight,2826162.0,7536.43,12.82,2024-07-25
SPC_MSR_00132,SPC_PRD_0260,FAC_SPC_009,12216,Air_Freight,19331820.0,47942.91,13.83,2024-09-20
SPC_MSR_00133,SPC_PRD_0826,FAC_SPC_002,11903,Truck_Rail,18538922.5,45976.53,10.58,2023-11-19
SPC_MSR_00134,SPC_PRD_0758,FAC_SPC_002,14304,Truck_Rail,172220.16,25833.02,7.7,2023-06-20
SPC_MSR_00135,SPC_PRD_0832,FAC_SPC_006,10799,Truck_Rail,439195.33,65879.3,3.41,2024-01-07
SPC_MSR_00136,SPC_PRD_0521,FAC_SPC_018,5552,Truck_Rail,233184.0,27204.8,8.29,2023-05-01
SPC_MSR_00137,SPC_PRD_0254,FAC_SPC_014,11673,Truck_Rail,6471511.2,17257.36,12.35,2024-01-20
SPC_MSR_00138,SPC_PRD_0256,FAC_SPC_001,1689,Truck_Rail,630081.45,16802.17,3.65,2023-12-14
SPC_MSR_00139,SPC_PRD_0471,FAC_SPC_017,4087,Ocean_Freight,947162.25,25257.66,9.56,2024-09-05
SPC_MSR_00140,SPC_PRD_0736,FAC_SPC_014,10273,Truck_Rail,4789272.6,12771.39,12.6,2024-06-30
SPC_MSR_00141,SPC_PRD_0063,FAC_SPC_019,10778,Ocean_Freight,21933230.0,54394.41,9.16,2024-04-11
SPC_MSR_00142,SPC_PRD_0409,FAC_SPC_013,1508,Ocean_Freight,318942.0,8505.12,3.14,2023-11-19
SPC_MSR_00143,SPC_PRD_0868,FAC_SPC_005,3634,Truck_Rail,3172482.0,8459.95,13.92,2023-05-25
SPC_MSR_00144,SPC_PRD_0190,FAC_SPC_016,14684,Ocean_Freight,335676.24,39162.23,5.47,2024-12-16
SPC_MSR_00145,SPC_PRD_0337,FAC_SPC_009,3103,Ocean_Freight,1720303.2,45874.75,14.44,2023-12-28
SPC_MSR_00146,SPC_PRD_0045,FAC_SPC_015,42136,Truck_Rail,675440.08,101316.01,10.46,2023-05-28
SPC_MSR_00147,SPC_PRD_0504,FAC_SPC_017,6832,Ocean_Freight,823939.2,24031.56,7.1,2023-03-19
SPC_MSR_00148,SPC_PRD_0042,FAC_SPC_007,13450,Ocean_Freight,19569750.0,48532.98,5.38,2024-10-21
SPC_MSR_00149,SPC_PRD_0065,FAC_SPC_013,12686,Ocean_Freight,26069730.0,64652.93,10.33,2023-05-19
SPC_MSR_00150,SPC_PRD_0323,FAC_SPC_020,13450,Ocean_Freight,21520000.0,53369.6,9.41,2024-07-27
SPC_MSR_00151,SPC_PRD_0759,FAC_SPC_009,5301,Ocean_Freight,8600872.5,21330.16,12.71,2024-03-01
SPC_MSR_00152,SPC_PRD_0217,FAC_SPC_015,661,Truck_Rail,327195.0,8725.2,4.25,2023-12-21
SPC_MSR_00153,SPC_PRD_0522,FAC_SPC_020,683,Ocean_Freight,133697.25,3565.26,8.29,2023-02-20
SPC_MSR_00154,SPC_PRD_0964,FAC_SPC_012,9707,Ocean_Freight,368963.07,55344.46,10.41,2023-11-24
SPC_MSR_00155,SPC_PRD_0496,FAC_SPC_002,1648,Truck_Rail,3165148.8,8440.4,8.35,2024-03-22
SPC_MSR_00156,SPC_PRD_0631,FAC_SPC_001,14749,Truck_Rail,1645988.4,48008.0,7.77,2024-07-11
SPC_MSR_00157,SPC_PRD_0895,FAC_SPC_001,39340,Truck_Rail,374516.8,56177.52,9.36,2024-10-17
SPC_MSR_00158,SPC_PRD_0603,FAC_SPC_011,6606,Ocean_Freight,11874285.0,29448.23,11.18,2024-11-18
SPC_MSR_00159,SPC_PRD_0073,FAC_SPC_001,10432,Truck_Rail,21124800.0,52389.5,14.61,2023-06-21
SPC_MSR_00160,SPC_PRD_0402,FAC_SPC_008,3119,Ocean_Freight,492552.48,14366.11,3.73,2023-09-22
SPC_MSR_00161,SPC_PRD_0059,FAC_SPC_002,1394,Truck_Rail,1475409.6,3934.43,6.62,2023-08-04
SPC_MSR_00162,SPC_PRD_0984,FAC_SPC_017,1487,Ocean_Freight,397475.1,10599.34,3.29,2024-05-05
SPC_MSR_00163,SPC_PRD_0978,FAC_SPC_018,5098,Truck_Rail,58728.96,6851.71,11.95,2024-07-18
SPC_MSR_00164,SPC_PRD_0576,FAC_SPC_012,39842,Ocean_Freight,17032455.0,42240.49,5.09,2024-10-19
SPC_MSR_00165,SPC_PRD_0712,FAC_SPC_018,1750,Truck_Rail,945000.0,2520.0,10.33,2023-01-01
SPC_MSR_00166,SPC_PRD_0402,FAC_SPC_012,6725,Ocean_Freight,1062012.0,30975.35,6.77,2023-07-11
SPC_MSR_00167,SPC_PRD_0343,FAC_SPC_004,14623,Truck_Rail,1791609.96,52255.29,12.36,2024-11-24
SPC_MSR_00168,SPC_PRD_0466,FAC_SPC_015,13106,Truck_Rail,460544.84,69081.73,8.16,2023-02-08
SPC_MSR_00169,SPC_PRD_0127,FAC_SPC_003,14614,Truck_Rail,8365053.6,22306.81,9.36,2024-11-12
SPC_MSR_00170,SPC_PRD_0931,FAC_SPC_003,23890,Truck_Rail,16842450.0,41769.28,3.78,2023-07-10
SPC_MSR_00171,SPC_PRD_0156,FAC_SPC_010,12702,Ocean_Freight,406336.98,60950.55,12.21,2024-12-26
SPC_MSR_00172,SPC_PRD_0369,FAC_SPC_007,8548,Ocean_Freight,3161905.2,84317.47,13.28,2023-09-02
SPC_MSR_00173,SPC_PRD_0736,FAC_SPC_017,14235,Ocean_Freight,6636357.0,17696.95,11.87,2023-11-30
SPC_MSR_00174,SPC_PRD_0511,FAC_SPC_008,13398,Ocean_Freight,7753422.6,206757.94,3.38,2024-09-07
SPC_MSR_00175,SPC_PRD_0036,FAC_SPC_005,8923,Truck_Rail,16529857.5,40994.05,12.61,2024-04-17
SPC_MSR_00176,SPC_PRD_0753,FAC_SPC_013,13870,Ocean_Freight,322893.6,37670.92,11.12,2024-04-26
SPC_MSR_00177,SPC_PRD_0613,FAC_SPC_017,6219,Air_Freight,220525.74,25728.0,10.64,2024-08-14
SPC_MSR_00178,SPC_PRD_0894,FAC_SPC_007,5711,Ocean_Freight,8109620.0,20111.86,9.12,2023-06-05
SPC_MSR_00179,SPC_PRD_0406,FAC_SPC_020,7315,Ocean_Freight,182582.4,21301.28,13.17,2024-08-22
SPC_MSR_00180,SPC_PRD_0845,FAC_SPC_006,11265,Truck_Rail,472341.45,70851.22,8.98,2023-07-17
SPC_MSR_00181,SPC_PRD_0448,FAC_SPC_007,19039,Air_Freight,12660935.0,31399.12,11.49,2023-04-24
SPC_MSR_00182,SPC_PRD_0124,FAC_SPC_004,4200,Truck_Rail,169848.0,19815.6,13.36,2024-03-04
SPC_MSR_00183,SPC_PRD_0838,FAC_SPC_011,1958,Air_Freight,2794849.2,7452.93,12.64,2023-09-04
SPC_MSR_00184,SPC_PRD_0898,FAC_SPC_004,11898,Truck_Rail,346231.8,40393.71,11.42,2024-10-18
SPC_MSR_00185,SPC_PRD_0442,FAC_SPC_006,2729,Truck_Rail,87600.9,10220.11,12.12,2023-05-23
SPC_MSR_00186,SPC_PRD_0346,FAC_SPC_014,9835,Truck_Rail,6350951.25,169358.7,12.62,2024-01-14
SPC_MSR_00187,SPC_PRD_0857,FAC_SPC_015,734,Truck_Rail,712126.8,1899.0,7.21,2023-08-22
SPC_MSR_00188,SPC_PRD_0805,FAC_SPC_012,2671,Ocean_Freight,3759432.5,9323.39,13.88,2023-02-18
SPC_MSR_00189,SPC_PRD_0184,FAC_SPC_009,13316,Ocean_Freight,638369.04,74476.39,10.43,2023-01-25
SPC_MSR_00190,SPC_PRD_0218,FAC_SPC_018,32719,Truck_Rail,24539250.0,60857.34,5.8,2024-07-31
SPC_MSR_00191,SPC_PRD_0269,FAC_SPC_006,3604,Truck_Rail,88442.16,10318.25,12.87,2024-09-27
SPC_MSR_00192,SPC_PRD_0128,FAC_SPC_014,3042,Truck_Rail,98560.8,11498.76,3.74,2024-01-14
SPC_MSR_00193,SPC_PRD_0366,FAC_SPC_006,3578,Truck_Rail,405745.2,11834.24,11.07,2024-12-18
SPC_MSR_00194,SPC_PRD_0750,FAC_SPC_008,10178,Ocean_Freight,443964.36,51795.84,13.82,2024-03-02
SPC_MSR_00195,SPC_PRD_0865,FAC_SPC_020,7829,Air_Freight,14796810.0,36696.09,10.82,2023-06-30
SPC_MSR_00196,SPC_PRD_0500,FAC_SPC_018,1664,Truck_Rail,764524.8,20387.33,7.99,2023-12-31
SPC_MSR_00197,SPC_PRD_0946,FAC_SPC_002,14372,Truck_Rail,9617023.8,256453.97,5.85,2023-05-28
SPC_MSR_00198,SPC_PRD_0432,FAC_SPC_001,12038,Truck_Rail,24166285.0,59932.39,8.95,2023-01-06
SPC_MSR_00199,SPC_PRD_0253,FAC_SPC_007,7441,Ocean_Freight,187959.66,21928.63,5.48,2024-11-02
SPC_MSR_00200,SPC_PRD_0747,FAC_SPC_001,3452,Truck_Rail,162174.96,18920.41,5.83,2023-03-02
SPC_MSR_00201,SPC_PRD_0282,FAC_SPC_008,4618,Ocean_Freight,2689061.4,71708.3,11.8,2023-12-28
SPC_MSR_00202,SPC_PRD_0980,FAC_SPC_005,36065,Truck_Rail,16950550.0,42037.36,9.21,2024-09-03
SPC_MSR_00203,SPC_PRD_0933,FAC_SPC_003,6110,Truck_Rail,274216.8,31991.96,7.22,2023-08-23
SPC_MSR_00204,SPC_PRD_0747,FAC_SPC_012,3457,Air_Freight,162409.86,18947.82,5.98,2023-12-13
SPC_MSR_00205,SPC_PRD_0334,FAC_SPC_001,7536,Truck_Rail,135648.0,15825.6,7.6,2023-10-21
SPC_MSR_00206,SPC_PRD_0219,FAC_SPC_017,2123,Ocean_Freight,2828897.5,7015.67,4.76,2023-09-08
SPC_MSR_00207,SPC_PRD_0991,FAC_SPC_002,2661,Truck_Rail,1623742.2,4329.98,5.56,2023-06-13
SPC_MSR_00208,SPC_PRD_0035,FAC_SPC_011,12765,Air_Freight,308657.7,36010.06,9.92,2024-04-13
SPC_MSR_00209,SPC_PRD_0795,FAC_SPC_001,6741,Truck_Rail,11088945.0,27500.58,10.78,2023-09-02
SPC_MSR_00210,SPC_PRD_0698,FAC_SPC_019,5387,Ocean_Freight,104831.02,15724.65,11.2,2024-09-20
SPC_MSR_00211,SPC_PRD_0179,FAC_SPC_008,1306,Ocean_Freight,507185.1,13524.94,4.75,2024-04-04
SPC_MSR_00212,SPC_PRD_0274,FAC_SPC_013,10212,Ocean_Freight,1452146.4,42354.27,5.82,2024-01-31
SPC_MSR_00213,SPC_PRD_0782,FAC_SPC_015,38782,Truck_Rail,14737160.0,36548.16,12.07,2023-09-23
