shipment_id,product_id,origin_factory_id,destination_id,transport_id,distance_km,shipped_quantity,total_weight_tons,transport_co2_footprint,transport_nox_footprint,transport_sox_footprint
SHP_SPARC_000044,SPC_PRD_0477,FAC_SPC_013,DST_SPARC_001,T_ROAD_D,12006.33,2924,0.6784,855.19,32.58,8.14
SHP_SPARC_000045,SPC_PRD_0544,FAC_SPC_002,DST_SPARC_002,T_RAIL,11323.27,1172,1.2576,313.27,28.48,14.24
SHP_SPARC_000046,SPC_PRD_0671,FAC_SPC_010,DST_SPARC_002,T_SEA,12147.3,2255,1.3056,237.9,285.48,237.9
SHP_SPARC_000047,SPC_PRD_0303,FAC_SPC_007,DST_SPARC_001,T_RAIL,11010.17,4277,3.2249,781.14,71.01,35.51
SHP_SPARC_000048,SPC_PRD_0010,FAC_SPC_005,DST_SPARC_001,T_RAIL,11989.39,1727,0.7219,190.41,17.31,8.65
SHP_SPARC_000049,SPC_PRD_0088,FAC_SPC_004,DST_SPARC_003,T_SEA,11831.04,3689,1.0403,184.62,221.54,184.62
SHP_SPARC_000050,SPC_PRD_0190,FAC_SPC_020,DST_SPARC_002,T_ROAD_D,13524.5,1951,0.7433,1055.58,40.21,10.05
SHP_SPARC_000051,SPC_PRD_0864,FAC_SPC_020,DST_SPARC_001,T_SEA,11964.97,896,0.1882,33.77,40.52,33.77
SHP_SPARC_000052,SPC_PRD_0250,FAC_SPC_014,DST_SPARC_003,T_SEA,10802.39,2219,1.4512,235.15,282.18,235.15
SHP_SPARC_000053,SPC_PRD_0670,FAC_SPC_013,DST_SPARC_001,T_ROAD_D,12006.33,1449,0.9433,1189.18,45.3,11.33
SHP_SPARC_000054,SPC_PRD_0215,FAC_SPC_004,DST_SPARC_002,T_ROAD_D,12469.1,4758,1.2799,1675.72,63.84,15.96
SHP_SPARC_000055,SPC_PRD_0996,FAC_SPC_006,DST_SPARC_001,T_SEA,11391.53,3231,1.609,274.94,329.93,274.94
SHP_SPARC_000056,SPC_PRD_0844,FAC_SPC_005,DST_SPARC_001,T_SEA,11989.39,3563,2.2019,396.0,475.2,396.0
SHP_SPARC_000057,SPC_PRD_0796,FAC_SPC_002,DST_SPARC_002,T_ROAD_D,11323.27,317,0.0789,93.85,3.58,0.89
SHP_SPARC_000058,SPC_PRD_0227,FAC_SPC_018,DST_SPARC_003,T_ROAD_D,11274.64,1517,0.7388,874.59,33.32,8.33
SHP_SPARC_000059,SPC_PRD_0506,FAC_SPC_020,DST_SPARC_003,T_SEA,12336.92,224,0.114,21.1,25.32,21.1
SHP_SPARC_000060,SPC_PRD_0458,FAC_SPC_019,DST_SPARC_001,T_SEA,12316.45,1617,0.4075,75.28,90.34,75.28
SHP_SPARC_000061,SPC_PRD_0510,FAC_SPC_015,DST_SPARC_001,T_ROAD_D,11222.17,1057,0.5465,643.92,24.53,6.13
SHP_SPARC_000062,SPC_PRD_0882,FAC_SPC_008,DST_SPARC_001,T_ROAD_D,12620.14,4797,1.276,1690.85,64.41,16.1
SHP_SPARC_000063,SPC_PRD_0708,FAC_SPC_018,DST_SPARC_002,T_SEA,11998.47,1676,1.8805,338.44,406.13,338.44
SHP_SPARC_000064,SPC_PRD_0577,FAC_SPC_016,DST_SPARC_002,T_SEA,11383.91,519,0.1282,21.89,26.27,21.89
SHP_SPARC_000065,SPC_PRD_0058,FAC_SPC_012,DST_SPARC_001,T_SEA,11718.94,3668,4.0275,707.96,849.56,707.96
SHP_SPARC_000066,SPC_PRD_0925,FAC_SPC_012,DST_SPARC_002,T_SEA,11955.84,1372,1.2128,217.51,261.01,217.51
SHP_SPARC_000067,SPC_PRD_0146,FAC_SPC_006,DST_SPARC_003,T_RAIL,11303.59,4187,3.7599,935.01,85.0,42.5
SHP_SPARC_000068,SPC_PRD_0486,FAC_SPC_020,DST_SPARC_002,T_SEA,13524.5,1095,0.9088,184.38,221.25,184.38
SHP_SPARC_000069,SPC_PRD_0397,FAC_SPC_004,DST_SPARC_002,T_ROAD_D,12469.1,3172,2.3282,3048.27,116.12,29.03
SHP_SPARC_000070,SPC_PRD_0868,FAC_SPC_016,DST_SPARC_002,T_SEA,11383.91,4499,2.182,372.6,447.12,372.6
SHP_SPARC_000071,SPC_PRD_0726,FAC_SPC_002,DST_SPARC_001,T_SEA,10465.21,3849,1.8167,285.19,342.22,285.19
SHP_SPARC_000072,SPC_PRD_0330,FAC_SPC_014,DST_SPARC_001,T_ROAD_D,10860.96,4889,2.3614,2692.93,102.59,25.65
SHP_SPARC_000073,SPC_PRD_0589,FAC_SPC_016,DST_SPARC_002,T_RAIL,11383.91,4059,0.8362,209.41,19.04,9.52
SHP_SPARC_000074,SPC_PRD_0439,FAC_SPC_001,DST_SPARC_001,T_RAIL,11773.54,4833,4.6397,1201.76,109.25,54.63
SHP_SPARC_000075,SPC_PRD_0417,FAC_SPC_005,DST_SPARC_002,T_SEA,12342.87,3521,1.7605,325.94,391.13,325.94
SHP_SPARC_000076,SPC_PRD_0253,FAC_SPC_008,DST_SPARC_002,T_SEA,13984.78,3778,1.5905,333.65,400.38,333.65
SHP_SPARC_000077,SPC_PRD_0151,FAC_SPC_015,DST_SPARC_001,T_SEA,11222.17,1431,0.8285,139.47,167.37,139.47
SHP_SPARC_000078,SPC_PRD_0456,FAC_SPC_011,DST_SPARC_002,T_ROAD_D,12066.11,2759,1.9203,2432.86,92.68,23.17
SHP_SPARC_000079,SPC_PRD_0179,FAC_SPC_001,DST_SPARC_003,T_ROAD_D,11636.34,461,0.3978,486.09,18.52,4.63
SHP_SPARC_000080,SPC_PRD_0242,FAC_SPC_004,DST_SPARC_001,T_ROAD_D,12176.97,1379,0.8081,1033.21,39.36,9.84
SHP_SPARC_000081,SPC_PRD_0582,FAC_SPC_018,DST_SPARC_002,T_RAIL,11998.47,142,0.0375,9.9,0.9,0.45
SHP_SPARC_000082,SPC_PRD_0264,FAC_SPC_017,DST_SPARC_003,T_SEA,10411.35,3387,1.707,266.59,319.91,266.59
SHP_SPARC_000083,SPC_PRD_0915,FAC_SPC_002,DST_SPARC_002,T_SEA,11323.27,2209,1.6612,282.15,338.58,282.15
SHP_SPARC_000084,SPC_PRD_0133,FAC_SPC_006,DST_SPARC_002,T_SEA,12199.47,2474,2.8303,517.91,621.5,517.91
SHP_SPARC_000085,SPC_PRD_0710,FAC_SPC_003,DST_SPARC_001,T_SEA,12492.46,1209,1.2308,230.63,276.75,230.63
SHP_SPARC_000086,SPC_PRD_0087,FAC_SPC_018,DST_SPARC_002,T_ROAD_D,11998.47,298,0.1094,137.78,5.25,1.31
SHP_SPARC_000087,SPC_PRD_0967,FAC_SPC_019,DST_SPARC_003,T_ROAD_D,12305.73,3579,2.6664,3445.2,131.25,32.81
SHP_SPARC_000088,SPC_PRD_0279,FAC_SPC_017,DST_SPARC_002,T_ROAD_D,11078.34,3251,1.2419,1444.59,55.03,13.76
SHP_SPARC_000089,SPC_PRD_0483,FAC_SPC_008,DST_SPARC_001,T_SEA,12620.14,585,0.1264,23.92,28.7,23.92
SHP_SPARC_000090,SPC_PRD_0020,FAC_SPC_020,DST_SPARC_002,T_ROAD_D,13524.5,297,0.1233,175.03,6.67,1.67
SHP_SPARC_000091,SPC_PRD_0359,FAC_SPC_002,DST_SPARC_001,T_RAIL,10465.21,1116,1.068,245.89,22.35,11.18
SHP_SPARC_000092,SPC_PRD_0210,FAC_SPC_017,DST_SPARC_002,T_ROAD_D,11078.34,3615,1.822,2119.35,80.74,20.18
SHP_SPARC_000093,SPC_PRD_0569,FAC_SPC_009,DST_SPARC_003,T_ROAD_D,11373.5,1416,1.1809,1410.3,53.73,13.43
SHP_SPARC_000094,SPC_PRD_0157,FAC_SPC_007,DST_SPARC_001,T_ROAD_D,11010.17,2446,1.3355,1543.95,58.82,14.7
SHP_SPARC_000095,SPC_PRD_0586,FAC_SPC_007,DST_SPARC_002,T_ROAD_D,11557.6,4639,2.1339,2589.64,98.65,24.66
SHP_SPARC_000096,SPC_PRD_0253,FAC_SPC_004,DST_SPARC_002,T_SEA,12469.1,4150,1.7472,326.78,392.14,326.78
SHP_SPARC_000097,SPC_PRD_0574,FAC_SPC_007,DST_SPARC_002,T_SEA,11557.6,2975,0.4611,79.94,95.93,79.94
SHP_SPARC_000098,SPC_PRD_0763,FAC_SPC_014,DST_SPARC_001,T_RAIL,10860.96,3307,2.6225,626.61,56.96,28.48
SHP_SPARC_000099,SPC_PRD_0198,FAC_SPC_007,DST_SPARC_003,T_SEA,10776.26,4418,3.4681,560.6,672.72,560.6
SHP_SPARC_000100,SPC_PRD_0133,FAC_SPC_009,DST_SPARC_002,T_SEA,12344.26,651,0.7447,137.9,165.48,137.9
SHP_SPARC_000101,SPC_PRD_0615,FAC_SPC_005,DST_SPARC_003,T_RAIL,11671.03,2218,1.3219,339.42,30.86,15.43
SHP_SPARC_000102,SPC_PRD_0934,FAC_SPC_006,DST_SPARC_002,T_SEA,12199.47,2589,2.6537,485.61,582.73,485.61
SHP_SPARC_000103,SPC_PRD_0460,FAC_SPC_019,DST_SPARC_001,T_SEA,12316.45,1125,0.2115,39.07,46.89,39.07
SHP_SPARC_000104,SPC_PRD_0523,FAC_SPC_002,DST_SPARC_001,T_RAIL,10465.21,3051,1.0251,236.02,21.46,10.73
SHP_SPARC_000105,SPC_PRD_0794,FAC_SPC_006,DST_SPARC_002,T_SEA,12199.47,169,0.1955,35.78,42.94,35.78
SHP_SPARC_000106,SPC_PRD_0271,FAC_SPC_018,DST_SPARC_003,T_ROAD_D,11274.64,334,0.0745,88.17,3.36,0.84
SHP_SPARC_000107,SPC_PRD_0587,FAC_SPC_007,DST_SPARC_002,T_SEA,11557.6,2455,1.2987,225.15,270.18,225.15
SHP_SPARC_000108,SPC_PRD_0335,FAC_SPC_012,DST_SPARC_003,T_RAIL,11337.97,1998,0.6494,161.97,14.72,7.36
SHP_SPARC_000109,SPC_PRD_0690,FAC_SPC_010,DST_SPARC_002,T_RAIL,12147.3,700,0.5194,138.8,12.62,6.31
SHP_SPARC_000110,SPC_PRD_0040,FAC_SPC_018,DST_SPARC_003,T_ROAD_D,11274.64,717,0.6188,732.52,27.91,6.98
SHP_SPARC_000111,SPC_PRD_0324,FAC_SPC_019,DST_SPARC_003,T_SEA,12305.73,374,0.4473,82.57,99.08,82.57
SHP_SPARC_000112,SPC_PRD_0037,FAC_SPC_005,DST_SPARC_003,T_SEA,11671.03,1772,0.5316,93.06,111.68,93.06
SHP_SPARC_000113,SPC_PRD_0540,FAC_SPC_020,DST_SPARC_001,T_RAIL,11964.97,1544,1.3031,343.02,31.18,15.59
SHP_SPARC_000114,SPC_PRD_0438,FAC_SPC_007,DST_SPARC_002,T_RAIL,11557.6,771,0.2444,62.14,5.65,2.82
SHP_SPARC_000115,SPC_PRD_0009,FAC_SPC_003,DST_SPARC_001,T_SEA,12492.46,2585,0.5092,95.43,114.51,95.43
SHP_SPARC_000116,SPC_PRD_0013,FAC_SPC_013,DST_SPARC_002,T_ROAD_D,12973.73,1397,0.1886,256.91,9.79,2.45
SHP_SPARC_000117,SPC_PRD_0307,FAC_SPC_016,DST_SPARC_001,T_SEA,11173.95,3466,3.0016,503.09,603.71,503.09
SHP_SPARC_000118,SPC_PRD_0559,FAC_SPC_015,DST_SPARC_001,T_RAIL,11222.17,985,0.4994,123.29,11.21,5.6
SHP_SPARC_000119,SPC_PRD_0978,FAC_SPC_014,DST_SPARC_001,T_SEA,10860.96,1782,0.3421,55.74,66.89,55.74
SHP_SPARC_000120,SPC_PRD_0130,FAC_SPC_007,DST_SPARC_002,T_SEA,11557.6,3693,4.2839,742.67,891.2,742.67
SHP_SPARC_000121,SPC_PRD_0424,FAC_SPC_007,DST_SPARC_001,T_SEA,11010.17,948,1.0371,171.28,205.54,171.28
SHP_SPARC_000122,SPC_PRD_0462,FAC_SPC_015,DST_SPARC_003,T_SEA,10856.61,1554,0.6061,98.7,118.44,98.7
SHP_SPARC_000123,SPC_PRD_0846,FAC_SPC_017,DST_SPARC_002,T_ROAD_D,11078.34,3169,0.9887,1150.11,43.81,10.95
SHP_SPARC_000124,SPC_PRD_0966,FAC_SPC_015,DST_SPARC_001,T_SEA,11222.17,4356,3.9814,670.2,804.24,670.2
SHP_SPARC_000125,SPC_PRD_0886,FAC_SPC_006,DST_SPARC_001,T_RAIL,11391.53,386,0.3926,98.38,8.94,4.47
SHP_SPARC_000126,SPC_PRD_0963,FAC_SPC_012,DST_SPARC_002,T_RAIL,11955.84,228,0.1279,33.64,3.06,1.53
SHP_SPARC_000127,SPC_PRD_0631,FAC_SPC_009,DST_SPARC_002,T_SEA,12344.26,3098,2.8811,533.48,640.18,533.48
SHP_SPARC_000128,SPC_PRD_0284,FAC_SPC_018,DST_SPARC_001,T_ROAD_D,11553.5,4234,3.3914,4114.21,156.73,39.18
SHP_SPARC_000129,SPC_PRD_0898,FAC_SPC_008,DST_SPARC_001,T_SEA,12620.14,2155,1.0452,197.85,237.42,197.85
SHP_SPARC_000130,SPC_PRD_0785,FAC_SPC_009,DST_SPARC_002,T_ROAD_D,12344.26,512,0.1526,197.76,7.53,1.88
SHP_SPARC_000131,SPC_PRD_0896,FAC_SPC_010,DST_SPARC_003,T_SEA,11661.24,2503,1.2765,223.29,267.95,223.29
SHP_SPARC_000132,SPC_PRD_0351,FAC_SPC_002,DST_SPARC_002,T_RAIL,11323.27,4307,1.9425,483.89,43.99,21.99
SHP_SPARC_000133,SPC_PRD_0210,FAC_SPC_004,DST_SPARC_001,T_ROAD_D,12176.97,2163,1.0902,1393.85,53.1,13.27
SHP_SPARC_000134,SPC_PRD_0164,FAC_SPC_009,DST_SPARC_002,T_SEA,12344.26,1074,0.363,67.22,80.66,67.22
SHP_SPARC_000135,SPC_PRD_0897,FAC_SPC_005,DST_SPARC_003,T_SEA,11671.03,830,0.1809,31.68,38.01,31.68
SHP_SPARC_000136,SPC_PRD_0933,FAC_SPC_008,DST_SPARC_003,T_ROAD_D,12873.35,146,0.1092,147.62,5.62,1.41
SHP_SPARC_000137,SPC_PRD_0754,FAC_SPC_011,DST_SPARC_003,T_RAIL,11244.72,4167,0.7084,175.24,15.93,7.97
SHP_SPARC_000138,SPC_PRD_0162,FAC_SPC_008,DST_SPARC_003,T_ROAD_D,12873.35,1951,0.3629,490.51,18.69,4.67
SHP_SPARC_000139,SPC_PRD_0264,FAC_SPC_007,DST_SPARC_001,T_SEA,11010.17,2230,1.1239,185.62,222.74,185.62
SHP_SPARC_000140,SPC_PRD_0346,FAC_SPC_011,DST_SPARC_001,T_RAIL,11420.42,253,0.3631,91.22,8.29,4.15
SHP_SPARC_000141,SPC_PRD_0767,FAC_SPC_016,DST_SPARC_002,T_ROAD_D,11383.91,532,0.3697,441.95,16.84,4.21
SHP_SPARC_000142,SPC_PRD_0247,FAC_SPC_013,DST_SPARC_001,T_ROAD_D,12006.33,1176,0.7703,971.06,36.99,9.25
SHP_SPARC_000143,SPC_PRD_0654,FAC_SPC_015,DST_SPARC_002,T_SEA,11506.15,1389,0.8542,147.43,176.92,147.43
SHP_SPARC_000144,SPC_PRD_0636,FAC_SPC_018,DST_SPARC_001,T_SEA,11553.5,1044,0.2913,50.48,60.57,50.48
SHP_SPARC_000145,SPC_PRD_0730,FAC_SPC_010,DST_SPARC_001,T_ROAD_D,12151.0,491,0.3864,493.01,18.78,4.7
SHP_SPARC_000146,SPC_PRD_0701,FAC_SPC_003,DST_SPARC_003,T_RAIL,12692.45,574,0.3989,111.39,10.13,5.06
SHP_SPARC_000147,SPC_PRD_0188,FAC_SPC_010,DST_SPARC_003,T_ROAD_D,11661.24,2972,2.6451,3238.72,123.38,30.84
SHP_SPARC_000148,SPC_PRD_0259,FAC_SPC_013,DST_SPARC_001,T_RAIL,12006.33,3832,2.6671,704.48,64.04,32.02
SHP_SPARC_000149,SPC_PRD_0262,FAC_SPC_016,DST_SPARC_001,T_RAIL,11173.95,213,0.033,8.12,0.74,0.37
SHP_SPARC_000150,SPC_PRD_0606,FAC_SPC_002,DST_SPARC_003,T_RAIL,10392.75,4658,0.694,158.69,14.43,7.21
SHP_SPARC_000151,SPC_PRD_0047,FAC_SPC_004,DST_SPARC_003,T_SEA,11831.04,4101,2.3171,411.2,493.44,411.2
SHP_SPARC_000152,SPC_PRD_0832,FAC_SPC_017,DST_SPARC_002,T_SEA,11078.34,2989,1.7366,288.58,346.3,288.58
SHP_SPARC_000153,SPC_PRD_0826,FAC_SPC_011,DST_SPARC_001,T_ROAD_D,11420.42,312,0.1944,233.08,8.88,2.22
SHP_SPARC_000154,SPC_PRD_0246,FAC_SPC_019,DST_SPARC_003,T_SEA,12305.73,4822,2.2953,423.67,508.41,423.67
SHP_SPARC_000155,SPC_PRD_0202,FAC_SPC_020,DST_SPARC_001,T_ROAD_D,11964.97,754,0.4622,580.67,22.12,5.53
SHP_SPARC_000156,SPC_PRD_0547,FAC_SPC_011,DST_SPARC_002,T_RAIL,12066.11,185,0.1423,37.76,3.43,1.72
SHP_SPARC_000157,SPC_PRD_0733,FAC_SPC_002,DST_SPARC_002,T_ROAD_D,11323.27,338,0.3542,421.15,16.04,4.01
SHP_SPARC_000158,SPC_PRD_0054,FAC_SPC_001,DST_SPARC_002,T_SEA,12481.01,2775,1.2959,242.62,291.14,242.62
SHP_SPARC_000159,SPC_PRD_0740,FAC_SPC_002,DST_SPARC_002,T_RAIL,11323.27,308,0.178,44.35,4.03,2.02
SHP_SPARC_000160,SPC_PRD_0663,FAC_SPC_012,DST_SPARC_002,T_ROAD_D,11955.84,2357,3.354,4210.5,160.4,40.1
SHP_SPARC_000161,SPC_PRD_0677,FAC_SPC_007,DST_SPARC_001,T_ROAD_D,11010.17,4056,2.0848,2410.15,91.82,22.95
SHP_SPARC_000162,SPC_PRD_0758,FAC_SPC_005,DST_SPARC_002,T_SEA,12342.87,2049,0.3524,65.25,78.3,65.25
SHP_SPARC_000163,SPC_PRD_0106,FAC_SPC_013,DST_SPARC_001,T_ROAD_D,12006.33,4899,3.5714,4502.3,171.52,42.88
SHP_SPARC_000164,SPC_PRD_0050,FAC_SPC_019,DST_SPARC_001,T_RAIL,12316.45,1784,0.4924,133.42,12.13,6.06
SHP_SPARC_000165,SPC_PRD_0549,FAC_SPC_018,DST_SPARC_003,T_SEA,11274.64,3383,4.8614,822.15,986.58,822.15
SHP_SPARC_000166,SPC_PRD_0470,FAC_SPC_005,DST_SPARC_002,T_SEA,12342.87,4208,2.0745,384.09,460.9,384.09
SHP_SPARC_000167,SPC_PRD_0821,FAC_SPC_002,DST_SPARC_003,T_RAIL,10392.75,468,0.1741,39.81,3.62,1.81
SHP_SPARC_000168,SPC_PRD_0021,FAC_SPC_013,DST_SPARC_003,T_ROAD_D,12016.4,2216,1.9412,2449.27,93.31,23.33
SHP_SPARC_000169,SPC_PRD_0520,FAC_SPC_003,DST_SPARC_002,T_RAIL,13772.77,677,0.2363,71.59,6.51,3.25
SHP_SPARC_000170,SPC_PRD_0137,FAC_SPC_003,DST_SPARC_002,T_ROAD_D,13772.77,1375,1.0326,1493.32,56.89,14.22
SHP_SPARC_000171,SPC_PRD_0098,FAC_SPC_014,DST_SPARC_002,T_RAIL,11734.5,2836,1.8122,467.84,42.53,21.27
SHP_SPARC_000172,SPC_PRD_0880,FAC_SPC_020,DST_SPARC_003,T_RAIL,12336.92,805,0.7116,193.14,17.56,8.78
SHP_SPARC_000173,SPC_PRD_0302,FAC_SPC_015,DST_SPARC_002,T_RAIL,11506.15,3753,2.5333,641.26,58.3,29.15
SHP_SPARC_000174,SPC_PRD_0563,FAC_SPC_018,DST_SPARC_003,T_SEA,11274.64,2855,0.3055,51.66,62.0,51.66
SHP_SPARC_000175,SPC_PRD_0462,FAC_SPC_019,DST_SPARC_002,T_ROAD_D,13238.92,3742,1.4594,2028.66,77.28,19.32
SHP_SPARC_000176,SPC_PRD_0474,FAC_SPC_011,DST_SPARC_001,T_SEA,11420.42,428,0.3278,56.16,67.39,56.16
SHP_SPARC_000177,SPC_PRD_0234,FAC_SPC_018,DST_SPARC_002,T_SEA,11998.47,3659,4.4823,806.71,968.05,806.71
SHP_SPARC_000178,SPC_PRD_0799,FAC_SPC_006,DST_SPARC_002,T_ROAD_D,12199.47,2516,0.4504,576.89,21.98,5.49
SHP_SPARC_000179,SPC_PRD_0095,FAC_SPC_013,DST_SPARC_003,T_SEA,12016.4,2476,1.3049,235.19,282.23,235.19
SHP_SPARC_000180,SPC_PRD_0678,FAC_SPC_007,DST_SPARC_001,T_SEA,11010.17,511,0.4395,72.58,87.09,72.58
SHP_SPARC_000181,SPC_PRD_0492,FAC_SPC_016,DST_SPARC_003,T_ROAD_D,10771.02,166,0.0754,85.23,3.25,0.81
SHP_SPARC_000182,SPC_PRD_0499,FAC_SPC_013,DST_SPARC_002,T_SEA,12973.73,4629,3.444,670.22,804.26,670.22
SHP_SPARC_000183,SPC_PRD_0860,FAC_SPC_008,DST_SPARC_003,T_RAIL,12873.35,1989,1.3485,381.93,34.72,17.36
