measurement_id,product_id,factory_id,production_volume_packs,total_individual_items,ecommerce_sales_pct,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
PRM_MSR_000020,PRM_PRD_0638,FAC_PRM_020,38040,38040,0.0,58866900.0,136571.21,8.0,2023-07-21
PRM_MSR_000021,PRM_PRD_0403,FAC_PRM_013,76669,76669,0.0,37721148.0,77957.04,9.79,2023-08-08
PRM_MSR_000022,PRM_PRD_0836,FAC_PRM_009,52525,52525,0.0,2472877.0,382171.9,2.04,2023-01-30
PRM_MSR_000023,PRM_PRD_0850,FAC_PRM_009,24335,24335,0.0,1199228.8,185335.36,7.21,2024-05-08
PRM_MSR_000024,PRM_PRD_0613,FAC_PRM_015,19396,19396,0.0,37143340.0,86172.55,8.03,2023-03-03
PRM_MSR_000025,PRM_PRD_0127,FAC_PRM_011,104966,314898,0.0,48021945.0,111410.91,9.92,2024-08-12
PRM_MSR_000026,PRM_PRD_0924,FAC_PRM_019,76459,76459,0.0,49774809.0,102867.94,5.13,2024-05-03
PRM_MSR_000027,PRM_PRD_0555,FAC_PRM_018,22962,22962,0.0,771638.01,119253.15,10.59,2024-11-22
PRM_MSR_000028,PRM_PRD_0941,FAC_PRM_009,73152,73152,0.0,881115.84,136172.45,11.83,2024-01-02
PRM_MSR_000029,PRM_PRD_0489,FAC_PRM_008,41840,41840,0.0,13493400.0,94453.8,5.02,2023-06-02
PRM_MSR_000030,PRM_PRD_0067,FAC_PRM_002,83833,83833,0.0,6664723.5,46653.06,3.88,2023-06-15
PRM_MSR_000031,PRM_PRD_0675,FAC_PRM_016,65927,65927,0.0,1196575.05,159543.34,10.81,2023-10-24
PRM_MSR_000032,PRM_PRD_0241,FAC_PRM_004,51811,51811,0.0,1003060.96,155018.51,9.2,2023-10-01
PRM_MSR_000033,PRM_PRD_0462,FAC_PRM_020,34377,34377,0.0,1181709.38,182627.81,11.32,2023-06-22
PRM_MSR_000034,PRM_PRD_0528,FAC_PRM_011,77034,77034,0.0,38902170.0,90253.03,6.22,2023-04-28
PRM_MSR_000035,PRM_PRD_0589,FAC_PRM_019,62124,186372,0.0,34478820.0,79990.86,10.14,2023-11-15
PRM_MSR_000036,PRM_PRD_0308,FAC_PRM_009,24676,24676,0.0,5539762.0,38778.33,10.82,2024-12-21
PRM_MSR_000037,PRM_PRD_0562,FAC_PRM_003,36505,36505,0.0,18708812.5,43404.44,3.99,2023-06-18
PRM_MSR_000038,PRM_PRD_0319,FAC_PRM_010,179307,896535,0.0,4930942.5,762054.75,8.89,2023-03-07
PRM_MSR_000039,PRM_PRD_0852,FAC_PRM_016,18377,18377,0.0,627666.44,97002.99,3.44,2024-07-21
PRM_MSR_000040,PRM_PRD_0343,FAC_PRM_013,68505,479535,0.0,1898958.6,293475.42,7.03,2023-07-17
PRM_MSR_000041,PRM_PRD_0092,FAC_PRM_016,176399,529197,0.0,14552917.5,101870.42,3.77,2024-06-19
PRM_MSR_000042,PRM_PRD_0840,FAC_PRM_016,19829,19829,0.0,797125.8,106283.44,10.7,2024-03-14
PRM_MSR_000043,PRM_PRD_0473,FAC_PRM_007,39414,39414,0.0,2353015.8,313735.44,11.72,2024-11-06
PRM_MSR_000044,PRM_PRD_0217,FAC_PRM_018,49880,49880,0.0,16410520.0,114873.64,9.57,2023-08-18
PRM_MSR_000045,PRM_PRD_0990,FAC_PRM_020,146871,1028097,0.0,3279629.43,506851.82,3.51,2023-03-23
PRM_MSR_000046,PRM_PRD_0170,FAC_PRM_004,33307,33307,0.0,1958451.6,261126.88,7.34,2024-02-09
PRM_MSR_000047,PRM_PRD_0061,FAC_PRM_016,57132,57132,0.0,1404590.22,217073.03,7.91,2023-03-07
PRM_MSR_000048,PRM_PRD_0070,FAC_PRM_020,37313,37313,0.0,69775310.0,161878.72,11.72,2024-05-22
PRM_MSR_000049,PRM_PRD_0983,FAC_PRM_018,32885,32885,0.0,50314050.0,116728.6,10.23,2024-02-22
PRM_MSR_000050,PRM_PRD_0459,FAC_PRM_003,26776,26776,0.0,48933140.0,113524.88,6.68,2024-12-23
PRM_MSR_000051,PRM_PRD_0837,FAC_PRM_007,68854,481978,0.0,124350324.0,256990.67,3.45,2024-12-08
PRM_MSR_000052,PRM_PRD_0051,FAC_PRM_002,46625,46625,0.0,73550937.5,170638.18,8.45,2024-11-20
PRM_MSR_000053,PRM_PRD_0307,FAC_PRM_015,248539,1739773,0.0,66981260.5,468868.82,10.51,2023-08-27
PRM_MSR_000054,PRM_PRD_0414,FAC_PRM_020,39245,39245,0.0,2572509.75,343001.3,7.22,2024-02-08
PRM_MSR_000055,PRM_PRD_0955,FAC_PRM_013,17208,17208,0.0,46668096.0,96447.4,10.37,2023-05-27
PRM_MSR_000056,PRM_PRD_0413,FAC_PRM_018,45231,45231,0.0,17255626.5,120789.39,7.27,2024-01-17
PRM_MSR_000057,PRM_PRD_0529,FAC_PRM_008,78570,78570,0.0,972303.75,129640.5,9.09,2024-06-20
PRM_MSR_000058,PRM_PRD_0817,FAC_PRM_004,46881,46881,0.0,1188433.35,158457.78,6.13,2023-11-14
PRM_MSR_000059,PRM_PRD_0639,FAC_PRM_016,37073,37073,0.0,1323320.74,204513.2,8.38,2023-04-07
PRM_MSR_000060,PRM_PRD_0628,FAC_PRM_016,20605,20605,0.0,25138100.0,58320.39,8.61,2024-12-24
PRM_MSR_000061,PRM_PRD_0985,FAC_PRM_006,57809,57809,0.0,1974466.4,305144.81,11.81,2023-04-15
PRM_MSR_000062,PRM_PRD_0568,FAC_PRM_009,62082,62082,0.0,26850465.0,62293.08,10.97,2024-11-20
PRM_MSR_000063,PRM_PRD_0512,FAC_PRM_004,15705,15705,0.0,547633.35,84634.24,9.94,2023-02-21
PRM_MSR_000064,PRM_PRD_0886,FAC_PRM_007,22288,22288,0.0,32161584.0,66467.27,2.83,2023-10-06
PRM_MSR_000065,PRM_PRD_0319,FAC_PRM_010,195790,978950,0.0,5384225.0,832107.5,4.63,2024-09-04
PRM_MSR_000066,PRM_PRD_0816,FAC_PRM_010,22101,22101,0.0,639381.93,98813.57,8.53,2023-10-16
PRM_MSR_000067,PRM_PRD_0069,FAC_PRM_012,50244,50244,0.0,1442505.24,222932.63,2.99,2024-04-06
PRM_MSR_000068,PRM_PRD_0223,FAC_PRM_014,76861,76861,0.0,50267094.0,103885.33,11.95,2023-01-31
PRM_MSR_000069,PRM_PRD_0828,FAC_PRM_004,34628,34628,0.0,2394526.2,319270.16,5.86,2024-08-29
PRM_MSR_000070,PRM_PRD_0244,FAC_PRM_017,176676,1236732,0.0,56271306.0,393899.14,4.89,2023-06-13
PRM_MSR_000071,PRM_PRD_0012,FAC_PRM_019,28622,28622,0.0,7956916.0,55698.41,5.21,2023-10-06
PRM_MSR_000072,PRM_PRD_0580,FAC_PRM_016,50484,353388,0.0,64493310.0,149624.48,6.43,2023-01-01
PRM_MSR_000073,PRM_PRD_0914,FAC_PRM_015,56090,56090,0.0,3306505.5,440867.4,8.09,2024-03-18
PRM_MSR_000074,PRM_PRD_0059,FAC_PRM_005,22634,22634,0.0,832818.03,128708.24,11.46,2023-03-07
PRM_MSR_000075,PRM_PRD_0654,FAC_PRM_016,29296,29296,0.0,1680858.0,224114.4,11.18,2024-09-23
PRM_MSR_000076,PRM_PRD_0736,FAC_PRM_017,35081,35081,0.0,11068055.5,77476.39,3.92,2024-01-08
PRM_MSR_000077,PRM_PRD_0864,FAC_PRM_011,42887,42887,0.0,2258000.55,301066.74,11.68,2023-12-23
PRM_MSR_000078,PRM_PRD_0875,FAC_PRM_018,25366,25366,0.0,1084396.5,144586.2,9.87,2023-11-23
PRM_MSR_000079,PRM_PRD_0954,FAC_PRM_016,59259,59259,0.0,93866256.0,193990.26,2.73,2024-05-18
PRM_MSR_000080,PRM_PRD_0489,FAC_PRM_011,31189,31189,0.0,10058452.5,70409.17,10.45,2023-09-21
PRM_MSR_000081,PRM_PRD_0548,FAC_PRM_001,85470,85470,0.0,916665.75,141666.53,6.79,2023-02-07
PRM_MSR_000082,PRM_PRD_0542,FAC_PRM_003,19734,19734,0.0,1022714.55,136361.94,8.63,2024-06-16
PRM_MSR_000083,PRM_PRD_0629,FAC_PRM_020,52300,52300,0.0,2577344.0,398316.8,4.61,2023-01-08
PRM_MSR_000084,PRM_PRD_0442,FAC_PRM_009,46855,46855,0.0,90804990.0,187663.65,9.71,2024-12-06
PRM_MSR_000085,PRM_PRD_0319,FAC_PRM_020,124641,623205,0.0,3427627.5,529724.25,5.26,2023-10-29
PRM_MSR_000086,PRM_PRD_0584,FAC_PRM_015,22155,22155,0.0,772655.62,103020.75,5.69,2024-07-22
PRM_MSR_000087,PRM_PRD_0704,FAC_PRM_002,29244,29244,0.0,58166316.0,120210.39,5.25,2023-03-26
PRM_MSR_000088,PRM_PRD_0138,FAC_PRM_002,34479,34479,0.0,1321752.46,204270.84,5.5,2024-12-28
PRM_MSR_000089,PRM_PRD_0930,FAC_PRM_011,59153,59153,0.0,3433831.65,457844.22,4.36,2024-06-24
PRM_MSR_000090,PRM_PRD_0091,FAC_PRM_013,83405,83405,0.0,57799665.0,119452.64,11.05,2024-12-14
PRM_MSR_000091,PRM_PRD_0670,FAC_PRM_003,198150,990750,0.0,184279500.0,380844.3,5.76,2023-12-08
PRM_MSR_000092,PRM_PRD_0417,FAC_PRM_009,26215,26215,0.0,1561103.25,208147.1,9.01,2023-05-28
PRM_MSR_000093,PRM_PRD_0665,FAC_PRM_012,82561,82561,0.0,9659637.0,67617.46,8.97,2024-08-19
PRM_MSR_000094,PRM_PRD_0379,FAC_PRM_015,23616,23616,0.0,940507.2,125400.96,8.02,2024-03-13
PRM_MSR_000095,PRM_PRD_0338,FAC_PRM_012,173887,869435,0.0,3777695.08,583825.6,11.5,2024-04-30
PRM_MSR_000096,PRM_PRD_0364,FAC_PRM_004,35439,35439,0.0,13998405.0,97988.84,3.02,2023-10-28
PRM_MSR_000097,PRM_PRD_0045,FAC_PRM_013,62260,62260,0.0,695132.9,107429.63,10.42,2024-12-29
PRM_MSR_000098,PRM_PRD_0101,FAC_PRM_007,77777,544439,0.0,27221950.0,190553.65,4.52,2024-04-30
PRM_MSR_000099,PRM_PRD_0868,FAC_PRM_001,44595,44595,0.0,1601629.42,247524.55,5.72,2024-09-18
PRM_MSR_000100,PRM_PRD_0871,FAC_PRM_006,202545,1012725,0.0,47091712.5,329641.99,9.26,2024-10-16
PRM_MSR_000101,PRM_PRD_0489,FAC_PRM_018,17719,17719,0.0,5714377.5,40000.64,11.56,2023-11-26
PRM_MSR_000102,PRM_PRD_0120,FAC_PRM_003,42094,42094,0.0,82714710.0,170943.73,7.83,2023-04-15
PRM_MSR_000103,PRM_PRD_0533,FAC_PRM_020,44086,44086,0.0,91368235.0,211974.31,6.32,2023-02-15
PRM_MSR_000104,PRM_PRD_0662,FAC_PRM_005,75566,377830,0.0,96346650.0,199116.41,8.42,2023-11-22
PRM_MSR_000105,PRM_PRD_0698,FAC_PRM_020,54409,54409,0.0,96031885.0,222793.97,11.61,2023-10-16
PRM_MSR_000106,PRM_PRD_0260,FAC_PRM_010,127602,382806,0.0,1431694.44,221261.87,4.24,2024-02-02
PRM_MSR_000107,PRM_PRD_0625,FAC_PRM_008,28549,28549,0.0,43166088.0,89209.92,3.68,2023-01-24
PRM_MSR_000108,PRM_PRD_0744,FAC_PRM_010,42807,42807,0.0,112496796.0,232493.38,7.13,2024-07-13
PRM_MSR_000109,PRM_PRD_0470,FAC_PRM_015,43196,43196,0.0,579690.32,89588.5,3.69,2024-08-31
PRM_MSR_000110,PRM_PRD_0197,FAC_PRM_015,44736,44736,0.0,2576793.6,343572.48,8.26,2023-11-02
PRM_MSR_000111,PRM_PRD_0884,FAC_PRM_020,84338,84338,0.0,867416.33,134055.25,6.87,2023-08-14
PRM_MSR_000112,PRM_PRD_0273,FAC_PRM_020,52300,52300,0.0,11584450.0,81091.15,11.13,2024-09-27
PRM_MSR_000113,PRM_PRD_0452,FAC_PRM_009,57565,57565,0.0,144545715.0,298727.81,10.51,2023-05-25
PRM_MSR_000114,PRM_PRD_0990,FAC_PRM_007,188699,1320893,0.0,4213648.67,651200.25,5.45,2023-07-01
PRM_MSR_000115,PRM_PRD_0676,FAC_PRM_008,32105,32105,0.0,882887.5,136446.25,11.91,2024-12-20
PRM_MSR_000116,PRM_PRD_0371,FAC_PRM_017,77321,77321,0.0,35722302.0,73826.09,7.95,2024-08-01
PRM_MSR_000117,PRM_PRD_0730,FAC_PRM_020,43359,43359,0.0,62567037.0,129305.21,3.72,2024-02-04
PRM_MSR_000118,PRM_PRD_0346,FAC_PRM_008,31213,31213,0.0,6663975.5,46647.83,9.34,2024-09-20
PRM_MSR_000119,PRM_PRD_0723,FAC_PRM_016,94818,94818,0.0,38401290.0,89090.99,7.75,2023-09-13
PRM_MSR_000120,PRM_PRD_0195,FAC_PRM_017,212744,638232,0.0,18189612.0,127327.28,4.39,2024-09-07
PRM_MSR_000121,PRM_PRD_0619,FAC_PRM_013,15917,15917,0.0,6382717.0,44679.02,10.42,2024-10-12
PRM_MSR_000122,PRM_PRD_0355,FAC_PRM_002,33134,33134,0.0,13502105.0,31324.88,3.3,2024-10-09
PRM_MSR_000123,PRM_PRD_0918,FAC_PRM_012,49630,49630,0.0,822617.25,109682.3,2.83,2024-09-29
PRM_MSR_000124,PRM_PRD_0519,FAC_PRM_004,57721,57721,0.0,7215125.0,50505.88,7.08,2024-02-01
PRM_MSR_000125,PRM_PRD_0544,FAC_PRM_005,158606,475818,0.0,13322904.0,93260.33,8.31,2024-10-30
PRM_MSR_000126,PRM_PRD_0477,FAC_PRM_006,86252,258756,0.0,1166989.56,180352.93,4.96,2023-01-13
PRM_MSR_000127,PRM_PRD_0353,FAC_PRM_002,50805,50805,0.0,71330220.0,147415.79,11.32,2023-11-16
PRM_MSR_000128,PRM_PRD_0369,FAC_PRM_019,76886,76886,0.0,56280552.0,116313.14,9.31,2024-11-02
PRM_MSR_000129,PRM_PRD_0076,FAC_PRM_011,87048,87048,0.0,10750428.0,75253.0,2.29,2024-03-06
PRM_MSR_000130,PRM_PRD_0160,FAC_PRM_011,168317,504951,0.0,102252577.5,237225.98,5.95,2024-02-04
PRM_MSR_000131,PRM_PRD_0258,FAC_PRM_001,22949,22949,0.0,3625942.0,25381.59,2.98,2024-08-31
PRM_MSR_000132,PRM_PRD_0447,FAC_PRM_010,59081,59081,0.0,2946664.88,392888.65,11.73,2024-09-03
PRM_MSR_000133,PRM_PRD_0506,FAC_PRM_009,99304,99304,0.0,12015784.0,84110.49,2.48,2024-03-28
PRM_MSR_000134,PRM_PRD_0694,FAC_PRM_009,29006,29006,0.0,59317270.0,137616.07,4.93,2024-09-21
PRM_MSR_000135,PRM_PRD_0190,FAC_PRM_006,48620,48620,0.0,2774986.5,369998.2,2.59,2024-07-24
PRM_MSR_000136,PRM_PRD_0489,FAC_PRM_019,30947,30947,0.0,9980407.5,69862.85,4.07,2023-03-06
PRM_MSR_000137,PRM_PRD_0953,FAC_PRM_008,34429,34429,0.0,14890542.5,104233.8,8.36,2023-01-14
PRM_MSR_000138,PRM_PRD_0818,FAC_PRM_017,52802,52802,0.0,79361406.0,164013.57,8.05,2023-01-29
PRM_MSR_000139,PRM_PRD_0967,FAC_PRM_002,169844,509532,0.0,100632570.0,233467.56,8.93,2023-06-23
PRM_MSR_000140,PRM_PRD_0941,FAC_PRM_014,78267,78267,0.0,942726.02,145694.02,11.92,2023-02-03
PRM_MSR_000141,PRM_PRD_0325,FAC_PRM_018,97447,487235,0.0,2438611.18,376876.27,9.69,2023-07-29
PRM_MSR_000142,PRM_PRD_0300,FAC_PRM_001,28099,28099,0.0,602723.55,93148.18,6.3,2023-01-31
PRM_MSR_000143,PRM_PRD_0724,FAC_PRM_010,54651,54651,0.0,109028745.0,225326.07,3.52,2024-12-07
PRM_MSR_000144,PRM_PRD_0137,FAC_PRM_002,152242,1065694,0.0,220598658.0,455903.89,11.92,2024-08-04
PRM_MSR_000145,PRM_PRD_0814,FAC_PRM_013,17462,17462,0.0,6102969.0,42720.78,10.55,2024-01-26
PRM_MSR_000146,PRM_PRD_0753,FAC_PRM_020,233696,1635872,0.0,9324470.4,1243262.72,5.66,2024-06-23
PRM_MSR_000147,PRM_PRD_0863,FAC_PRM_014,233776,1168880,0.0,178838640.0,369599.86,5.92,2024-03-26
PRM_MSR_000148,PRM_PRD_0486,FAC_PRM_020,34626,34626,0.0,64715994.0,133746.39,9.74,2024-02-12
PRM_MSR_000149,PRM_PRD_0284,FAC_PRM_004,42142,42142,0.0,76487730.0,177451.53,8.95,2024-12-05
PRM_MSR_000150,PRM_PRD_0175,FAC_PRM_011,180351,541053,0.0,23806332.0,166644.32,10.8,2024-12-23
PRM_MSR_000151,PRM_PRD_0309,FAC_PRM_001,56325,56325,0.0,145487475.0,300674.12,6.6,2024-08-29
PRM_MSR_000152,PRM_PRD_0035,FAC_PRM_007,134812,404436,0.0,18199620.0,127397.34,7.42,2024-12-25
PRM_MSR_000153,PRM_PRD_0525,FAC_PRM_005,48203,48203,0.0,118290162.0,244466.33,4.91,2023-08-10
PRM_MSR_000154,PRM_PRD_0378,FAC_PRM_011,36888,36888,0.0,17152920.0,39794.77,6.54,2024-12-13
PRM_MSR_000155,PRM_PRD_0900,FAC_PRM_009,63941,63941,0.0,692800.74,107069.2,6.53,2023-12-29
PRM_MSR_000156,PRM_PRD_0361,FAC_PRM_019,173616,1215312,0.0,251569584.0,519910.47,10.75,2023-11-24
PRM_MSR_000157,PRM_PRD_0009,FAC_PRM_001,38919,38919,0.0,106015356.0,219098.4,3.18,2024-01-22
PRM_MSR_000158,PRM_PRD_0304,FAC_PRM_015,186992,560976,0.0,15987816.0,111914.71,2.33,2024-04-04
PRM_MSR_000159,PRM_PRD_0951,FAC_PRM_017,45874,45874,0.0,2038640.56,315062.63,10.49,2024-01-28
PRM_MSR_000160,PRM_PRD_0380,FAC_PRM_003,53162,53162,0.0,1783585.1,275644.97,3.67,2024-04-18
PRM_MSR_000161,PRM_PRD_0673,FAC_PRM_010,83988,83988,0.0,35064990.0,81350.78,8.4,2023-05-19
PRM_MSR_000162,PRM_PRD_0629,FAC_PRM_009,17858,17858,0.0,880042.24,136006.53,5.69,2024-11-06
PRM_MSR_000163,PRM_PRD_0267,FAC_PRM_011,17961,17961,0.0,34000173.0,70267.02,3.13,2023-10-05
PRM_MSR_000164,PRM_PRD_0715,FAC_PRM_014,25868,25868,0.0,44777508.0,92540.18,3.34,2023-05-30
PRM_MSR_000165,PRM_PRD_0588,FAC_PRM_015,65429,327145,0.0,1727325.6,266950.32,4.98,2024-06-24
PRM_MSR_000166,PRM_PRD_0456,FAC_PRM_007,81026,81026,0.0,690746.65,106751.76,4.24,2023-04-21
PRM_MSR_000167,PRM_PRD_0225,FAC_PRM_015,86785,86785,0.0,41917155.0,86628.79,3.15,2023-07-03
PRM_MSR_000168,PRM_PRD_0550,FAC_PRM_016,95717,95717,0.0,1273993.27,196889.87,8.6,2023-05-27
PRM_MSR_000169,PRM_PRD_0557,FAC_PRM_003,18925,18925,0.0,932529.38,124337.25,4.4,2024-05-05
PRM_MSR_000170,PRM_PRD_0729,FAC_PRM_002,82469,82469,0.0,743870.38,114961.79,11.58,2023-12-07
PRM_MSR_000171,PRM_PRD_0598,FAC_PRM_010,36619,36619,0.0,8916726.5,62417.09,7.35,2023-07-29
PRM_MSR_000172,PRM_PRD_0169,FAC_PRM_017,56240,56240,0.0,93077200.0,215939.1,6.97,2023-12-17
PRM_MSR_000173,PRM_PRD_0210,FAC_PRM_016,42932,42932,0.0,61049304.0,126168.56,11.9,2023-07-08
PRM_MSR_000174,PRM_PRD_0331,FAC_PRM_005,48527,48527,0.0,72062595.0,167185.22,9.59,2023-12-10
PRM_MSR_000175,PRM_PRD_0977,FAC_PRM_009,24875,24875,0.0,6977437.5,48842.06,10.46,2024-01-20
PRM_MSR_000176,PRM_PRD_0432,FAC_PRM_010,41338,41338,0.0,106404012.0,219901.62,5.28,2023-03-24
PRM_MSR_000177,PRM_PRD_0678,FAC_PRM_001,22052,22052,0.0,1298311.5,173108.2,8.95,2024-07-30
PRM_MSR_000178,PRM_PRD_0947,FAC_PRM_001,79145,79145,0.0,1442417.62,192322.35,6.5,2023-02-09
PRM_MSR_000179,PRM_PRD_0767,FAC_PRM_011,45676,45676,0.0,625532.82,96673.25,5.56,2023-02-07
PRM_MSR_000180,PRM_PRD_0514,FAC_PRM_014,149950,749750,0.0,3261412.5,434855.0,10.82,2023-02-12
PRM_MSR_000181,PRM_PRD_0086,FAC_PRM_003,248650,1243250,0.0,220676875.0,511970.35,10.49,2023-08-20
PRM_MSR_000182,PRM_PRD_0840,FAC_PRM_002,44620,44620,0.0,1793724.0,239163.2,3.23,2023-12-10
PRM_MSR_000183,PRM_PRD_0417,FAC_PRM_008,32341,32341,0.0,1925906.55,256787.54,7.22,2023-09-07
PRM_MSR_000184,PRM_PRD_0414,FAC_PRM_005,49031,49031,0.0,3213982.05,428530.94,8.08,2024-09-23
PRM_MSR_000185,PRM_PRD_0246,FAC_PRM_020,24914,24914,0.0,62409570.0,128979.78,4.77,2023-11-06
PRM_MSR_000186,PRM_PRD_0529,FAC_PRM_002,81801,81801,0.0,1012287.38,134971.65,3.66,2024-05-14
PRM_MSR_000187,PRM_PRD_0706,FAC_PRM_007,94691,94691,0.0,1109305.06,171438.06,10.14,2024-11-11
PRM_MSR_000188,PRM_PRD_0727,FAC_PRM_008,50444,50444,0.0,27113650.0,62903.67,3.99,2023-01-14
PRM_MSR_000189,PRM_PRD_0379,FAC_PRM_003,28449,28449,0.0,1132981.42,151064.19,9.56,2023-03-25
PRM_MSR_000190,PRM_PRD_0101,FAC_PRM_008,105393,737751,0.0,36887550.0,258212.85,6.78,2024-09-14
PRM_MSR_000191,PRM_PRD_0240,FAC_PRM_011,28312,28312,0.0,28524340.0,66176.47,3.05,2024-10-13
PRM_MSR_000192,PRM_PRD_0303,FAC_PRM_011,54191,54191,0.0,127890760.0,296706.56,8.78,2023-07-20
PRM_MSR_000193,PRM_PRD_0061,FAC_PRM_006,19439,19439,0.0,477907.82,73858.48,7.78,2024-07-10
PRM_MSR_000194,PRM_PRD_0881,FAC_PRM_002,38346,38346,0.0,485076.9,74966.43,2.55,2024-01-24
PRM_MSR_000195,PRM_PRD_0082,FAC_PRM_008,59291,59291,0.0,19832839.5,138829.88,11.51,2024-08-09
PRM_MSR_000196,PRM_PRD_0088,FAC_PRM_014,33229,33229,0.0,73967754.0,152866.69,4.84,2024-10-07
PRM_MSR_000197,PRM_PRD_0535,FAC_PRM_014,27441,27441,0.0,27989820.0,64936.38,10.38,2023-11-06
PRM_MSR_000198,PRM_PRD_0678,FAC_PRM_011,48838,48838,0.0,2875337.25,383378.3,11.54,2024-01-25
PRM_MSR_000199,PRM_PRD_0621,FAC_PRM_007,25695,25695,0.0,544091.62,84086.89,2.38,2024-02-01
PRM_MSR_000200,PRM_PRD_0425,FAC_PRM_008,24711,24711,0.0,1139794.88,151972.65,10.48,2024-02-07
PRM_MSR_000201,PRM_PRD_0849,FAC_PRM_005,41018,41018,0.0,4881142.0,34167.99,4.54,2024-10-02
PRM_MSR_000202,PRM_PRD_0389,FAC_PRM_009,47168,47168,0.0,19810560.0,45960.5,7.31,2024-03-19
PRM_MSR_000203,PRM_PRD_0368,FAC_PRM_004,58109,58109,0.0,86814846.0,179417.35,8.55,2024-10-04
PRM_MSR_000204,PRM_PRD_0329,FAC_PRM_013,54582,163746,0.0,27018090.0,55837.39,11.22,2023-04-09
PRM_MSR_000205,PRM_PRD_0287,FAC_PRM_004,30453,30453,0.0,1210963.54,187148.91,6.96,2023-01-25
PRM_MSR_000206,PRM_PRD_0375,FAC_PRM_016,49979,49979,0.0,1616320.86,249795.04,5.02,2023-01-15
PRM_MSR_000207,PRM_PRD_0229,FAC_PRM_004,62145,62145,0.0,6525225.0,45676.58,7.38,2024-05-19
PRM_MSR_000208,PRM_PRD_0004,FAC_PRM_020,56259,56259,0.0,98059437.0,202656.17,5.54,2023-05-05
PRM_MSR_000209,PRM_PRD_0676,FAC_PRM_014,54858,54858,0.0,1508595.0,233146.5,9.08,2024-07-18
PRM_MSR_000210,PRM_PRD_0835,FAC_PRM_015,56772,56772,0.0,1736087.76,268304.47,8.73,2024-05-30
PRM_MSR_000211,PRM_PRD_0628,FAC_PRM_020,25532,25532,0.0,31149040.0,72265.77,10.96,2024-12-23
PRM_MSR_000212,PRM_PRD_0629,FAC_PRM_008,37569,37569,0.0,1851400.32,286125.5,10.78,2023-08-29
PRM_MSR_000213,PRM_PRD_0480,FAC_PRM_016,52463,52463,0.0,97738569.0,201993.04,2.06,2024-11-15
PRM_MSR_000214,PRM_PRD_0041,FAC_PRM_013,58544,292720,0.0,1529462.0,236371.4,11.14,2024-12-12
PRM_MSR_000215,PRM_PRD_0581,FAC_PRM_019,162081,810405,0.0,28364175.0,198549.22,2.89,2023-01-19
