measurement_id,product_id,factory_id,production_volume,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
MSR_HM_00022,PRD_0966,FAC_HM_013,7121,7979080.5,17435.77,3.83,2023-10-25
MSR_HM_00023,PRD_0802,FAC_HM_009,13187,816934.65,51739.19,6.81,2024-07-16
MSR_HM_00024,PRD_0110,FAC_HM_004,11434,162362.8,12339.57,10.91,2024-04-24
MSR_HM_00025,PRD_0974,FAC_HM_002,13419,17753337.0,38794.33,17.58,2024-02-06
MSR_HM_00026,PRD_0123,FAC_HM_012,15293,646129.25,49105.82,9.75,2024-12-23
MSR_HM_00027,PRD_0220,FAC_HM_007,11670,392112.0,5228.16,17.87,2024-05-11
MSR_HM_00028,PRD_0485,FAC_HM_001,22856,3195268.8,127810.75,14.21,2024-05-03
MSR_HM_00029,PRD_0266,FAC_HM_013,14997,878224.32,98800.24,15.02,2023-05-28
MSR_HM_00030,PRD_0145,FAC_HM_005,8685,6120319.5,13374.03,10.56,2024-12-16
MSR_HM_00031,PRD_0871,FAC_HM_015,3842,75687.4,5752.24,4.62,2023-03-07
MSR_HM_00032,PRD_0439,FAC_HM_008,13864,1396104.8,55844.19,17.94,2023-10-04
MSR_HM_00033,PRD_0863,FAC_HM_010,5659,74698.8,995.98,9.27,2023-02-15
MSR_HM_00034,PRD_0160,FAC_HM_004,12920,11546604.0,25231.47,16.89,2023-06-16
MSR_HM_00035,PRD_0608,FAC_HM_016,12420,2605219.2,34736.26,5.45,2023-04-29
MSR_HM_00036,PRD_0933,FAC_HM_010,22782,220985.4,8839.42,5.13,2023-04-27
MSR_HM_00037,PRD_0614,FAC_HM_017,24050,452140.0,34362.64,12.53,2023-08-04
MSR_HM_00038,PRD_0844,FAC_HM_011,22334,409158.88,46030.37,7.58,2023-04-10
MSR_HM_00039,PRD_0113,FAC_HM_003,6233,1240678.65,78576.31,8.52,2023-05-12
MSR_HM_00040,PRD_0139,FAC_HM_011,13558,237265.0,9490.6,17.44,2023-01-09
MSR_HM_00041,PRD_0247,FAC_HM_018,5685,7152867.0,15630.34,5.37,2023-07-25
MSR_HM_00042,PRD_0014,FAC_HM_006,6760,7884864.0,17229.89,9.51,2024-11-14
MSR_HM_00043,PRD_0617,FAC_HM_007,17224,773357.6,30934.3,10.76,2024-11-10
MSR_HM_00044,PRD_0759,FAC_HM_005,2216,226563.84,3020.85,7.28,2024-05-09
MSR_HM_00045,PRD_0976,FAC_HM_017,4817,76590.3,4850.72,8.41,2024-07-11
MSR_HM_00046,PRD_0213,FAC_HM_010,24499,2457739.68,32769.86,8.09,2024-06-13
MSR_HM_00047,PRD_0012,FAC_HM_020,8736,2704665.6,36062.21,8.41,2024-05-14
MSR_HM_00048,PRD_0428,FAC_HM_018,19022,4180084.5,264738.69,6.24,2024-03-12
MSR_HM_00049,PRD_0065,FAC_HM_015,10155,175478.4,19741.32,10.85,2024-10-24
MSR_HM_00050,PRD_0252,FAC_HM_013,22596,784081.2,31363.25,9.28,2023-07-06
MSR_HM_00051,PRD_0280,FAC_HM_011,6020,1259865.6,16798.21,9.35,2024-01-06
MSR_HM_00052,PRD_0867,FAC_HM_011,21725,482295.0,19291.8,6.15,2024-07-23
MSR_HM_00053,PRD_0918,FAC_HM_017,14254,157364.16,17703.47,11.28,2024-06-14
MSR_HM_00054,PRD_0782,FAC_HM_005,13258,2656903.2,35425.38,16.73,2023-11-20
MSR_HM_00055,PRD_0799,FAC_HM_020,3141,218142.45,13815.69,10.74,2024-06-06
MSR_HM_00056,PRD_0573,FAC_HM_016,6677,16675807.5,36439.73,10.2,2023-01-16
MSR_HM_00057,PRD_0872,FAC_HM_003,21938,16466662.8,35982.71,4.3,2024-12-23
MSR_HM_00058,PRD_0744,FAC_HM_010,10976,500505.6,6673.41,15.01,2023-08-29
MSR_HM_00059,PRD_0847,FAC_HM_015,2915,2494948.5,5451.92,17.83,2023-04-24
MSR_HM_00060,PRD_0343,FAC_HM_018,2864,89070.4,3562.82,13.88,2023-05-14
MSR_HM_00061,PRD_0588,FAC_HM_017,19815,1194844.5,75673.48,3.98,2024-04-26
MSR_HM_00062,PRD_0402,FAC_HM_013,9151,155109.45,9823.6,3.24,2023-01-04
MSR_HM_00063,PRD_0453,FAC_HM_012,10862,412212.9,26106.82,15.08,2023-05-17
MSR_HM_00064,PRD_0413,FAC_HM_007,16668,550044.0,61879.95,15.86,2024-05-31
MSR_HM_00065,PRD_0660,FAC_HM_001,24120,1852416.0,24698.88,14.83,2023-06-13
MSR_HM_00066,PRD_0128,FAC_HM_019,14583,8347309.2,18240.42,17.07,2024-11-08
MSR_HM_00067,PRD_0981,FAC_HM_006,9527,3347406.72,44632.09,6.26,2024-01-19
MSR_HM_00068,PRD_0418,FAC_HM_007,9428,32998.0,2507.85,10.2,2023-11-01
MSR_HM_00069,PRD_0888,FAC_HM_018,23530,756489.5,57493.2,15.02,2023-02-23
MSR_HM_00070,PRD_0720,FAC_HM_017,2710,57723.0,3655.79,8.17,2023-09-12
MSR_HM_00071,PRD_0678,FAC_HM_020,11153,477906.05,36320.86,11.66,2024-10-28
MSR_HM_00072,PRD_0780,FAC_HM_018,4964,1179446.4,2577.31,7.62,2024-08-21
MSR_HM_00073,PRD_0843,FAC_HM_009,13384,666523.2,42213.14,13.86,2023-02-08
MSR_HM_00074,PRD_0982,FAC_HM_020,7836,18806.4,2115.72,6.23,2023-10-27
MSR_HM_00075,PRD_0719,FAC_HM_020,9971,643727.76,8583.04,14.02,2023-09-16
MSR_HM_00076,PRD_0554,FAC_HM_002,10476,93864.96,10559.81,15.75,2024-01-26
MSR_HM_00077,PRD_0534,FAC_HM_011,5139,73744.65,5604.59,9.95,2023-03-26
MSR_HM_00078,PRD_0886,FAC_HM_019,8007,10182501.9,22250.65,13.92,2023-10-29
MSR_HM_00079,PRD_0673,FAC_HM_018,11439,420955.2,16838.21,10.24,2024-08-28
MSR_HM_00080,PRD_0541,FAC_HM_008,2578,454759.2,28801.42,17.52,2024-07-16
MSR_HM_00081,PRD_0122,FAC_HM_003,16809,508304.16,6777.39,14.46,2024-11-11
MSR_HM_00082,PRD_0028,FAC_HM_009,16895,1488449.5,59537.98,5.0,2023-09-05
MSR_HM_00083,PRD_0167,FAC_HM_004,3154,865962.24,11546.16,4.46,2023-01-06
MSR_HM_00084,PRD_0071,FAC_HM_001,19074,742360.08,83515.51,7.35,2024-12-27
MSR_HM_00085,PRD_0155,FAC_HM_015,11250,351900.0,39588.75,4.61,2023-08-29
MSR_HM_00086,PRD_0937,FAC_HM_010,5833,367187.35,27906.24,3.64,2024-07-06
MSR_HM_00087,PRD_0643,FAC_HM_018,7373,443117.3,17724.69,10.53,2024-08-28
MSR_HM_00088,PRD_0387,FAC_HM_020,8785,27609498.0,60331.87,12.52,2023-08-16
MSR_HM_00089,PRD_0757,FAC_HM_001,16022,1334312.16,17790.83,13.81,2024-07-01
MSR_HM_00090,PRD_0364,FAC_HM_002,8179,1191516.72,15886.89,15.6,2023-02-13
MSR_HM_00091,PRD_0727,FAC_HM_016,23981,851325.5,34053.02,15.99,2023-09-04
MSR_HM_00092,PRD_0990,FAC_HM_010,13804,1426643.4,90354.08,15.78,2024-08-19
MSR_HM_00093,PRD_0260,FAC_HM_004,16900,202800.0,2704.0,7.43,2024-02-16
MSR_HM_00094,PRD_0579,FAC_HM_006,22004,55430276.4,121125.42,10.61,2023-07-15
MSR_HM_00095,PRD_0302,FAC_HM_013,4998,159136.32,17902.84,4.57,2023-09-24
MSR_HM_00096,PRD_0004,FAC_HM_013,21709,303926.0,34191.67,7.83,2023-03-22
MSR_HM_00097,PRD_0889,FAC_HM_020,19425,799338.75,60749.74,7.37,2023-12-03
MSR_HM_00098,PRD_0003,FAC_HM_015,19423,41586585.3,90874.39,12.5,2024-06-02
MSR_HM_00099,PRD_0566,FAC_HM_004,3097,79592.9,3183.72,15.06,2023-03-13
MSR_HM_00100,PRD_0030,FAC_HM_005,10046,160736.0,6429.44,10.06,2023-06-22
MSR_HM_00101,PRD_0198,FAC_HM_009,11914,475368.6,30106.68,10.23,2023-06-11
MSR_HM_00102,PRD_0465,FAC_HM_015,12082,349169.8,13966.79,9.33,2023-05-20
MSR_HM_00103,PRD_0961,FAC_HM_011,7408,267280.64,30069.07,5.09,2024-03-21
MSR_HM_00104,PRD_0306,FAC_HM_016,4892,66042.0,5019.19,5.63,2024-01-28
MSR_HM_00105,PRD_0774,FAC_HM_007,23620,514916.0,39133.62,16.99,2023-06-11
MSR_HM_00106,PRD_0853,FAC_HM_002,24236,150263.2,6010.53,6.45,2024-09-20
MSR_HM_00107,PRD_0217,FAC_HM_004,14967,9375328.8,20486.83,7.55,2023-04-28
MSR_HM_00108,PRD_0255,FAC_HM_010,9850,392424.0,44147.7,7.04,2024-05-16
MSR_HM_00109,PRD_0212,FAC_HM_020,14549,445199.4,17807.98,14.3,2024-05-27
MSR_HM_00110,PRD_0927,FAC_HM_001,7313,1418136.96,18908.49,10.51,2024-07-21
MSR_HM_00111,PRD_0915,FAC_HM_011,24882,76636.56,8621.61,5.63,2023-12-22
MSR_HM_00112,PRD_0768,FAC_HM_012,6234,458510.7,34846.81,6.4,2023-04-27
MSR_HM_00113,PRD_0198,FAC_HM_019,8014,319758.6,20251.38,10.47,2023-12-09
MSR_HM_00114,PRD_0041,FAC_HM_009,15399,1833096.96,24441.29,11.48,2023-03-22
MSR_HM_00115,PRD_0588,FAC_HM_003,12795,771538.5,48864.1,14.92,2023-07-31
MSR_HM_00116,PRD_0200,FAC_HM_018,15045,473165.25,35960.56,6.9,2024-08-08
MSR_HM_00117,PRD_0661,FAC_HM_013,19505,903081.5,36123.26,14.5,2023-01-17
MSR_HM_00118,PRD_0118,FAC_HM_012,14435,142906.5,10860.89,3.08,2024-07-09
MSR_HM_00119,PRD_0755,FAC_HM_013,8814,27129492.0,59282.96,17.65,2023-03-19
MSR_HM_00120,PRD_0777,FAC_HM_005,2800,60900.0,3857.0,6.77,2023-08-17
MSR_HM_00121,PRD_0167,FAC_HM_006,16792,4610411.52,61472.15,5.13,2024-01-09
MSR_HM_00122,PRD_0903,FAC_HM_003,12555,433147.5,17325.9,6.15,2024-07-26
MSR_HM_00123,PRD_0072,FAC_HM_012,12591,676388.52,76093.71,13.35,2024-11-25
MSR_HM_00124,PRD_0159,FAC_HM_001,5286,5223625.2,11414.59,3.79,2024-10-18
MSR_HM_00125,PRD_0547,FAC_HM_012,9826,2325224.64,31003.0,5.14,2023-06-17
MSR_HM_00126,PRD_0221,FAC_HM_004,7351,340498.32,4539.98,10.63,2024-09-24
MSR_HM_00127,PRD_0694,FAC_HM_014,13997,2754609.6,36728.13,12.9,2024-09-27
MSR_HM_00128,PRD_0312,FAC_HM_013,10673,434391.1,17375.64,10.95,2024-10-12
MSR_HM_00129,PRD_0679,FAC_HM_017,24944,419059.2,16762.37,11.54,2024-08-14
MSR_HM_00130,PRD_0451,FAC_HM_010,14998,232469.0,17667.64,13.58,2023-07-17
MSR_HM_00131,PRD_0307,FAC_HM_017,22283,3910666.5,8545.53,9.83,2024-07-17
MSR_HM_00132,PRD_0602,FAC_HM_019,17260,455664.0,18226.56,5.92,2023-02-18
MSR_HM_00133,PRD_0463,FAC_HM_015,21333,409593.6,46079.28,5.25,2023-06-23
MSR_HM_00134,PRD_0261,FAC_HM_018,9583,44848.44,5045.45,5.5,2023-06-30
MSR_HM_00135,PRD_0892,FAC_HM_014,20904,41540428.8,90773.53,6.22,2023-07-02
MSR_HM_00136,PRD_0888,FAC_HM_017,3152,101336.8,7701.6,3.34,2024-06-11
MSR_HM_00137,PRD_0138,FAC_HM_001,17534,1244914.0,49796.56,14.05,2023-07-17
MSR_HM_00138,PRD_0127,FAC_HM_019,8248,97986.24,11023.45,4.36,2023-08-09
MSR_HM_00139,PRD_0039,FAC_HM_002,11886,786258.9,49796.4,12.05,2023-03-18
MSR_HM_00140,PRD_0771,FAC_HM_011,2816,154992.64,17436.67,13.66,2024-02-07
MSR_HM_00141,PRD_0660,FAC_HM_014,24823,1906406.4,25418.75,11.08,2023-12-28
MSR_HM_00142,PRD_0098,FAC_HM_007,19809,745808.85,56681.47,3.23,2023-01-08
MSR_HM_00143,PRD_0610,FAC_HM_013,9479,386743.2,15469.73,7.96,2024-03-02
MSR_HM_00144,PRD_0071,FAC_HM_014,2431,94614.52,10644.13,11.82,2024-07-19
MSR_HM_00145,PRD_0965,FAC_HM_002,17802,64087.2,4870.63,16.89,2024-04-09
MSR_HM_00146,PRD_0402,FAC_HM_004,9694,164313.3,10406.51,3.41,2024-01-19
MSR_HM_00147,PRD_0649,FAC_HM_006,10430,1343905.5,85114.01,4.67,2023-03-05
MSR_HM_00148,PRD_0366,FAC_HM_015,12264,162375.36,18267.23,16.15,2023-05-23
MSR_HM_00149,PRD_0636,FAC_HM_017,16667,28125562.5,61459.56,16.77,2023-06-22
MSR_HM_00150,PRD_0176,FAC_HM_018,6170,294926.0,11797.04,7.19,2023-04-28
MSR_HM_00151,PRD_0604,FAC_HM_018,15399,723753.0,28950.12,16.33,2023-11-11
MSR_HM_00152,PRD_0630,FAC_HM_012,12093,174139.2,2321.86,8.45,2024-07-26
MSR_HM_00153,PRD_0700,FAC_HM_012,3949,39884.9,3031.25,8.52,2023-01-03
MSR_HM_00154,PRD_0196,FAC_HM_003,15286,752071.2,10027.62,12.0,2023-06-21
MSR_HM_00155,PRD_0550,FAC_HM_020,2419,9796.95,744.57,11.94,2023-08-26
MSR_HM_00156,PRD_0993,FAC_HM_014,3574,200715.84,22580.53,14.95,2024-12-20
MSR_HM_00157,PRD_0231,FAC_HM_004,10485,810280.8,10803.74,16.62,2023-01-01
MSR_HM_00158,PRD_0804,FAC_HM_007,19219,170088.15,12926.7,17.6,2023-02-27
MSR_HM_00159,PRD_0237,FAC_HM_007,16134,132298.8,5291.95,5.28,2024-10-30
MSR_HM_00160,PRD_0635,FAC_HM_011,8671,3113756.1,6804.13,15.17,2023-04-14
MSR_HM_00161,PRD_0966,FAC_HM_015,19266,21587553.0,47172.8,4.11,2024-07-27
MSR_HM_00162,PRD_0660,FAC_HM_013,11253,864230.4,11523.07,3.13,2024-02-04
MSR_HM_00163,PRD_0030,FAC_HM_011,17266,276256.0,11050.24,17.94,2024-04-17
MSR_HM_00164,PRD_0781,FAC_HM_001,3950,93615.0,5928.95,9.35,2023-10-05
MSR_HM_00165,PRD_0630,FAC_HM_003,14220,204768.0,2730.24,12.15,2023-08-23
MSR_HM_00166,PRD_0482,FAC_HM_004,22793,882089.1,35283.56,15.12,2024-01-04
MSR_HM_00167,PRD_0020,FAC_HM_015,13730,223524.4,25146.5,8.0,2023-12-22
MSR_HM_00168,PRD_0541,FAC_HM_004,23529,4150515.6,262865.99,3.65,2023-08-06
MSR_HM_00169,PRD_0312,FAC_HM_020,12893,524745.1,20989.8,3.13,2023-04-11
MSR_HM_00170,PRD_0259,FAC_HM_018,3923,3145853.7,6874.27,10.56,2023-08-06
MSR_HM_00171,PRD_0108,FAC_HM_019,17696,44052422.4,96262.7,7.24,2024-05-31
MSR_HM_00172,PRD_0217,FAC_HM_004,14962,9372196.8,20479.99,6.95,2024-03-06
MSR_HM_00173,PRD_0634,FAC_HM_019,7847,525749.0,21029.96,10.38,2024-03-23
MSR_HM_00174,PRD_0739,FAC_HM_020,12235,90539.0,10185.64,15.4,2024-10-15
MSR_HM_00175,PRD_0623,FAC_HM_018,21063,1191112.65,75437.13,6.98,2023-10-29
MSR_HM_00176,PRD_0176,FAC_HM_013,14137,675748.6,27029.94,10.79,2023-03-18
MSR_HM_00177,PRD_0204,FAC_HM_006,23138,2759900.64,36798.68,3.26,2024-10-22
MSR_HM_00178,PRD_0580,FAC_HM_011,24979,691918.3,27676.73,11.29,2023-07-19
MSR_HM_00179,PRD_0271,FAC_HM_002,14375,10168875.0,22220.88,3.78,2024-07-14
MSR_HM_00180,PRD_0737,FAC_HM_011,24991,805709.84,90642.36,8.96,2024-11-05
MSR_HM_00181,PRD_0897,FAC_HM_013,13518,1145244.96,15269.93,14.16,2023-05-14
MSR_HM_00182,PRD_0773,FAC_HM_007,6400,1689600.0,22528.0,12.75,2024-02-15
MSR_HM_00183,PRD_0705,FAC_HM_013,18755,1705954.8,22746.06,7.66,2024-06-29
MSR_HM_00184,PRD_0249,FAC_HM_004,21616,2287837.44,30504.5,3.57,2024-07-10
MSR_HM_00185,PRD_0261,FAC_HM_006,23668,110766.24,12461.2,5.67,2023-08-31
MSR_HM_00186,PRD_0390,FAC_HM_011,6267,199791.96,22476.6,6.57,2023-06-01
MSR_HM_00187,PRD_0709,FAC_HM_006,9372,1372060.8,86897.18,9.79,2023-10-26
MSR_HM_00188,PRD_0982,FAC_HM_011,10176,24422.4,2747.52,7.15,2024-07-04
MSR_HM_00189,PRD_0040,FAC_HM_008,3341,38588.55,2443.94,14.01,2023-10-21
MSR_HM_00190,PRD_0030,FAC_HM_012,19606,313696.0,12547.84,6.47,2024-09-28
MSR_HM_00191,PRD_0836,FAC_HM_020,5885,254232.0,10169.28,6.25,2023-03-26
MSR_HM_00192,PRD_0369,FAC_HM_015,8073,582466.95,36889.57,16.56,2023-12-24
MSR_HM_00193,PRD_0945,FAC_HM_015,18716,172187.2,19371.06,15.99,2024-03-10
MSR_HM_00194,PRD_0814,FAC_HM_015,16922,226754.8,25509.92,15.96,2023-10-27
MSR_HM_00195,PRD_0912,FAC_HM_006,21420,67687.2,7614.81,7.68,2023-02-22
MSR_HM_00196,PRD_0848,FAC_HM_009,4794,16299.6,1833.7,14.99,2023-05-21
MSR_HM_00197,PRD_0547,FAC_HM_015,2102,497417.28,6632.23,4.82,2024-06-18
MSR_HM_00198,PRD_0214,FAC_HM_002,5547,189041.76,2520.56,16.17,2023-11-26
MSR_HM_00199,PRD_0025,FAC_HM_017,21908,6724879.68,89665.06,5.29,2023-08-23
MSR_HM_00200,PRD_0550,FAC_HM_016,7597,30767.85,2338.36,3.71,2024-09-30
MSR_HM_00201,PRD_0880,FAC_HM_017,14144,34255353.6,74854.29,9.65,2023-04-27
MSR_HM_00202,PRD_0036,FAC_HM_009,18971,435384.45,33089.22,10.16,2023-05-29
MSR_HM_00203,PRD_0707,FAC_HM_010,19279,476191.3,36190.54,6.06,2024-06-20
MSR_HM_00204,PRD_0053,FAC_HM_016,12260,24065154.0,52586.82,16.64,2023-03-06
MSR_HM_00205,PRD_0211,FAC_HM_017,14115,1889998.5,75599.94,11.91,2023-06-29
MSR_HM_00206,PRD_0387,FAC_HM_019,3617,11367507.6,24840.11,13.08,2024-07-07
MSR_HM_00207,PRD_0297,FAC_HM_016,4880,5916024.0,12927.61,5.08,2024-03-01
MSR_HM_00208,PRD_0633,FAC_HM_014,2697,376770.9,15070.84,16.51,2024-07-10
MSR_HM_00209,PRD_0864,FAC_HM_020,2478,174699.0,11064.27,17.82,2024-02-26
MSR_HM_00210,PRD_0830,FAC_HM_015,13790,1323840.0,83843.2,5.0,2023-03-20
MSR_HM_00211,PRD_0309,FAC_HM_006,23876,281736.8,31695.39,6.17,2024-04-17
MSR_HM_00212,PRD_0502,FAC_HM_020,15372,852223.68,11362.98,6.37,2023-08-02
MSR_HM_00213,PRD_0479,FAC_HM_014,23466,1954717.8,78188.71,10.36,2023-08-14
MSR_HM_00214,PRD_0168,FAC_HM_015,19477,594048.5,23761.94,6.04,2024-03-11
MSR_HM_00215,PRD_0696,FAC_HM_008,13747,13770369.9,30090.81,11.73,2023-06-26
MSR_HM_00216,PRD_0320,FAC_HM_011,2398,28008.64,3150.97,17.37,2023-01-22
MSR_HM_00217,PRD_0337,FAC_HM_017,16569,2974963.95,188414.38,12.52,2023-01-12
MSR_HM_00218,PRD_0839,FAC_HM_003,10862,541470.7,41151.77,9.15,2023-02-23
MSR_HM_00219,PRD_0045,FAC_HM_009,14742,975183.3,61761.61,13.28,2023-01-25
MSR_HM_00220,PRD_0721,FAC_HM_011,9831,1350779.4,85549.36,13.98,2023-06-29
MSR_HM_00221,PRD_0275,FAC_HM_006,3164,315450.8,12618.03,10.38,2023-03-08
MSR_HM_00222,PRD_0150,FAC_HM_008,8829,7008460.2,15314.78,7.17,2024-12-03
MSR_HM_00223,PRD_0781,FAC_HM_001,15577,369174.9,23381.08,9.3,2024-11-15
MSR_HM_00224,PRD_0931,FAC_HM_003,11665,262462.5,10498.5,14.64,2024-04-09
MSR_HM_00225,PRD_0554,FAC_HM_010,8555,76652.8,8623.44,6.22,2023-01-04
MSR_HM_00226,PRD_0221,FAC_HM_006,7357,340776.24,4543.68,13.18,2023-11-03
MSR_HM_00227,PRD_0543,FAC_HM_007,14150,15855075.0,34646.28,9.08,2024-10-31
MSR_HM_00228,PRD_0410,FAC_HM_012,17905,704740.8,9396.54,10.05,2023-03-08
MSR_HM_00229,PRD_0469,FAC_HM_001,4298,101862.6,6451.3,10.33,2024-11-03
MSR_HM_00230,PRD_0890,FAC_HM_019,16664,2077167.6,131553.95,3.91,2024-11-27
MSR_HM_00231,PRD_0638,FAC_HM_010,9815,611474.5,24458.98,8.83,2023-01-25
MSR_HM_00232,PRD_0326,FAC_HM_014,7511,483107.52,6441.43,9.47,2023-09-12
MSR_HM_00233,PRD_0928,FAC_HM_018,18557,292272.75,18510.61,9.37,2024-12-26
MSR_HM_00234,PRD_0353,FAC_HM_010,3806,26071.1,1981.4,14.19,2024-01-06
MSR_HM_00235,PRD_0400,FAC_HM_016,23192,449924.8,50616.54,16.88,2023-10-20
MSR_HM_00236,PRD_0681,FAC_HM_020,20711,1431544.32,19087.26,13.82,2024-06-27
MSR_HM_00237,PRD_0668,FAC_HM_006,11586,163130.88,18352.22,6.13,2023-03-15
MSR_HM_00238,PRD_0763,FAC_HM_017,16555,263224.5,20005.06,9.15,2024-02-08
MSR_HM_00239,PRD_0723,FAC_HM_010,18949,14274281.7,31191.95,7.37,2024-12-09
MSR_HM_00240,PRD_0108,FAC_HM_014,20049,49909980.6,109062.55,4.53,2023-09-22
MSR_HM_00241,PRD_0043,FAC_HM_013,13969,210931.9,16030.82,14.71,2024-01-16
MSR_HM_00242,PRD_0745,FAC_HM_007,16017,907202.88,12096.04,10.54,2024-03-16
MSR_HM_00243,PRD_0110,FAC_HM_009,18374,260910.8,19829.22,12.65,2024-01-15
MSR_HM_00244,PRD_0169,FAC_HM_012,16962,508860.0,20354.4,16.6,2023-10-19
MSR_HM_00245,PRD_0511,FAC_HM_007,5175,50508.0,5682.15,17.68,2023-12-02
MSR_HM_00246,PRD_0699,FAC_HM_011,15702,226108.8,14320.22,3.42,2024-04-17
MSR_HM_00247,PRD_0852,FAC_HM_012,2649,484369.65,30676.74,16.02,2024-06-02
MSR_HM_00248,PRD_0806,FAC_HM_019,3050,67405.0,5122.78,16.65,2023-08-21
MSR_HM_00249,PRD_0715,FAC_HM_017,11134,898513.8,35940.55,5.49,2023-01-31
MSR_HM_00250,PRD_0559,FAC_HM_013,2722,2197470.6,4801.88,15.67,2024-11-18
MSR_HM_00251,PRD_0107,FAC_HM_007,16525,456090.0,18243.6,7.83,2023-01-17
MSR_HM_00252,PRD_0646,FAC_HM_013,4198,4624516.8,10105.43,15.81,2024-07-06
MSR_HM_00253,PRD_0606,FAC_HM_001,6322,277851.9,17597.29,7.24,2023-08-27
MSR_HM_00254,PRD_0526,FAC_HM_005,9640,1048060.8,13974.14,13.25,2024-05-03
MSR_HM_00255,PRD_0938,FAC_HM_019,4888,244888.8,15509.62,7.05,2024-03-16
MSR_HM_00256,PRD_0169,FAC_HM_009,15068,452040.0,18081.6,9.42,2024-07-31
MSR_HM_00257,PRD_0753,FAC_HM_005,20333,5984001.9,13076.15,4.1,2024-08-07
MSR_HM_00258,PRD_0499,FAC_HM_012,23985,17808862.5,38915.66,16.3,2024-06-06
MSR_HM_00259,PRD_0643,FAC_HM_007,8673,521247.3,20849.89,7.6,2024-08-21
MSR_HM_00260,PRD_0138,FAC_HM_020,16522,1173062.0,46922.48,16.85,2023-03-06
MSR_HM_00261,PRD_0023,FAC_HM_001,14929,447870.0,17914.8,8.67,2023-12-21
MSR_HM_00262,PRD_0009,FAC_HM_015,10959,465538.32,6207.18,17.5,2024-05-07
MSR_HM_00263,PRD_0436,FAC_HM_011,24704,10738828.8,23466.33,4.78,2024-08-14
MSR_HM_00264,PRD_0611,FAC_HM_001,16283,170971.5,6838.86,6.37,2023-12-24
MSR_HM_00265,PRD_0086,FAC_HM_008,19739,628489.76,70705.1,10.14,2023-02-11
MSR_HM_00266,PRD_0503,FAC_HM_004,9314,87551.6,3502.06,16.62,2023-02-17
MSR_HM_00267,PRD_0645,FAC_HM_019,23975,4783012.5,302924.12,6.02,2024-08-09
MSR_HM_00268,PRD_0221,FAC_HM_007,8152,377600.64,5034.68,8.88,2023-10-31
MSR_HM_00269,PRD_0045,FAC_HM_003,18724,1238592.6,78444.2,17.53,2023-07-22
MSR_HM_00270,PRD_0952,FAC_HM_017,15090,3125440.8,41672.54,10.27,2024-03-21
MSR_HM_00271,PRD_0759,FAC_HM_011,20654,2111664.96,28155.53,3.97,2023-02-04
MSR_HM_00272,PRD_0057,FAC_HM_015,15658,3679003.68,49053.38,3.65,2024-07-21
MSR_HM_00273,PRD_0526,FAC_HM_010,10552,1147213.44,15296.18,6.98,2024-01-15
MSR_HM_00274,PRD_0403,FAC_HM_007,14689,1304383.2,17391.78,7.11,2023-02-25
MSR_HM_00275,PRD_0438,FAC_HM_010,13980,659856.0,26394.24,6.75,2024-01-27
